,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2,RSPM_PM10,SO2,SPM,SO2_MOM_diff,month_number_diff,NO2_MOM_diff,RSPM_PM10_MOM_diff,SPM_MOM_diff
4587,Pune,Unknown,20020080,2002,8,68.2,,40.6,180.0,-1.6999999999999957,1.0,-6.299999999999997,,-32.0
4588,Pune,Unknown,20020090,2002,9,69.5,,42.3,276.0,1.6999999999999957,1.0,1.2999999999999972,,96.0
4589,Pune,Unknown,20020100,2002,10,73.5,,39.3,423.0,-3.0,1.0,4.0,,147.0
4590,Pune,Unknown,20020110,2002,11,76.6,,39.5,461.0,0.20000000000000284,1.0,3.0999999999999943,,38.0
4591,Pune,Unknown,20020120,2002,12,81.19999999999999,,42.05,337.5,2.549999999999997,1.0,4.599999999999994,,-123.5
4592,Roha,Industrial,20100010,2010,1,25.0,126.0,11.0,180.0,,,,,
4593,Roha,Industrial,20100020,2010,2,47.0,92.0,20.0,169.0,9.0,1.0,22.0,-34.0,-11.0
4594,Roha,Industrial,20100030,2010,3,29.0,152.0,16.0,209.0,-4.0,1.0,-18.0,60.0,40.0
4595,Roha,Industrial,20100040,2010,4,33.5,143.5,14.5,209.5,-1.5,1.0,4.5,-8.5,0.5
4596,Roha,Industrial,20100050,2010,5,32.0,48.0,13.0,136.0,-1.5,1.0,-1.5,-95.5,-73.5
4597,Roha,Industrial,20100060,2010,6,26.0,88.0,12.0,152.0,-1.0,1.0,-6.0,40.0,16.0
4598,Roha,Industrial,20100070,2010,7,27.0,73.0,15.0,152.0,3.0,1.0,1.0,-15.0,0.0
4599,Roha,Industrial,20100080,2010,8,26.5,49.0,19.5,110.5,4.5,1.0,-0.5,-24.0,-41.5
4600,Roha,Industrial,20100090,2010,9,24.0,57.0,17.0,135.0,-2.5,1.0,-2.5,8.0,24.5
4601,Roha,Industrial,20100100,2010,10,37.0,62.0,13.0,159.0,-4.0,1.0,13.0,5.0,24.0
4602,Roha,Industrial,20100110,2010,11,24.0,84.0,19.0,162.0,6.0,1.0,-13.0,22.0,3.0
4603,Roha,Industrial,20100120,2010,12,23.0,73.0,14.0,112.0,-5.0,1.0,-1.0,-11.0,-50.0
4604,Roha,Industrial,20110010,2011,1,38.0,103.0,26.0,,12.0,-11.0,15.0,30.0,
4605,Roha,Industrial,20110020,2011,2,39.0,201.0,25.0,,-1.0,1.0,1.0,98.0,
4606,Roha,Industrial,20110030,2011,3,41.0,132.0,26.0,,1.0,1.0,2.0,-69.0,
4607,Roha,Industrial,20110040,2011,4,29.0,116.0,25.0,,-1.0,1.0,-12.0,-16.0,
4608,Roha,Industrial,20110050,2011,5,22.0,117.0,19.0,,-6.0,1.0,-7.0,1.0,
4609,Roha,Industrial,20110060,2011,6,29.0,72.0,21.0,,2.0,1.0,7.0,-45.0,
4610,Roha,Industrial,20110070,2011,7,34.0,166.0,23.0,,2.0,1.0,5.0,94.0,
4611,Roha,Industrial,20110080,2011,8,37.0,148.0,16.0,,-7.0,1.0,3.0,-18.0,
4612,Roha,Industrial,20110090,2011,9,41.0,162.0,13.0,,-3.0,1.0,4.0,14.0,
4613,Roha,Industrial,20110100,2011,10,34.0,62.0,17.0,,4.0,1.0,-7.0,-100.0,
4614,Roha,Industrial,20110110,2011,11,35.0,121.0,23.0,,6.0,1.0,1.0,59.0,
4615,Roha,Industrial,20110120,2011,12,32.0,92.0,18.0,,-5.0,1.0,-3.0,-29.0,
4616,Roha,Residential,20100010,2010,1,26.0,95.0,14.0,167.0,,,,,
4617,Roha,Residential,20100020,2010,2,46.0,116.5,20.0,181.0,6.0,1.0,20.0,21.5,14.0
4618,Roha,Residential,20100030,2010,3,33.5,131.5,13.0,203.5,-7.0,1.0,-12.5,15.0,22.5
4619,Roha,Residential,20100040,2010,4,42.0,69.0,15.0,181.0,2.0,1.0,8.5,-62.5,-22.5
4620,Roha,Residential,20100050,2010,5,38.0,60.0,17.0,145.0,2.0,1.0,-4.0,-9.0,-36.0
4621,Roha,Residential,20100060,2010,6,34.0,85.0,11.0,154.0,-6.0,1.0,-4.0,25.0,9.0
4622,Roha,Residential,20100070,2010,7,24.0,73.0,14.0,142.0,3.0,1.0,-10.0,-12.0,-12.0
4623,Roha,Residential,20100080,2010,8,29.5,58.5,20.0,109.5,6.0,1.0,5.5,-14.5,-32.5
4624,Roha,Residential,20100090,2010,9,27.0,91.0,20.0,148.0,0.0,1.0,-2.5,32.5,38.5
4625,Roha,Residential,20100100,2010,10,44.0,79.0,17.0,158.0,-3.0,1.0,17.0,-12.0,10.0
4626,Roha,Residential,20100110,2010,11,25.0,107.0,15.0,208.0,-2.0,1.0,-19.0,28.0,50.0
4627,Roha,Residential,20100120,2010,12,25.0,72.0,12.0,112.0,-3.0,1.0,0.0,-35.0,-96.0
4628,Roha,Residential,20110010,2011,1,34.0,67.0,25.0,,13.0,-11.0,9.0,-5.0,
4629,Roha,Residential,20110020,2011,2,39.0,159.0,24.0,,-1.0,1.0,5.0,92.0,
4630,Roha,Residential,20110030,2011,3,40.0,196.0,24.0,,0.0,1.0,1.0,37.0,
4631,Roha,Residential,20110040,2011,4,32.0,98.0,27.0,,3.0,1.0,-8.0,-98.0,
4632,Roha,Residential,20110050,2011,5,28.0,109.5,22.0,,-5.0,1.0,-4.0,11.5,
4633,Roha,Residential,20110060,2011,6,30.0,52.0,19.5,,-2.5,1.0,2.0,-57.5,
4634,Roha,Residential,20110070,2011,7,28.0,52.0,23.0,,3.5,1.0,-2.0,0.0,
4635,Roha,Residential,20110080,2011,8,33.0,137.0,16.0,,-7.0,1.0,5.0,85.0,
4636,Roha,Residential,20110090,2011,9,38.5,200.0,14.0,,-2.0,1.0,5.5,63.0,
4637,Roha,Residential,20110100,2011,10,39.0,47.5,17.5,,3.5,1.0,0.5,-152.5,
4638,Roha,Residential,20110110,2011,11,44.0,60.0,21.5,,4.0,1.0,5.0,12.5,
4639,Roha,Residential,20110120,2011,12,40.0,119.0,17.0,,-4.5,1.0,-4.0,59.0,
4640,Sangli,Industrial,20100010,2010,1,31.0,98.0,17.0,131.0,,,,,
4641,Sangli,Industrial,20100020,2010,2,37.0,132.0,18.0,160.5,1.0,1.0,6.0,34.0,29.5
4642,Sangli,Industrial,20100030,2010,3,35.0,119.0,18.0,166.0,0.0,1.0,-2.0,-13.0,5.5
4643,Sangli,Industrial,20100040,2010,4,25.0,79.5,14.0,103.5,-4.0,1.0,-10.0,-39.5,-62.5
4644,Sangli,Industrial,20100050,2010,5,24.0,48.0,17.0,84.0,3.0,1.0,-1.0,-31.5,-19.5
4645,Sangli,Industrial,20100060,2010,6,27.5,47.5,15.0,82.0,-2.0,1.0,3.5,-0.5,-2.0
4646,Sangli,Industrial,20100070,2010,7,27.0,43.0,13.0,73.0,-2.0,1.0,-0.5,-4.5,-9.0
4647,Sangli,Industrial,20100080,2010,8,31.0,29.5,11.0,59.0,-2.0,1.0,4.0,-13.5,-14.0
4648,Sangli,Industrial,20100090,2010,9,28.5,43.5,14.0,90.5,3.0,1.0,-2.5,14.0,31.5
4649,Sangli,Industrial,20100100,2010,10,26.0,71.0,12.0,101.0,-2.0,1.0,-2.5,27.5,10.5
4650,Sangli,Industrial,20100110,2010,11,26.0,46.5,10.5,79.0,-1.5,1.0,0.0,-24.5,-22.0
4651,Sangli,Industrial,20100120,2010,12,27.0,92.0,10.0,130.0,-0.5,1.0,1.0,45.5,51.0
4652,Sangli,Industrial,20110010,2011,1,33.0,125.0,9.5,,-0.5,-11.0,6.0,33.0,
4653,Sangli,Industrial,20110020,2011,2,40.0,111.0,10.0,,0.5,1.0,7.0,-14.0,
4654,Sangli,Industrial,20110030,2011,3,39.5,102.5,10.0,,0.0,1.0,-0.5,-8.5,
4655,Sangli,Industrial,20110040,2011,4,32.5,89.0,11.0,,1.0,1.0,-7.0,-13.5,
4656,Sangli,Industrial,20110050,2011,5,25.5,88.0,10.0,,-1.0,1.0,-7.0,-1.0,
4657,Sangli,Industrial,20110060,2011,6,26.0,63.0,8.5,,-1.5,1.0,0.5,-25.0,
4658,Sangli,Industrial,20110070,2011,7,24.0,51.0,9.0,,0.5,1.0,-2.0,-12.0,
4659,Sangli,Industrial,20110080,2011,8,25.0,43.0,10.0,,1.0,1.0,1.0,-8.0,
4660,Sangli,Industrial,20110090,2011,9,25.0,86.5,8.0,,-2.0,1.0,0.0,43.5,
4661,Sangli,Industrial,20110100,2011,10,24.5,63.0,6.5,,-1.5,1.0,-0.5,-23.5,
4662,Sangli,Industrial,20110110,2011,11,30.0,96.0,11.0,,4.5,1.0,5.5,33.0,
4663,Sangli,Industrial,20110120,2011,12,41.0,121.0,10.0,,-1.0,1.0,11.0,25.0,
4664,Sangli,Industrial,20120010,2012,1,52.0,100.0,12.0,,2.0,-11.0,11.0,-21.0,
4665,Sangli,Industrial,20120020,2012,2,52.0,115.0,17.0,,5.0,1.0,0.0,15.0,
4666,Sangli,Industrial,20120030,2012,3,53.0,151.0,13.0,,-4.0,1.0,1.0,36.0,
4667,Sangli,Industrial,20120040,2012,4,42.5,94.5,12.5,,-0.5,1.0,-10.5,-56.5,
4668,Sangli,Industrial,20120050,2012,5,32.0,81.0,10.5,,-2.0,1.0,-10.5,-13.5,
4669,Sangli,Industrial,20120060,2012,6,33.5,61.0,10.0,,-0.5,1.0,1.5,-20.0,
4670,Sangli,Industrial,20120070,2012,7,28.0,85.5,10.5,,0.5,1.0,-5.5,24.5,
4671,Sangli,Industrial,20120080,2012,8,27.0,65.0,10.0,,-0.5,1.0,-1.0,-20.5,
4672,Sangli,Industrial,20120090,2012,9,33.0,72.0,11.0,,1.0,1.0,6.0,7.0,
4673,Sangli,Industrial,20120100,2012,10,48.0,88.0,13.0,,2.0,1.0,15.0,16.0,
4674,Sangli,Industrial,20120110,2012,11,50.0,99.5,12.0,,-1.0,1.0,2.0,11.5,
4675,Sangli,Industrial,20120120,2012,12,49.0,129.0,14.0,,2.0,1.0,-1.0,29.5,
4676,Sangli,Industrial,20130010,2013,1,67.0,141.0,17.0,,3.0,-11.0,18.0,12.0,
4677,Sangli,Industrial,20130020,2013,2,43.5,121.5,15.5,,-1.5,1.0,-23.5,-19.5,
4678,Sangli,Industrial,20130030,2013,3,61.0,110.0,9.0,,-6.5,1.0,17.5,-11.5,
4679,Sangli,Industrial,20130040,2013,4,35.0,90.5,11.0,,2.0,1.0,-26.0,-19.5,
4680,Sangli,Industrial,20130050,2013,5,32.5,68.5,11.0,,0.0,1.0,-2.5,-22.0,
4681,Sangli,Industrial,20130060,2013,6,28.5,60.0,10.0,,-1.0,1.0,-4.0,-8.5,
4682,Sangli,Industrial,20130070,2013,7,19.0,33.0,9.0,,-1.0,1.0,-9.5,-27.0,
4683,Sangli,Industrial,20130080,2013,8,22.5,57.0,11.5,,2.5,1.0,3.5,24.0,
4684,Sangli,Industrial,20130090,2013,9,32.0,57.5,10.0,,-1.5,1.0,9.5,0.5,
4685,Sangli,Industrial,20130100,2013,10,38.0,74.0,9.5,,-0.5,1.0,6.0,16.5,
4686,Sangli,Industrial,20130110,2013,11,45.0,89.0,10.0,,0.5,1.0,7.0,15.0,
4687,Sangli,Industrial,20130120,2013,12,41.5,129.5,10.0,,0.0,1.0,-3.5,40.5,
4688,Sangli,Industrial,20140010,2014,1,37.0,136.0,8.0,,-2.0,-11.0,-4.5,6.5,
4689,Sangli,Industrial,20140020,2014,2,50.5,134.0,13.0,,5.0,1.0,13.5,-2.0,
4690,Sangli,Industrial,20140030,2014,3,43.5,142.0,13.0,,0.0,1.0,-7.0,8.0,
4691,Sangli,Industrial,20140040,2014,4,43.0,174.0,10.0,,-3.0,1.0,-0.5,32.0,
4692,Sangli,Industrial,20140050,2014,5,35.5,92.5,11.0,,1.0,1.0,-7.5,-81.5,
4693,Sangli,Industrial,20140060,2014,6,35.0,85.0,12.0,,1.0,1.0,-0.5,-7.5,
4694,Sangli,Industrial,20140070,2014,7,24.0,53.0,7.0,,-5.0,1.0,-11.0,-32.0,
4695,Sangli,Industrial,20140080,2014,8,41.0,164.0,12.5,,5.5,1.0,17.0,111.0,
4696,Sangli,Industrial,20140090,2014,9,43.0,88.0,15.0,,2.5,1.0,2.0,-76.0,
4697,Sangli,Industrial,20140100,2014,10,47.0,71.0,17.0,,2.0,1.0,4.0,-17.0,
4698,Sangli,Industrial,20140110,2014,11,32.0,118.0,10.0,,-7.0,1.0,-15.0,47.0,
4699,Sangli,Industrial,20140120,2014,12,52.5,121.0,12.0,,2.0,1.0,20.5,3.0,
4700,Sangli,Industrial,20150010,2015,1,61.0,134.0,12.0,,0.0,-11.0,8.5,13.0,
4701,Sangli,Industrial,20150020,2015,2,56.0,66.0,17.5,,5.5,1.0,-5.0,-68.0,
4702,Sangli,Industrial,20150030,2015,3,62.0,116.0,15.0,,-2.5,1.0,6.0,50.0,
4703,Sangli,Industrial,20150040,2015,4,37.0,123.5,11.0,,-4.0,1.0,-25.0,7.5,
4704,Sangli,Industrial,20150050,2015,5,35.0,70.0,12.0,,1.0,1.0,-2.0,-53.5,
4705,Sangli,Industrial,20150060,2015,6,18.0,57.0,8.0,,-4.0,1.0,-17.0,-13.0,
4706,Sangli,Industrial,20150070,2015,7,21.0,44.0,11.0,,3.0,1.0,3.0,-13.0,
4707,Sangli,Industrial,20150080,2015,8,22.0,56.0,10.0,,-1.0,1.0,1.0,12.0,
4708,Sangli,Industrial,20150090,2015,9,25.0,63.5,10.5,,0.5,1.0,3.0,7.5,
4709,Sangli,Industrial,20150100,2015,10,39.0,111.0,12.0,,1.5,1.0,14.0,47.5,
4710,Sangli,Industrial,20150110,2015,11,42.5,77.0,12.0,,0.0,1.0,3.5,-34.0,
4711,Sangli,Industrial,20150120,2015,12,47.0,128.0,12.0,,0.0,1.0,4.5,51.0,
4712,Sangli,Residential,20110010,2011,1,34.5,122.0,10.5,,,,,,
4713,Sangli,Residential,20110020,2011,2,51.5,92.0,9.5,,-1.0,1.0,17.0,-30.0,
4714,Sangli,Residential,20110030,2011,3,57.0,95.0,12.0,,2.5,1.0,5.5,3.0,
4715,Sangli,Residential,20110040,2011,4,35.0,69.0,10.0,,-2.0,1.0,-22.0,-26.0,
4716,Sangli,Residential,20110050,2011,5,21.5,44.5,9.0,,-1.0,1.0,-13.5,-24.5,
4717,Sangli,Residential,20110060,2011,6,21.0,35.0,10.0,,1.0,1.0,-0.5,-9.5,
4718,Sangli,Residential,20110070,2011,7,29.0,48.0,9.0,,-1.0,1.0,8.0,13.0,
4719,Sangli,Residential,20110080,2011,8,21.0,31.5,7.5,,-1.5,1.0,-8.0,-16.5,
4720,Sangli,Residential,20110090,2011,9,24.5,38.0,9.0,,1.5,1.0,3.5,6.5,
4721,Sangli,Residential,20110100,2011,10,27.0,53.0,9.5,,0.5,1.0,2.5,15.0,
4722,Sangli,Residential,20110110,2011,11,43.5,89.5,10.5,,1.0,1.0,16.5,36.5,
4723,Sangli,Residential,20110120,2011,12,55.0,81.0,9.0,,-1.5,1.0,11.5,-8.5,
4724,Sangli,Residential,20120010,2012,1,47.0,82.5,11.5,,2.5,-11.0,-8.0,1.5,
4725,Sangli,Residential,20120020,2012,2,48.5,100.0,11.5,,0.0,1.0,1.5,17.5,
4726,Sangli,Residential,20120030,2012,3,38.5,87.0,9.0,,-2.5,1.0,-10.0,-13.0,
4727,Sangli,Residential,20120040,2012,4,39.5,71.0,10.0,,1.0,1.0,1.0,-16.0,
4728,Sangli,Residential,20120050,2012,5,32.0,64.0,9.0,,-1.0,1.0,-7.5,-7.0,
4729,Sangli,Residential,20120060,2012,6,29.0,50.0,8.5,,-0.5,1.0,-3.0,-14.0,
4730,Sangli,Residential,20120070,2012,7,25.0,41.5,9.5,,1.0,1.0,-4.0,-8.5,
4731,Sangli,Residential,20120080,2012,8,26.0,41.5,9.0,,-0.5,1.0,1.0,0.0,
4732,Sangli,Residential,20120090,2012,9,28.5,53.5,9.0,,0.0,1.0,2.5,12.0,
4733,Sangli,Residential,20120100,2012,10,43.0,59.0,11.5,,2.5,1.0,14.5,5.5,
4734,Sangli,Residential,20120110,2012,11,46.0,83.0,11.0,,-0.5,1.0,3.0,24.0,
4735,Sangli,Residential,20120120,2012,12,46.0,108.5,12.5,,1.5,1.0,0.0,25.5,
4736,Sangli,Residential,20130010,2013,1,59.0,117.0,10.0,,-2.5,-11.0,13.0,8.5,
4737,Sangli,Residential,20130020,2013,2,49.5,93.5,9.5,,-0.5,1.0,-9.5,-23.5,
4738,Sangli,Residential,20130030,2013,3,54.5,85.5,11.0,,1.5,1.0,5.0,-8.0,
4739,Sangli,Residential,20130040,2013,4,31.0,63.5,9.0,,-2.0,1.0,-23.5,-22.0,
4740,Sangli,Residential,20130050,2013,5,31.0,58.0,10.0,,1.0,1.0,0.0,-5.5,
4741,Sangli,Residential,20130060,2013,6,27.0,45.0,9.0,,-1.0,1.0,-4.0,-13.0,
4742,Sangli,Residential,20130070,2013,7,21.5,35.5,9.5,,0.5,1.0,-5.5,-9.5,
4743,Sangli,Residential,20130080,2013,8,20.0,39.5,8.0,,-1.5,1.0,-1.5,4.0,
4744,Sangli,Residential,20130090,2013,9,22.5,32.0,8.0,,0.0,1.0,2.5,-7.5,
4745,Sangli,Residential,20130100,2013,10,34.0,48.5,9.0,,1.0,1.0,11.5,16.5,
4746,Sangli,Residential,20130110,2013,11,39.5,89.5,9.5,,0.5,1.0,5.5,41.0,
4747,Sangli,Residential,20130120,2013,12,50.0,101.0,10.0,,0.5,1.0,10.5,11.5,
4748,Sangli,Residential,20140010,2014,1,50.0,107.5,8.0,,-2.0,-11.0,0.0,6.5,
4749,Sangli,Residential,20140020,2014,2,51.0,96.0,6.0,,-2.0,1.0,1.0,-11.5,
4750,Sangli,Residential,20140030,2014,3,44.0,158.0,11.0,,5.0,1.0,-7.0,62.0,
4751,Sangli,Residential,20140040,2014,4,36.0,102.5,11.0,,0.0,1.0,-8.0,-55.5,
4752,Sangli,Residential,20140050,2014,5,32.0,55.0,12.0,,1.0,1.0,-4.0,-47.5,
4753,Sangli,Residential,20140060,2014,6,33.0,34.0,11.0,,-1.0,1.0,1.0,-21.0,
4754,Sangli,Residential,20140070,2014,7,36.5,40.0,10.0,,-1.0,1.0,3.5,6.0,
4755,Sangli,Residential,20140080,2014,8,40.0,57.0,13.0,,3.0,1.0,3.5,17.0,
4756,Sangli,Residential,20140090,2014,9,50.0,35.0,14.0,,1.0,1.0,10.0,-22.0,
4757,Sangli,Residential,20140100,2014,10,43.0,88.0,13.0,,-1.0,1.0,-7.0,53.0,
4758,Sangli,Residential,20140110,2014,11,37.0,79.0,12.0,,-1.0,1.0,-6.0,-9.0,
4759,Sangli,Residential,20140120,2014,12,44.0,112.0,10.0,,-2.0,1.0,7.0,33.0,
4760,Sangli,Residential,20150010,2015,1,69.0,128.5,10.5,,0.5,-11.0,25.0,16.5,
4761,Sangli,Residential,20150020,2015,2,65.0,78.0,15.5,,5.0,1.0,-4.0,-50.5,
4762,Sangli,Residential,20150030,2015,3,60.0,90.0,11.0,,-4.5,1.0,-5.0,12.0,
4763,Sangli,Residential,20150040,2015,4,45.0,62.0,9.5,,-1.5,1.0,-15.0,-28.0,
4764,Sangli,Residential,20150050,2015,5,32.5,48.5,8.0,,-1.5,1.0,-12.5,-13.5,
4765,Sangli,Residential,20150060,2015,6,18.5,30.0,7.5,,-0.5,1.0,-14.0,-18.5,
4766,Sangli,Residential,20150070,2015,7,20.0,31.5,9.0,,1.5,1.0,1.5,1.5,
4767,Sangli,Residential,20150080,2015,8,23.5,29.0,10.0,,1.0,1.0,3.5,-2.5,
4768,Sangli,Residential,20150090,2015,9,29.0,36.0,11.0,,1.0,1.0,5.5,7.0,
4769,Sangli,Residential,20150100,2015,10,36.0,79.0,10.0,,-1.0,1.0,7.0,43.0,
4770,Sangli,Residential,20150110,2015,11,49.5,92.5,13.0,,3.0,1.0,13.5,13.5,
4771,Sangli,Residential,20150120,2015,12,56.5,128.5,10.0,,-3.0,1.0,7.0,36.0,
4772,Solapur,Industrial,19970010,1997,1,41.4,,22.7,251.0,,,,,
4773,Solapur,Industrial,19970020,1997,2,44.9,,22.4,301.0,-0.3000000000000007,1.0,3.5,,50.0
4774,Solapur,Industrial,19970030,1997,3,52.7,,20.3,213.0,-2.099999999999998,1.0,7.800000000000004,,-88.0
4775,Solapur,Industrial,19970040,1997,4,47.7,,20.1,216.0,-0.1999999999999993,1.0,-5.0,,3.0
4776,Solapur,Industrial,19970050,1997,5,40.9,,20.9,226.0,0.7999999999999972,1.0,-6.800000000000004,,10.0
4777,Solapur,Industrial,19970060,1997,6,47.4,,20.5,152.0,-0.3999999999999986,1.0,6.5,,-74.0
4778,Solapur,Industrial,19970070,1997,7,46.8,,20.4,174.0,-0.10000000000000142,1.0,-0.6000000000000014,,22.0
4779,Solapur,Industrial,19970080,1997,8,40.3,,15.6,176.0,-4.799999999999999,1.0,-6.5,,2.0
4780,Solapur,Industrial,19970090,1997,9,43.1,,17.0,172.0,1.4000000000000004,1.0,2.8000000000000043,,-4.0
4781,Solapur,Industrial,19970100,1997,10,44.2,,17.1,214.0,0.10000000000000142,1.0,1.1000000000000014,,42.0
4782,Solapur,Industrial,19970110,1997,11,42.5,,17.9,201.0,0.7999999999999972,1.0,-1.7000000000000028,,-13.0
4783,Solapur,Industrial,19970120,1997,12,45.7,,17.4,239.0,-0.5,1.0,3.200000000000003,,38.0
4784,Solapur,Industrial,19980010,1998,1,52.9,,18.0,243.0,0.6000000000000014,-11.0,7.199999999999996,,4.0
4785,Solapur,Industrial,19980020,1998,2,43.4,,18.1,251.0,0.10000000000000142,1.0,-9.5,,8.0
4786,Solapur,Industrial,19980030,1998,3,47.9,,20.4,241.0,2.299999999999997,1.0,4.5,,-10.0
4787,Solapur,Industrial,19980040,1998,4,46.4,,18.7,259.0,-1.6999999999999993,1.0,-1.5,,18.0
4788,Solapur,Industrial,19980050,1998,5,44.4,,17.1,280.0,-1.5999999999999979,1.0,-2.0,,21.0
4789,Solapur,Industrial,19980060,1998,6,45.1,,18.9,228.0,1.7999999999999972,1.0,0.7000000000000028,,-52.0
4790,Solapur,Industrial,19980070,1998,7,43.9,,17.3,206.0,-1.5999999999999979,1.0,-1.2000000000000028,,-22.0
4791,Solapur,Industrial,19980080,1998,8,37.5,,12.8,157.0,-4.5,1.0,-6.399999999999999,,-49.0
4792,Solapur,Industrial,19980090,1998,9,36.1,,11.9,158.0,-0.9000000000000004,1.0,-1.3999999999999986,,1.0
4793,Solapur,Industrial,19980100,1998,10,40.5,,14.6,189.0,2.6999999999999993,1.0,4.399999999999999,,31.0
4794,Solapur,Industrial,19980110,1998,11,45.0,,19.0,217.0,4.4,1.0,4.5,,28.0
4795,Solapur,Industrial,19980120,1998,12,47.5,,18.9,280.0,-0.10000000000000142,1.0,2.5,,63.0
4796,Solapur,Industrial,19990010,1999,1,47.4,,18.8,271.0,-0.09999999999999787,-11.0,-0.10000000000000142,,-9.0
4797,Solapur,Industrial,19990020,1999,2,46.2,,19.4,285.0,0.5999999999999979,1.0,-1.1999999999999957,,14.0
4798,Solapur,Industrial,19990030,1999,3,51.8,,18.6,209.0,-0.7999999999999972,1.0,5.599999999999994,,-76.0
4799,Solapur,Industrial,19990040,1999,4,44.8,,17.8,392.0,-0.8000000000000007,1.0,-7.0,,183.0
4800,Solapur,Industrial,19990050,1999,5,42.3,,16.1,143.0,-1.6999999999999993,1.0,-2.5,,-249.0
4801,Solapur,Industrial,19990060,1999,6,45.3,,18.2,310.0,2.099999999999998,1.0,3.0,,167.0
4802,Solapur,Industrial,19990070,1999,7,45.6,,16.5,273.0,-1.6999999999999993,1.0,0.30000000000000426,,-37.0
4803,Solapur,Industrial,19990080,1999,8,44.0,,17.5,266.0,1.0,1.0,-1.6000000000000014,,-7.0
4804,Solapur,Industrial,19990090,1999,9,43.4,,17.7,258.0,0.1999999999999993,1.0,-0.6000000000000014,,-8.0
4805,Solapur,Industrial,19990100,1999,10,46.5,,18.2,293.0,0.5,1.0,3.1000000000000014,,35.0
4806,Solapur,Industrial,19990110,1999,11,47.6,,19.2,273.0,1.0,1.0,1.1000000000000014,,-20.0
4807,Solapur,Industrial,19990120,1999,12,46.9,,18.1,304.0,-1.0999999999999979,1.0,-0.7000000000000028,,31.0
4808,Solapur,Industrial,20000010,2000,1,47.2,,21.4,340.0,3.299999999999997,-11.0,0.30000000000000426,,36.0
4809,Solapur,Industrial,20000020,2000,2,49.3,,19.3,322.0,-2.099999999999998,1.0,2.0999999999999943,,-18.0
4810,Solapur,Industrial,20000030,2000,3,46.1,,18.2,340.0,-1.1000000000000014,1.0,-3.1999999999999957,,18.0
4811,Solapur,Industrial,20000040,2000,4,42.1,,16.1,348.0,-2.099999999999998,1.0,-4.0,,8.0
4812,Solapur,Industrial,20000050,2000,5,45.0,,19.7,468.0,3.599999999999998,1.0,2.8999999999999986,,120.0
4813,Solapur,Industrial,20000060,2000,6,44.4,,18.9,482.0,-0.8000000000000007,1.0,-0.6000000000000014,,14.0
4814,Solapur,Industrial,20000070,2000,7,42.3,,17.6,373.0,-1.2999999999999972,1.0,-2.1000000000000014,,-109.0
4815,Solapur,Industrial,20000080,2000,8,44.4,,17.6,356.0,0.0,1.0,2.1000000000000014,,-17.0
4816,Solapur,Industrial,20000090,2000,9,45.4,,19.0,387.0,1.3999999999999986,1.0,1.0,,31.0
4817,Solapur,Industrial,20000100,2000,10,48.4,,19.4,396.0,0.3999999999999986,1.0,3.0,,9.0
4818,Solapur,Industrial,20000110,2000,11,47.4,,19.3,419.0,-0.09999999999999787,1.0,-1.0,,23.0
4819,Solapur,Industrial,20000120,2000,12,47.0,,20.1,436.0,0.8000000000000007,1.0,-0.3999999999999986,,17.0
4820,Solapur,Industrial,20010010,2001,1,50.3,,20.4,417.0,0.29999999999999716,-11.0,3.299999999999997,,-19.0
4821,Solapur,Industrial,20010020,2001,2,45.7,,20.0,437.0,-0.3999999999999986,1.0,-4.599999999999994,,20.0
4822,Solapur,Industrial,20010030,2001,3,46.3,,19.0,484.0,-1.0,1.0,0.5999999999999943,,47.0
4823,Solapur,Industrial,20010040,2001,4,43.7,,18.6,448.0,-0.3999999999999986,1.0,-2.5999999999999943,,-36.0
4824,Solapur,Industrial,20010050,2001,5,47.1,,19.8,422.0,1.1999999999999993,1.0,3.3999999999999986,,-26.0
4825,Solapur,Industrial,20010060,2001,6,46.6,,18.9,350.0,-0.9000000000000021,1.0,-0.5,,-72.0
4826,Solapur,Industrial,20010070,2001,7,45.3,,18.8,351.0,-0.09999999999999787,1.0,-1.3000000000000043,,1.0
4827,Solapur,Industrial,20010080,2001,8,45.0,,18.4,384.0,-0.40000000000000213,1.0,-0.29999999999999716,,33.0
4828,Solapur,Industrial,20010090,2001,9,44.6,,19.4,384.0,1.0,1.0,-0.3999999999999986,,0.0
4829,Solapur,Industrial,20010100,2001,10,45.2,,19.3,390.0,-0.09999999999999787,1.0,0.6000000000000014,,6.0
4830,Solapur,Industrial,20010110,2001,11,48.1,,20.7,400.0,1.3999999999999986,1.0,2.8999999999999986,,10.0
4831,Solapur,Industrial,20010120,2001,12,48.6,,20.2,372.0,-0.5,1.0,0.5,,-28.0
4832,Solapur,Industrial,20020010,2002,1,49.0,,20.9,408.0,0.6999999999999993,-11.0,0.3999999999999986,,36.0
4833,Solapur,Industrial,20020020,2002,2,48.0,,19.5,410.0,-1.3999999999999986,1.0,-1.0,,2.0
4834,Solapur,Industrial,20020030,2002,3,48.2,,20.7,394.0,1.1999999999999993,1.0,0.20000000000000284,,-16.0
4835,Solapur,Industrial,20020040,2002,4,47.4,,19.8,363.0,-0.8999999999999986,1.0,-0.8000000000000043,,-31.0
