,City_poll,Type_of_Location,ClusterId,year_number,month_number
4878,SOLAPUR,Industrial,1.0,2001,11.0
4890,SOLAPUR,Residential,0.0,2001,11.0
4879,SOLAPUR,Industrial,0.0,2001,12.0
4891,SOLAPUR,Residential,1.0,2001,12.0
4892,SOLAPUR,Industrial,1.0,2002,1.0
4904,SOLAPUR,Residential,1.0,2002,1.0
4893,SOLAPUR,Industrial,1.0,2002,2.0
4905,SOLAPUR,Residential,1.0,2002,2.0
4894,SOLAPUR,Industrial,0.0,2002,3.0
4906,SOLAPUR,Residential,0.0,2002,3.0
4895,SOLAPUR,Industrial,0.0,2002,4.0
4907,SOLAPUR,Residential,1.0,2002,4.0
4896,SOLAPUR,Industrial,0.0,2002,5.0
4908,SOLAPUR,Residential,1.0,2002,5.0
4897,SOLAPUR,Industrial,1.0,2002,6.0
4909,SOLAPUR,Residential,0.0,2002,6.0
4898,SOLAPUR,Industrial,0.0,2002,7.0
4910,SOLAPUR,Residential,1.0,2002,7.0
4899,SOLAPUR,Industrial,0.0,2002,8.0
4911,SOLAPUR,Residential,0.0,2002,8.0
4900,SOLAPUR,Industrial,0.0,2002,9.0
4912,SOLAPUR,Residential,1.0,2002,9.0
4901,SOLAPUR,Industrial,0.0,2002,10.0
4913,SOLAPUR,Residential,1.0,2002,10.0
4902,SOLAPUR,Industrial,0.0,2002,11.0
4914,SOLAPUR,Residential,1.0,2002,11.0
4903,SOLAPUR,Industrial,1.0,2002,12.0
4915,SOLAPUR,Residential,0.0,2002,12.0
4916,SOLAPUR,Industrial,0.0,2004,1.0
4928,SOLAPUR,Residential,0.0,2004,1.0
4917,SOLAPUR,Industrial,0.0,2004,2.0
4929,SOLAPUR,Residential,1.0,2004,2.0
4918,SOLAPUR,Industrial,0.0,2004,3.0
4930,SOLAPUR,Residential,0.0,2004,3.0
4919,SOLAPUR,Industrial,0.0,2004,4.0
4931,SOLAPUR,Residential,0.0,2004,4.0
4920,SOLAPUR,Industrial,0.0,2004,5.0
4932,SOLAPUR,Residential,0.0,2004,5.0
4921,SOLAPUR,Industrial,0.0,2004,6.0
4933,SOLAPUR,Residential,0.0,2004,6.0
4922,SOLAPUR,Industrial,0.0,2004,7.0
4934,SOLAPUR,Residential,0.0,2004,7.0
4923,SOLAPUR,Industrial,0.0,2004,8.0
4935,SOLAPUR,Residential,0.0,2004,8.0
4924,SOLAPUR,Industrial,0.0,2004,9.0
4936,SOLAPUR,Residential,0.0,2004,9.0
4925,SOLAPUR,Industrial,0.0,2004,10.0
4937,SOLAPUR,Residential,0.0,2004,10.0
4926,SOLAPUR,Industrial,0.0,2004,11.0
4938,SOLAPUR,Residential,0.0,2004,11.0
4927,SOLAPUR,Industrial,0.0,2004,12.0
4939,SOLAPUR,Residential,0.0,2004,12.0
4940,SOLAPUR,Industrial,0.0,2005,1.0
4952,SOLAPUR,Residential,1.0,2005,1.0
4941,SOLAPUR,Industrial,0.0,2005,2.0
4953,SOLAPUR,Residential,0.0,2005,2.0
4942,SOLAPUR,Industrial,0.0,2005,3.0
4954,SOLAPUR,Residential,0.0,2005,3.0
4943,SOLAPUR,Industrial,0.0,2005,4.0
4955,SOLAPUR,Residential,0.0,2005,4.0
4944,SOLAPUR,Industrial,0.0,2005,5.0
4956,SOLAPUR,Residential,0.0,2005,5.0
4945,SOLAPUR,Industrial,0.0,2005,6.0
4957,SOLAPUR,Residential,0.0,2005,6.0
4946,SOLAPUR,Industrial,0.0,2005,7.0
4958,SOLAPUR,Residential,0.0,2005,7.0
4947,SOLAPUR,Industrial,0.0,2005,8.0
4959,SOLAPUR,Residential,0.0,2005,8.0
4948,SOLAPUR,Industrial,1.0,2005,9.0
4960,SOLAPUR,Residential,0.0,2005,9.0
4949,SOLAPUR,Industrial,0.0,2005,10.0
4961,SOLAPUR,Residential,0.0,2005,10.0
4950,SOLAPUR,Industrial,1.0,2005,11.0
4962,SOLAPUR,Residential,1.0,2005,11.0
4951,SOLAPUR,Industrial,1.0,2005,12.0
4963,SOLAPUR,Residential,0.0,2005,12.0
4964,SOLAPUR,Industrial,0.0,2006,1.0
4976,SOLAPUR,Residential,0.0,2006,1.0
4965,SOLAPUR,Industrial,0.0,2006,2.0
4977,SOLAPUR,Residential,0.0,2006,2.0
4966,SOLAPUR,Industrial,0.0,2006,3.0
4978,SOLAPUR,Residential,0.0,2006,3.0
4967,SOLAPUR,Industrial,0.0,2006,4.0
4979,SOLAPUR,Residential,0.0,2006,4.0
4968,SOLAPUR,Industrial,0.0,2006,5.0
4980,SOLAPUR,Residential,0.0,2006,5.0
4969,SOLAPUR,Industrial,0.0,2006,6.0
4981,SOLAPUR,Residential,1.0,2006,6.0
4970,SOLAPUR,Industrial,0.0,2006,7.0
4982,SOLAPUR,Residential,0.0,2006,7.0
4971,SOLAPUR,Industrial,0.0,2006,8.0
4983,SOLAPUR,Residential,0.0,2006,8.0
4972,SOLAPUR,Industrial,0.0,2006,9.0
4984,SOLAPUR,Residential,0.0,2006,9.0
4973,SOLAPUR,Industrial,0.0,2006,10.0
4985,SOLAPUR,Residential,0.0,2006,10.0
4974,SOLAPUR,Industrial,0.0,2006,11.0
4986,SOLAPUR,Residential,0.0,2006,11.0
4975,SOLAPUR,Industrial,0.0,2006,12.0
4987,SOLAPUR,Residential,0.0,2006,12.0
4988,SOLAPUR,Industrial,0.0,2007,1.0
5000,SOLAPUR,Residential,0.0,2007,1.0
4989,SOLAPUR,Industrial,0.0,2007,2.0
5001,SOLAPUR,Residential,0.0,2007,2.0
4990,SOLAPUR,Industrial,0.0,2007,3.0
5002,SOLAPUR,Residential,0.0,2007,3.0
4991,SOLAPUR,Industrial,1.0,2007,4.0
5003,SOLAPUR,Residential,0.0,2007,4.0
4992,SOLAPUR,Industrial,0.0,2007,5.0
5004,SOLAPUR,Residential,0.0,2007,5.0
4993,SOLAPUR,Industrial,1.0,2007,6.0
5005,SOLAPUR,Residential,0.0,2007,6.0
4994,SOLAPUR,Industrial,0.0,2007,7.0
5006,SOLAPUR,Residential,1.0,2007,7.0
4995,SOLAPUR,Industrial,1.0,2007,8.0
5007,SOLAPUR,Residential,0.0,2007,8.0
4996,SOLAPUR,Industrial,1.0,2007,9.0
5008,SOLAPUR,Residential,1.0,2007,9.0
4997,SOLAPUR,Industrial,1.0,2007,10.0
5009,SOLAPUR,Residential,1.0,2007,10.0
4998,SOLAPUR,Industrial,1.0,2007,11.0
5010,SOLAPUR,Residential,1.0,2007,11.0
4999,SOLAPUR,Industrial,1.0,2007,12.0
5011,SOLAPUR,Residential,0.0,2007,12.0
5012,SOLAPUR,Industrial,0.0,2008,1.0
5024,SOLAPUR,Residential,0.0,2008,1.0
5013,SOLAPUR,Industrial,1.0,2008,2.0
5025,SOLAPUR,Residential,0.0,2008,2.0
5014,SOLAPUR,Industrial,0.0,2008,3.0
5026,SOLAPUR,Residential,0.0,2008,3.0
5015,SOLAPUR,Industrial,1.0,2008,4.0
5027,SOLAPUR,Residential,1.0,2008,4.0
5016,SOLAPUR,Industrial,0.0,2008,5.0
5028,SOLAPUR,Residential,0.0,2008,5.0
5017,SOLAPUR,Industrial,0.0,2008,6.0
5029,SOLAPUR,Residential,0.0,2008,6.0
5018,SOLAPUR,Industrial,1.0,2008,7.0
5030,SOLAPUR,Residential,1.0,2008,7.0
5019,SOLAPUR,Industrial,1.0,2008,8.0
5031,SOLAPUR,Residential,0.0,2008,8.0
5020,SOLAPUR,Industrial,0.0,2008,9.0
5032,SOLAPUR,Residential,0.0,2008,9.0
5021,SOLAPUR,Industrial,1.0,2008,10.0
5033,SOLAPUR,Residential,0.0,2008,10.0
5022,SOLAPUR,Industrial,1.0,2008,11.0
5034,SOLAPUR,Residential,1.0,2008,11.0
5023,SOLAPUR,Industrial,0.0,2008,12.0
5035,SOLAPUR,Residential,1.0,2008,12.0
5036,SOLAPUR,Industrial,1.0,2009,1.0
5048,SOLAPUR,Residential,1.0,2009,1.0
5037,SOLAPUR,Industrial,1.0,2009,2.0
5049,SOLAPUR,Residential,1.0,2009,2.0
5038,SOLAPUR,Industrial,1.0,2009,3.0
5050,SOLAPUR,Residential,0.0,2009,3.0
5039,SOLAPUR,Industrial,0.0,2009,4.0
5051,SOLAPUR,Residential,0.0,2009,4.0
5040,SOLAPUR,Industrial,1.0,2009,5.0
5052,SOLAPUR,Residential,1.0,2009,5.0
5041,SOLAPUR,Industrial,0.0,2009,6.0
5053,SOLAPUR,Residential,0.0,2009,6.0
5042,SOLAPUR,Industrial,1.0,2009,7.0
5054,SOLAPUR,Residential,1.0,2009,7.0
5043,SOLAPUR,Industrial,1.0,2009,8.0
5055,SOLAPUR,Residential,1.0,2009,8.0
5044,SOLAPUR,Industrial,0.0,2009,9.0
5056,SOLAPUR,Residential,0.0,2009,9.0
5045,SOLAPUR,Industrial,1.0,2009,10.0
5057,SOLAPUR,Residential,1.0,2009,10.0
5046,SOLAPUR,Industrial,0.0,2009,11.0
5058,SOLAPUR,Residential,0.0,2009,11.0
5047,SOLAPUR,Industrial,1.0,2009,12.0
5059,SOLAPUR,Residential,1.0,2009,12.0
5060,SOLAPUR,Industrial,0.0,2010,1.0
5072,SOLAPUR,Residential,1.0,2010,1.0
5061,SOLAPUR,Industrial,0.0,2010,2.0
5073,SOLAPUR,Residential,0.0,2010,2.0
5062,SOLAPUR,Industrial,1.0,2010,3.0
5074,SOLAPUR,Residential,0.0,2010,3.0
5063,SOLAPUR,Industrial,0.0,2010,4.0
5075,SOLAPUR,Residential,1.0,2010,4.0
5064,SOLAPUR,Industrial,0.0,2010,5.0
5076,SOLAPUR,Residential,0.0,2010,5.0
5065,SOLAPUR,Industrial,0.0,2010,6.0
5077,SOLAPUR,Residential,1.0,2010,6.0
5066,SOLAPUR,Industrial,1.0,2010,7.0
5078,SOLAPUR,Residential,1.0,2010,7.0
5067,SOLAPUR,Industrial,1.0,2010,8.0
5079,SOLAPUR,Residential,1.0,2010,8.0
5068,SOLAPUR,Industrial,1.0,2010,9.0
5080,SOLAPUR,Residential,1.0,2010,9.0
5069,SOLAPUR,Industrial,1.0,2010,10.0
5081,SOLAPUR,Residential,1.0,2010,10.0
5070,SOLAPUR,Industrial,1.0,2010,11.0
5082,SOLAPUR,Residential,1.0,2010,11.0
5071,SOLAPUR,Industrial,1.0,2010,12.0
5083,SOLAPUR,Residential,1.0,2010,12.0
5084,SOLAPUR,Industrial,,2011,1.0
5096,SOLAPUR,Residential,,2011,1.0
5085,SOLAPUR,Industrial,,2011,2.0
5097,SOLAPUR,Residential,,2011,2.0
5086,SOLAPUR,Industrial,,2011,3.0
5098,SOLAPUR,Residential,,2011,3.0
5087,SOLAPUR,Industrial,,2011,4.0
5099,SOLAPUR,Residential,,2011,4.0
5088,SOLAPUR,Industrial,,2011,5.0
5100,SOLAPUR,Residential,,2011,5.0
5089,SOLAPUR,Industrial,,2011,6.0
5101,SOLAPUR,Residential,,2011,6.0
5090,SOLAPUR,Industrial,,2011,7.0
5102,SOLAPUR,Residential,,2011,7.0
5091,SOLAPUR,Industrial,,2011,8.0
5103,SOLAPUR,Residential,,2011,8.0
5092,SOLAPUR,Industrial,,2011,9.0
5104,SOLAPUR,Residential,,2011,9.0
5093,SOLAPUR,Industrial,,2011,10.0
5105,SOLAPUR,Residential,,2011,10.0
5094,SOLAPUR,Industrial,,2011,11.0
5106,SOLAPUR,Residential,,2011,11.0
5095,SOLAPUR,Industrial,,2011,12.0
5107,SOLAPUR,Residential,,2011,12.0
5108,SOLAPUR,Industrial,,2012,1.0
5120,SOLAPUR,Residential,,2012,1.0
5109,SOLAPUR,Industrial,,2012,2.0
5121,SOLAPUR,Residential,,2012,2.0
5110,SOLAPUR,Industrial,,2012,3.0
5122,SOLAPUR,Residential,,2012,3.0
5111,SOLAPUR,Industrial,,2012,4.0
5123,SOLAPUR,Residential,,2012,4.0
5112,SOLAPUR,Industrial,,2012,5.0
5124,SOLAPUR,Residential,,2012,5.0
5113,SOLAPUR,Industrial,,2012,6.0
5125,SOLAPUR,Residential,,2012,6.0
5114,SOLAPUR,Industrial,,2012,7.0
5126,SOLAPUR,Residential,,2012,7.0
5115,SOLAPUR,Industrial,,2012,8.0
5127,SOLAPUR,Residential,,2012,8.0
5116,SOLAPUR,Industrial,,2012,9.0
5128,SOLAPUR,Residential,,2012,9.0
5117,SOLAPUR,Industrial,,2012,10.0
5129,SOLAPUR,Residential,,2012,10.0
5118,SOLAPUR,Industrial,,2012,11.0
5130,SOLAPUR,Residential,,2012,11.0
5119,SOLAPUR,Industrial,,2012,12.0
5131,SOLAPUR,Residential,,2012,12.0
5132,SOLAPUR,Industrial,,2013,1.0
5144,SOLAPUR,Residential,,2013,1.0
5133,SOLAPUR,Industrial,,2013,2.0
5145,SOLAPUR,Residential,,2013,2.0
5134,SOLAPUR,Industrial,,2013,3.0
5146,SOLAPUR,Residential,,2013,3.0
5135,SOLAPUR,Industrial,,2013,4.0
5147,SOLAPUR,Residential,,2013,4.0
5136,SOLAPUR,Industrial,,2013,5.0
5148,SOLAPUR,Residential,,2013,5.0
5137,SOLAPUR,Industrial,,2013,6.0
5149,SOLAPUR,Residential,,2013,6.0
5138,SOLAPUR,Industrial,,2013,7.0
5150,SOLAPUR,Residential,,2013,7.0
5139,SOLAPUR,Industrial,,2013,8.0
5151,SOLAPUR,Residential,,2013,8.0
5140,SOLAPUR,Industrial,,2013,9.0
5152,SOLAPUR,Residential,,2013,9.0
5141,SOLAPUR,Industrial,,2013,10.0
5153,SOLAPUR,Residential,,2013,10.0
5142,SOLAPUR,Industrial,,2013,11.0
5154,SOLAPUR,Residential,,2013,11.0
5143,SOLAPUR,Industrial,,2013,12.0
5155,SOLAPUR,Residential,,2013,12.0
5156,SOLAPUR,Industrial,,2014,1.0
5168,SOLAPUR,Residential,,2014,1.0
5157,SOLAPUR,Industrial,,2014,2.0
5169,SOLAPUR,Residential,,2014,2.0
5158,SOLAPUR,Industrial,,2014,3.0
5170,SOLAPUR,Residential,,2014,3.0
5159,SOLAPUR,Industrial,,2014,4.0
5171,SOLAPUR,Residential,,2014,4.0
5160,SOLAPUR,Industrial,,2014,5.0
5172,SOLAPUR,Residential,,2014,5.0
5161,SOLAPUR,Industrial,,2014,6.0
5173,SOLAPUR,Residential,,2014,6.0
5162,SOLAPUR,Industrial,,2014,7.0
5174,SOLAPUR,Residential,,2014,7.0
5163,SOLAPUR,Industrial,,2014,8.0
5175,SOLAPUR,Residential,,2014,8.0
5164,SOLAPUR,Industrial,,2014,9.0
5176,SOLAPUR,Residential,,2014,9.0
5165,SOLAPUR,Industrial,,2014,10.0
5177,SOLAPUR,Residential,,2014,10.0
5166,SOLAPUR,Industrial,,2014,11.0
5178,SOLAPUR,Residential,,2014,11.0
5167,SOLAPUR,Industrial,,2014,12.0
5179,SOLAPUR,Residential,,2014,12.0
5180,SOLAPUR,Industrial,,2015,1.0
5192,SOLAPUR,Residential,,2015,1.0
5181,SOLAPUR,Industrial,,2015,2.0
5193,SOLAPUR,Residential,,2015,2.0
5182,SOLAPUR,Industrial,,2015,3.0
5194,SOLAPUR,Residential,,2015,3.0
5183,SOLAPUR,Industrial,,2015,4.0
5195,SOLAPUR,Residential,,2015,4.0
5184,SOLAPUR,Industrial,,2015,5.0
5196,SOLAPUR,Residential,,2015,5.0
5185,SOLAPUR,Industrial,,2015,6.0
5197,SOLAPUR,Residential,,2015,6.0
5186,SOLAPUR,Industrial,,2015,7.0
5198,SOLAPUR,Residential,,2015,7.0
5187,SOLAPUR,Industrial,,2015,8.0
5199,SOLAPUR,Residential,,2015,8.0
5188,SOLAPUR,Industrial,,2015,9.0
5200,SOLAPUR,Residential,,2015,9.0
5189,SOLAPUR,Industrial,,2015,10.0
5201,SOLAPUR,Residential,,2015,10.0
5190,SOLAPUR,Industrial,,2015,11.0
5202,SOLAPUR,Residential,,2015,11.0
5191,SOLAPUR,Industrial,,2015,12.0
5203,SOLAPUR,Residential,,2015,12.0
5204,TARAPUR,Industrial,,2006,1.0
5205,TARAPUR,Industrial,1.0,2006,2.0
5206,TARAPUR,Industrial,1.0,2006,3.0
5207,TARAPUR,Industrial,1.0,2006,4.0
5208,TARAPUR,Industrial,0.0,2006,5.0
5209,TARAPUR,Industrial,1.0,2006,6.0
5210,TARAPUR,Industrial,1.0,2006,7.0
5211,TARAPUR,Industrial,1.0,2006,8.0
5212,TARAPUR,Industrial,1.0,2006,9.0
5213,TARAPUR,Industrial,1.0,2006,10.0
5214,TARAPUR,Industrial,1.0,2006,11.0
5215,TARAPUR,Industrial,1.0,2006,12.0
5216,TARAPUR,Industrial,1.0,2007,1.0
5217,TARAPUR,Industrial,1.0,2007,2.0
5218,TARAPUR,Industrial,1.0,2007,3.0
5219,TARAPUR,Industrial,0.0,2007,4.0
5220,TARAPUR,Industrial,1.0,2007,5.0
5221,TARAPUR,Industrial,1.0,2007,6.0
5222,TARAPUR,Industrial,1.0,2007,7.0
5223,TARAPUR,Industrial,1.0,2007,8.0
5224,TARAPUR,Industrial,1.0,2007,9.0
5225,TARAPUR,Industrial,1.0,2007,10.0
5226,TARAPUR,Industrial,1.0,2007,11.0
5227,TARAPUR,Industrial,1.0,2007,12.0
5228,TARAPUR,Industrial,1.0,2008,1.0
5229,TARAPUR,Industrial,1.0,2008,2.0
5230,TARAPUR,Industrial,0.0,2008,3.0
5231,TARAPUR,Industrial,1.0,2008,4.0
5232,TARAPUR,Industrial,1.0,2008,5.0
5233,TARAPUR,Industrial,1.0,2008,6.0
5234,TARAPUR,Industrial,1.0,2008,7.0
5235,TARAPUR,Industrial,1.0,2008,8.0
5236,TARAPUR,Industrial,1.0,2008,9.0
5237,TARAPUR,Industrial,1.0,2008,10.0
5238,TARAPUR,Industrial,1.0,2008,11.0
5239,TARAPUR,Industrial,1.0,2008,12.0
5240,THANE,Industrial,,1998,1.0
5251,THANE,Residential,,1998,1.0
5241,THANE,Industrial,1.0,1998,2.0
5252,THANE,Residential,0.0,1998,2.0
5242,THANE,Industrial,0.0,1998,3.0
5253,THANE,Residential,1.0,1998,3.0
5243,THANE,Industrial,,1998,5.0
5254,THANE,Residential,,1998,5.0
5244,THANE,Industrial,0.0,1998,6.0
5255,THANE,Residential,1.0,1998,6.0
5245,THANE,Industrial,1.0,1998,7.0
5256,THANE,Residential,1.0,1998,7.0
5246,THANE,Industrial,1.0,1998,8.0
5257,THANE,Residential,1.0,1998,8.0
5247,THANE,Industrial,1.0,1998,9.0
5258,THANE,Residential,1.0,1998,9.0
5248,THANE,Industrial,0.0,1998,10.0
5259,THANE,Residential,1.0,1998,10.0
5249,THANE,Industrial,1.0,1998,11.0
5260,THANE,Residential,1.0,1998,11.0
5250,THANE,Industrial,1.0,1998,12.0
5261,THANE,Residential,1.0,1998,12.0
5262,THANE,Industrial,0.0,1999,1.0
5274,THANE,Residential,0.0,1999,1.0
5263,THANE,Industrial,1.0,1999,2.0
5275,THANE,Residential,1.0,1999,2.0
5264,THANE,Industrial,0.0,1999,3.0
5276,THANE,Residential,1.0,1999,3.0
5265,THANE,Industrial,1.0,1999,4.0
5277,THANE,Residential,0.0,1999,4.0
5266,THANE,Industrial,1.0,1999,5.0
5278,THANE,Residential,1.0,1999,5.0
5267,THANE,Industrial,1.0,1999,6.0
5279,THANE,Residential,1.0,1999,6.0
5268,THANE,Industrial,1.0,1999,7.0
5280,THANE,Residential,1.0,1999,7.0
5269,THANE,Industrial,1.0,1999,8.0
5281,THANE,Residential,1.0,1999,8.0
5270,THANE,Industrial,1.0,1999,9.0
5282,THANE,Residential,1.0,1999,9.0
5271,THANE,Industrial,,1999,10.0
5283,THANE,Residential,,1999,10.0
5272,THANE,Industrial,,1999,11.0
5284,THANE,Residential,,1999,11.0
5273,THANE,Industrial,,1999,12.0
5285,THANE,Residential,,1999,12.0
5286,THANE,Industrial,,2000,1.0
5298,THANE,Residential,,2000,1.0
5287,THANE,Industrial,,2000,2.0
5299,THANE,Residential,,2000,2.0
5288,THANE,Industrial,,2000,3.0
5300,THANE,Residential,,2000,3.0
5289,THANE,Industrial,,2000,4.0
5301,THANE,Residential,,2000,4.0
5290,THANE,Industrial,,2000,5.0
5302,THANE,Residential,,2000,5.0
5291,THANE,Industrial,,2000,6.0
5303,THANE,Residential,,2000,6.0
5292,THANE,Industrial,,2000,7.0
5304,THANE,Residential,,2000,7.0
5293,THANE,Industrial,,2000,8.0
5305,THANE,Residential,,2000,8.0
5294,THANE,Industrial,,2000,9.0
5306,THANE,Residential,,2000,9.0
5295,THANE,Industrial,,2000,10.0
5307,THANE,Residential,,2000,10.0
5296,THANE,Industrial,,2000,11.0
5308,THANE,Residential,,2000,11.0
5297,THANE,Industrial,,2000,12.0
5309,THANE,Residential,,2000,12.0
5310,THANE,Industrial,,2001,1.0
5322,THANE,Residential,,2001,1.0
5311,THANE,Industrial,,2001,2.0
5323,THANE,Residential,,2001,2.0
5312,THANE,Industrial,,2001,3.0
5324,THANE,Residential,,2001,3.0
5313,THANE,Industrial,,2001,4.0
5325,THANE,Residential,,2001,4.0
5314,THANE,Industrial,,2001,5.0
5326,THANE,Residential,,2001,5.0
5315,THANE,Industrial,,2001,6.0
5327,THANE,Residential,,2001,6.0
5316,THANE,Industrial,,2001,7.0
5328,THANE,Residential,,2001,7.0
5317,THANE,Industrial,,2001,8.0
5329,THANE,Residential,,2001,8.0
5318,THANE,Industrial,,2001,9.0
5330,THANE,Residential,,2001,9.0
5319,THANE,Industrial,,2001,10.0
5331,THANE,Residential,,2001,10.0
5320,THANE,Industrial,,2001,11.0
5332,THANE,Residential,,2001,11.0
5321,THANE,Industrial,,2001,12.0
5333,THANE,Residential,,2001,12.0
5334,THANE,Industrial,,2002,1.0
5346,THANE,Residential,,2002,1.0
5335,THANE,Industrial,,2002,2.0
5347,THANE,Residential,,2002,2.0
5336,THANE,Industrial,,2002,3.0
5348,THANE,Residential,,2002,3.0
5337,THANE,Industrial,,2002,4.0
5349,THANE,Residential,,2002,4.0
5338,THANE,Industrial,,2002,5.0
5350,THANE,Residential,,2002,5.0
5339,THANE,Industrial,,2002,6.0
5351,THANE,Residential,,2002,6.0
5340,THANE,Industrial,,2002,7.0
5352,THANE,Residential,,2002,7.0
5341,THANE,Industrial,,2002,8.0
5353,THANE,Residential,,2002,8.0
5342,THANE,Industrial,,2002,9.0
5354,THANE,Residential,,2002,9.0
5343,THANE,Industrial,,2002,10.0
5355,THANE,Residential,,2002,10.0
5344,THANE,Industrial,,2002,11.0
5356,THANE,Residential,,2002,11.0
5345,THANE,Industrial,,2002,12.0
5357,THANE,Residential,,2002,12.0
5358,THANE,Industrial,,2004,1.0
5370,THANE,Residential,,2004,1.0
5359,THANE,Industrial,1.0,2004,2.0
5371,THANE,Residential,1.0,2004,2.0
5360,THANE,Industrial,1.0,2004,3.0
5372,THANE,Residential,1.0,2004,3.0
5361,THANE,Industrial,1.0,2004,4.0
5373,THANE,Residential,1.0,2004,4.0
5362,THANE,Industrial,1.0,2004,5.0
5374,THANE,Residential,1.0,2004,5.0
5363,THANE,Industrial,1.0,2004,6.0
5375,THANE,Residential,1.0,2004,6.0
5364,THANE,Industrial,1.0,2004,7.0
5376,THANE,Residential,1.0,2004,7.0
5365,THANE,Industrial,1.0,2004,8.0
5377,THANE,Residential,1.0,2004,8.0
5366,THANE,Industrial,1.0,2004,9.0
5378,THANE,Residential,1.0,2004,9.0
5367,THANE,Industrial,1.0,2004,10.0
5379,THANE,Residential,1.0,2004,10.0
5368,THANE,Industrial,1.0,2004,11.0
5380,THANE,Residential,1.0,2004,11.0
5369,THANE,Industrial,1.0,2004,12.0
5381,THANE,Residential,1.0,2004,12.0
5382,THANE,Industrial,1.0,2005,1.0
5394,THANE,Residential,,2005,1.0
5383,THANE,Industrial,,2005,2.0
5395,THANE,Residential,,2005,2.0
5384,THANE,Industrial,,2005,3.0
5396,THANE,Residential,,2005,3.0
5385,THANE,Industrial,0.0,2005,4.0
5397,THANE,Residential,,2005,4.0
5386,THANE,Industrial,0.0,2005,5.0
5398,THANE,Residential,,2005,5.0
5387,THANE,Industrial,,2005,6.0
5399,THANE,Residential,,2005,6.0
5388,THANE,Industrial,,2005,7.0
5400,THANE,Residential,,2005,7.0
5389,THANE,Industrial,,2005,8.0
5401,THANE,Residential,,2005,8.0
5390,THANE,Industrial,,2005,9.0
5402,THANE,Residential,,2005,9.0
5391,THANE,Industrial,,2005,10.0
5403,THANE,Residential,,2005,10.0
5392,THANE,Industrial,1.0,2005,11.0
5404,THANE,Residential,,2005,11.0
5393,THANE,Industrial,,2005,12.0
5405,THANE,Residential,,2005,12.0
5406,THANE,Industrial,,2006,1.0
5418,THANE,Residential,,2006,1.0
5407,THANE,Industrial,,2006,2.0
5419,THANE,Residential,,2006,2.0
5408,THANE,Industrial,,2006,3.0
5420,THANE,Residential,,2006,3.0
5409,THANE,Industrial,,2006,4.0
5421,THANE,Residential,,2006,4.0
5410,THANE,Industrial,,2006,5.0
5422,THANE,Residential,,2006,5.0
5411,THANE,Industrial,,2006,6.0
5423,THANE,Residential,,2006,6.0
5412,THANE,Industrial,,2006,7.0
5424,THANE,Residential,,2006,7.0
5413,THANE,Industrial,,2006,8.0
5425,THANE,Residential,,2006,8.0
5414,THANE,Industrial,,2006,9.0
5426,THANE,Residential,,2006,9.0
5415,THANE,Industrial,,2006,10.0
5427,THANE,Residential,,2006,10.0
5416,THANE,Industrial,,2006,11.0
5428,THANE,Residential,,2006,11.0
5417,THANE,Industrial,,2006,12.0
5429,THANE,Residential,,2006,12.0
5430,THANE,Industrial,,2007,1.0
5442,THANE,Residential,,2007,1.0
5431,THANE,Industrial,1.0,2007,2.0
5443,THANE,Residential,,2007,2.0
5432,THANE,Industrial,,2007,3.0
5444,THANE,Residential,1.0,2007,3.0
5433,THANE,Industrial,,2007,4.0
5445,THANE,Residential,,2007,4.0
5434,THANE,Industrial,1.0,2007,5.0
5446,THANE,Residential,,2007,5.0
5435,THANE,Industrial,1.0,2007,6.0
5447,THANE,Residential,,2007,6.0
5436,THANE,Industrial,1.0,2007,7.0
5448,THANE,Residential,1.0,2007,7.0
5437,THANE,Industrial,,2007,8.0
5449,THANE,Residential,,2007,8.0
5438,THANE,Industrial,,2007,9.0
5450,THANE,Residential,,2007,9.0
5439,THANE,Industrial,1.0,2007,10.0
5451,THANE,Residential,,2007,10.0
5440,THANE,Industrial,0.0,2007,11.0
5452,THANE,Residential,,2007,11.0
5441,THANE,Industrial,1.0,2007,12.0
5453,THANE,Residential,,2007,12.0
5454,THANE,Industrial,1.0,2008,1.0
5466,THANE,Residential,1.0,2008,1.0
5455,THANE,Industrial,1.0,2008,2.0
5467,THANE,Residential,1.0,2008,2.0
5456,THANE,Industrial,1.0,2008,3.0
5468,THANE,Residential,1.0,2008,3.0
5457,THANE,Industrial,0.0,2008,4.0
5469,THANE,Residential,1.0,2008,4.0
5458,THANE,Industrial,1.0,2008,5.0
5470,THANE,Residential,1.0,2008,5.0
5459,THANE,Industrial,1.0,2008,6.0
5471,THANE,Residential,1.0,2008,6.0
5460,THANE,Industrial,1.0,2008,7.0
5472,THANE,Residential,1.0,2008,7.0
5461,THANE,Industrial,1.0,2008,8.0
5473,THANE,Residential,1.0,2008,8.0
5462,THANE,Industrial,1.0,2008,9.0
5474,THANE,Residential,1.0,2008,9.0
5463,THANE,Industrial,1.0,2008,10.0
5475,THANE,Residential,1.0,2008,10.0
5464,THANE,Industrial,1.0,2008,11.0
5476,THANE,Residential,1.0,2008,11.0
5465,THANE,Industrial,1.0,2008,12.0
5477,THANE,Residential,1.0,2008,12.0
5478,THANE,Industrial,1.0,2009,1.0
5490,THANE,Residential,1.0,2009,1.0
5479,THANE,Industrial,1.0,2009,2.0
5491,THANE,Residential,1.0,2009,2.0
