,City_poll,Type_of_Location,ClusterId,year_number,month_number
2749,NAGPUR,Residential,1.0,1994,9.0
2739,NAGPUR,Industrial,,1994,11.0
2750,NAGPUR,Residential,,1994,11.0
2740,NAGPUR,Industrial,2.0,1994,12.0
2751,NAGPUR,Residential,1.0,1994,12.0
2752,NAGPUR,Industrial,0.0,1995,1.0
2764,NAGPUR,Residential,0.0,1995,1.0
2753,NAGPUR,Industrial,0.0,1995,2.0
2765,NAGPUR,Residential,0.0,1995,2.0
2754,NAGPUR,Industrial,1.0,1995,3.0
2766,NAGPUR,Residential,0.0,1995,3.0
2755,NAGPUR,Industrial,1.0,1995,4.0
2767,NAGPUR,Residential,0.0,1995,4.0
2756,NAGPUR,Industrial,1.0,1995,5.0
2768,NAGPUR,Residential,1.0,1995,5.0
2757,NAGPUR,Industrial,1.0,1995,6.0
2769,NAGPUR,Residential,1.0,1995,6.0
2758,NAGPUR,Industrial,0.0,1995,7.0
2770,NAGPUR,Residential,1.0,1995,7.0
2759,NAGPUR,Industrial,1.0,1995,8.0
2771,NAGPUR,Residential,1.0,1995,8.0
2760,NAGPUR,Industrial,1.0,1995,9.0
2772,NAGPUR,Residential,1.0,1995,9.0
2761,NAGPUR,Industrial,1.0,1995,10.0
2773,NAGPUR,Residential,1.0,1995,10.0
2762,NAGPUR,Industrial,1.0,1995,11.0
2774,NAGPUR,Residential,1.0,1995,11.0
2763,NAGPUR,Industrial,1.0,1995,12.0
2775,NAGPUR,Residential,1.0,1995,12.0
2776,NAGPUR,Industrial,1.0,1996,1.0
2788,NAGPUR,Residential,0.0,1996,1.0
2777,NAGPUR,Industrial,1.0,1996,2.0
2789,NAGPUR,Residential,1.0,1996,2.0
2778,NAGPUR,Industrial,1.0,1996,3.0
2790,NAGPUR,Residential,0.0,1996,3.0
2779,NAGPUR,Industrial,0.0,1996,4.0
2791,NAGPUR,Residential,0.0,1996,4.0
2780,NAGPUR,Industrial,1.0,1996,5.0
2792,NAGPUR,Residential,0.0,1996,5.0
2781,NAGPUR,Industrial,0.0,1996,6.0
2793,NAGPUR,Residential,1.0,1996,6.0
2782,NAGPUR,Industrial,0.0,1996,7.0
2794,NAGPUR,Residential,0.0,1996,7.0
2783,NAGPUR,Industrial,1.0,1996,8.0
2795,NAGPUR,Residential,1.0,1996,8.0
2784,NAGPUR,Industrial,1.0,1996,9.0
2796,NAGPUR,Residential,1.0,1996,9.0
2785,NAGPUR,Industrial,1.0,1996,10.0
2797,NAGPUR,Residential,1.0,1996,10.0
2786,NAGPUR,Industrial,1.0,1996,11.0
2798,NAGPUR,Residential,1.0,1996,11.0
2787,NAGPUR,Industrial,0.0,1996,12.0
2799,NAGPUR,Residential,1.0,1996,12.0
2800,NAGPUR,Industrial,1.0,1997,1.0
2812,NAGPUR,Residential,0.0,1997,1.0
2801,NAGPUR,Industrial,1.0,1997,2.0
2813,NAGPUR,Residential,0.0,1997,2.0
2802,NAGPUR,Industrial,1.0,1997,3.0
2814,NAGPUR,Residential,0.0,1997,3.0
2803,NAGPUR,Industrial,0.0,1997,4.0
2815,NAGPUR,Residential,0.0,1997,4.0
2804,NAGPUR,Industrial,1.0,1997,5.0
2816,NAGPUR,Residential,0.0,1997,5.0
2805,NAGPUR,Industrial,0.0,1997,6.0
2817,NAGPUR,Residential,0.0,1997,6.0
2806,NAGPUR,Industrial,1.0,1997,7.0
2818,NAGPUR,Residential,1.0,1997,7.0
2807,NAGPUR,Industrial,1.0,1997,8.0
2819,NAGPUR,Residential,1.0,1997,8.0
2808,NAGPUR,Industrial,0.0,1997,9.0
2820,NAGPUR,Residential,1.0,1997,9.0
2809,NAGPUR,Industrial,1.0,1997,10.0
2821,NAGPUR,Residential,1.0,1997,10.0
2810,NAGPUR,Industrial,1.0,1997,11.0
2822,NAGPUR,Residential,1.0,1997,11.0
2811,NAGPUR,Industrial,1.0,1997,12.0
2823,NAGPUR,Residential,1.0,1997,12.0
2824,NAGPUR,Industrial,1.0,1998,1.0
2836,NAGPUR,Residential,1.0,1998,1.0
2825,NAGPUR,Industrial,1.0,1998,2.0
2837,NAGPUR,Residential,1.0,1998,2.0
2826,NAGPUR,Industrial,1.0,1998,3.0
2838,NAGPUR,Residential,1.0,1998,3.0
2827,NAGPUR,Industrial,1.0,1998,4.0
2839,NAGPUR,Residential,1.0,1998,4.0
2828,NAGPUR,Industrial,1.0,1998,5.0
2840,NAGPUR,Residential,0.0,1998,5.0
2829,NAGPUR,Industrial,0.0,1998,6.0
2841,NAGPUR,Residential,1.0,1998,6.0
2830,NAGPUR,Industrial,1.0,1998,7.0
2842,NAGPUR,Residential,0.0,1998,7.0
2831,NAGPUR,Industrial,1.0,1998,8.0
2843,NAGPUR,Residential,1.0,1998,8.0
2832,NAGPUR,Industrial,1.0,1998,9.0
2844,NAGPUR,Residential,1.0,1998,9.0
2833,NAGPUR,Industrial,1.0,1998,10.0
2845,NAGPUR,Residential,1.0,1998,10.0
2834,NAGPUR,Industrial,1.0,1998,11.0
2846,NAGPUR,Residential,1.0,1998,11.0
2835,NAGPUR,Industrial,1.0,1998,12.0
2847,NAGPUR,Residential,1.0,1998,12.0
2848,NAGPUR,Industrial,0.0,1999,1.0
2860,NAGPUR,Residential,1.0,1999,1.0
2849,NAGPUR,Industrial,0.0,1999,2.0
2861,NAGPUR,Residential,0.0,1999,2.0
2850,NAGPUR,Industrial,1.0,1999,3.0
2862,NAGPUR,Residential,1.0,1999,3.0
2851,NAGPUR,Industrial,1.0,1999,4.0
2863,NAGPUR,Residential,1.0,1999,4.0
2852,NAGPUR,Industrial,1.0,1999,5.0
2864,NAGPUR,Residential,0.0,1999,5.0
2853,NAGPUR,Industrial,0.0,1999,6.0
2865,NAGPUR,Residential,0.0,1999,6.0
2854,NAGPUR,Industrial,0.0,1999,7.0
2866,NAGPUR,Residential,1.0,1999,7.0
2855,NAGPUR,Industrial,1.0,1999,8.0
2867,NAGPUR,Residential,1.0,1999,8.0
2856,NAGPUR,Industrial,1.0,1999,9.0
2868,NAGPUR,Residential,1.0,1999,9.0
2857,NAGPUR,Industrial,1.0,1999,10.0
2869,NAGPUR,Residential,1.0,1999,10.0
2858,NAGPUR,Industrial,1.0,1999,11.0
2870,NAGPUR,Residential,2.0,1999,11.0
2859,NAGPUR,Industrial,0.0,1999,12.0
2871,NAGPUR,Residential,0.0,1999,12.0
2872,NAGPUR,Industrial,0.0,2000,1.0
2884,NAGPUR,Residential,0.0,2000,1.0
2873,NAGPUR,Industrial,1.0,2000,2.0
2885,NAGPUR,Residential,0.0,2000,2.0
2874,NAGPUR,Industrial,0.0,2000,3.0
2886,NAGPUR,Residential,1.0,2000,3.0
2875,NAGPUR,Industrial,1.0,2000,4.0
2887,NAGPUR,Residential,1.0,2000,4.0
2876,NAGPUR,Industrial,0.0,2000,5.0
2888,NAGPUR,Residential,0.0,2000,5.0
2877,NAGPUR,Industrial,0.0,2000,6.0
2889,NAGPUR,Residential,0.0,2000,6.0
2878,NAGPUR,Industrial,1.0,2000,7.0
2890,NAGPUR,Residential,1.0,2000,7.0
2879,NAGPUR,Industrial,1.0,2000,8.0
2891,NAGPUR,Residential,1.0,2000,8.0
2880,NAGPUR,Industrial,1.0,2000,9.0
2892,NAGPUR,Residential,1.0,2000,9.0
2881,NAGPUR,Industrial,1.0,2000,10.0
2893,NAGPUR,Residential,1.0,2000,10.0
2882,NAGPUR,Industrial,1.0,2000,11.0
2894,NAGPUR,Residential,1.0,2000,11.0
2883,NAGPUR,Industrial,1.0,2000,12.0
2895,NAGPUR,Residential,1.0,2000,12.0
2896,NAGPUR,Industrial,0.0,2001,1.0
2908,NAGPUR,Residential,0.0,2001,1.0
2897,NAGPUR,Industrial,1.0,2001,2.0
2909,NAGPUR,Residential,1.0,2001,2.0
2898,NAGPUR,Industrial,0.0,2001,3.0
2910,NAGPUR,Residential,0.0,2001,3.0
2899,NAGPUR,Industrial,1.0,2001,4.0
2911,NAGPUR,Residential,1.0,2001,4.0
2900,NAGPUR,Industrial,1.0,2001,5.0
2912,NAGPUR,Residential,1.0,2001,5.0
2901,NAGPUR,Industrial,1.0,2001,6.0
2913,NAGPUR,Residential,1.0,2001,6.0
2902,NAGPUR,Industrial,1.0,2001,7.0
2914,NAGPUR,Residential,1.0,2001,7.0
2903,NAGPUR,Industrial,1.0,2001,8.0
2915,NAGPUR,Residential,1.0,2001,8.0
2904,NAGPUR,Industrial,1.0,2001,9.0
2916,NAGPUR,Residential,1.0,2001,9.0
2905,NAGPUR,Industrial,1.0,2001,10.0
2917,NAGPUR,Residential,0.0,2001,10.0
2906,NAGPUR,Industrial,1.0,2001,11.0
2918,NAGPUR,Residential,1.0,2001,11.0
2907,NAGPUR,Industrial,1.0,2001,12.0
2919,NAGPUR,Residential,1.0,2001,12.0
2920,NAGPUR,Industrial,0.0,2002,1.0
2932,NAGPUR,Residential,1.0,2002,1.0
2921,NAGPUR,Industrial,0.0,2002,2.0
2933,NAGPUR,Residential,0.0,2002,2.0
2922,NAGPUR,Industrial,1.0,2002,3.0
2934,NAGPUR,Residential,1.0,2002,3.0
2923,NAGPUR,Industrial,1.0,2002,4.0
2935,NAGPUR,Residential,1.0,2002,4.0
2924,NAGPUR,Industrial,0.0,2002,5.0
2936,NAGPUR,Residential,0.0,2002,5.0
2925,NAGPUR,Industrial,0.0,2002,6.0
2937,NAGPUR,Residential,0.0,2002,6.0
2926,NAGPUR,Industrial,1.0,2002,7.0
2938,NAGPUR,Residential,1.0,2002,7.0
2927,NAGPUR,Industrial,1.0,2002,8.0
2939,NAGPUR,Residential,1.0,2002,8.0
2928,NAGPUR,Industrial,1.0,2002,9.0
2940,NAGPUR,Residential,1.0,2002,9.0
2929,NAGPUR,Industrial,1.0,2002,10.0
2941,NAGPUR,Residential,1.0,2002,10.0
2930,NAGPUR,Industrial,0.0,2002,11.0
2942,NAGPUR,Residential,0.0,2002,11.0
2931,NAGPUR,Industrial,1.0,2002,12.0
2943,NAGPUR,Residential,1.0,2002,12.0
2944,NAGPUR,Industrial,1.0,2003,1.0
2956,NAGPUR,Residential,0.0,2003,1.0
2945,NAGPUR,Industrial,0.0,2003,2.0
2957,NAGPUR,Residential,1.0,2003,2.0
2946,NAGPUR,Industrial,1.0,2003,3.0
2958,NAGPUR,Residential,0.0,2003,3.0
2947,NAGPUR,Industrial,1.0,2003,4.0
2959,NAGPUR,Residential,0.0,2003,4.0
2948,NAGPUR,Industrial,1.0,2003,5.0
2960,NAGPUR,Residential,1.0,2003,5.0
2949,NAGPUR,Industrial,0.0,2003,6.0
2961,NAGPUR,Residential,1.0,2003,6.0
2950,NAGPUR,Industrial,1.0,2003,7.0
2962,NAGPUR,Residential,0.0,2003,7.0
2951,NAGPUR,Industrial,0.0,2003,8.0
2963,NAGPUR,Residential,0.0,2003,8.0
2952,NAGPUR,Industrial,1.0,2003,9.0
2964,NAGPUR,Residential,1.0,2003,9.0
2953,NAGPUR,Industrial,1.0,2003,10.0
2965,NAGPUR,Residential,1.0,2003,10.0
2954,NAGPUR,Industrial,1.0,2003,11.0
2966,NAGPUR,Residential,1.0,2003,11.0
2955,NAGPUR,Industrial,1.0,2003,12.0
2967,NAGPUR,Residential,1.0,2003,12.0
2968,NAGPUR,Industrial,0.0,2004,1.0
2980,NAGPUR,Residential,1.0,2004,1.0
2969,NAGPUR,Industrial,1.0,2004,2.0
2981,NAGPUR,Residential,1.0,2004,2.0
2970,NAGPUR,Industrial,0.0,2004,3.0
2982,NAGPUR,Residential,0.0,2004,3.0
2971,NAGPUR,Industrial,0.0,2004,4.0
2983,NAGPUR,Residential,1.0,2004,4.0
2972,NAGPUR,Industrial,1.0,2004,5.0
2984,NAGPUR,Residential,1.0,2004,5.0
2973,NAGPUR,Industrial,1.0,2004,6.0
2985,NAGPUR,Residential,1.0,2004,6.0
2974,NAGPUR,Industrial,1.0,2004,7.0
2986,NAGPUR,Residential,1.0,2004,7.0
2975,NAGPUR,Industrial,1.0,2004,8.0
2987,NAGPUR,Residential,1.0,2004,8.0
2976,NAGPUR,Industrial,1.0,2004,9.0
2988,NAGPUR,Residential,1.0,2004,9.0
2977,NAGPUR,Industrial,1.0,2004,10.0
2989,NAGPUR,Residential,1.0,2004,10.0
2978,NAGPUR,Industrial,1.0,2004,11.0
2990,NAGPUR,Residential,1.0,2004,11.0
2979,NAGPUR,Industrial,1.0,2004,12.0
2991,NAGPUR,Residential,0.0,2004,12.0
2992,NAGPUR,Industrial,1.0,2005,1.0
3004,NAGPUR,Residential,1.0,2005,1.0
2993,NAGPUR,Industrial,0.0,2005,2.0
3005,NAGPUR,Residential,1.0,2005,2.0
2994,NAGPUR,Industrial,1.0,2005,3.0
3006,NAGPUR,Residential,1.0,2005,3.0
2995,NAGPUR,Industrial,1.0,2005,4.0
3007,NAGPUR,Residential,0.0,2005,4.0
2996,NAGPUR,Industrial,1.0,2005,5.0
3008,NAGPUR,Residential,1.0,2005,5.0
2997,NAGPUR,Industrial,1.0,2005,6.0
3009,NAGPUR,Residential,1.0,2005,6.0
2998,NAGPUR,Industrial,1.0,2005,7.0
3010,NAGPUR,Residential,1.0,2005,7.0
2999,NAGPUR,Industrial,0.0,2005,8.0
3011,NAGPUR,Residential,1.0,2005,8.0
3000,NAGPUR,Industrial,1.0,2005,9.0
3012,NAGPUR,Residential,1.0,2005,9.0
3001,NAGPUR,Industrial,0.0,2005,10.0
3013,NAGPUR,Residential,0.0,2005,10.0
3002,NAGPUR,Industrial,1.0,2005,11.0
3014,NAGPUR,Residential,1.0,2005,11.0
3003,NAGPUR,Industrial,0.0,2005,12.0
3015,NAGPUR,Residential,1.0,2005,12.0
3016,NAGPUR,Industrial,0.0,2006,1.0
3028,NAGPUR,Residential,0.0,2006,1.0
3017,NAGPUR,Industrial,1.0,2006,2.0
3029,NAGPUR,Residential,1.0,2006,2.0
3018,NAGPUR,Industrial,1.0,2006,3.0
3030,NAGPUR,Residential,1.0,2006,3.0
3019,NAGPUR,Industrial,0.0,2006,4.0
3031,NAGPUR,Residential,1.0,2006,4.0
3020,NAGPUR,Industrial,1.0,2006,5.0
3032,NAGPUR,Residential,1.0,2006,5.0
3021,NAGPUR,Industrial,1.0,2006,6.0
3033,NAGPUR,Residential,1.0,2006,6.0
3022,NAGPUR,Industrial,1.0,2006,7.0
3034,NAGPUR,Residential,1.0,2006,7.0
3023,NAGPUR,Industrial,1.0,2006,8.0
3035,NAGPUR,Residential,1.0,2006,8.0
3024,NAGPUR,Industrial,1.0,2006,9.0
3036,NAGPUR,Residential,1.0,2006,9.0
3025,NAGPUR,Industrial,0.0,2006,10.0
3037,NAGPUR,Residential,1.0,2006,10.0
3026,NAGPUR,Industrial,1.0,2006,11.0
3038,NAGPUR,Residential,1.0,2006,11.0
3027,NAGPUR,Industrial,1.0,2006,12.0
3039,NAGPUR,Residential,1.0,2006,12.0
3040,NAGPUR,Industrial,0.0,2007,1.0
3052,NAGPUR,Residential,1.0,2007,1.0
3041,NAGPUR,Industrial,1.0,2007,2.0
3053,NAGPUR,Residential,1.0,2007,2.0
3042,NAGPUR,Industrial,1.0,2007,3.0
3054,NAGPUR,Residential,1.0,2007,3.0
3043,NAGPUR,Industrial,1.0,2007,4.0
3055,NAGPUR,Residential,1.0,2007,4.0
3044,NAGPUR,Industrial,1.0,2007,5.0
3056,NAGPUR,Residential,1.0,2007,5.0
3045,NAGPUR,Industrial,0.0,2007,6.0
3057,NAGPUR,Residential,1.0,2007,6.0
3046,NAGPUR,Industrial,1.0,2007,7.0
3058,NAGPUR,Residential,1.0,2007,7.0
3047,NAGPUR,Industrial,1.0,2007,8.0
3059,NAGPUR,Residential,1.0,2007,8.0
3048,NAGPUR,Industrial,0.0,2007,9.0
3060,NAGPUR,Residential,1.0,2007,9.0
3049,NAGPUR,Industrial,2.0,2007,10.0
3061,NAGPUR,Residential,1.0,2007,10.0
3050,NAGPUR,Industrial,1.0,2007,11.0
3062,NAGPUR,Residential,1.0,2007,11.0
3051,NAGPUR,Industrial,0.0,2007,12.0
3063,NAGPUR,Residential,1.0,2007,12.0
3064,NAGPUR,Industrial,1.0,2008,1.0
3076,NAGPUR,Residential,1.0,2008,1.0
3065,NAGPUR,Industrial,1.0,2008,2.0
3077,NAGPUR,Residential,1.0,2008,2.0
3066,NAGPUR,Industrial,1.0,2008,3.0
3078,NAGPUR,Residential,1.0,2008,3.0
3067,NAGPUR,Industrial,1.0,2008,4.0
3079,NAGPUR,Residential,1.0,2008,4.0
3068,NAGPUR,Industrial,0.0,2008,5.0
3080,NAGPUR,Residential,1.0,2008,5.0
3069,NAGPUR,Industrial,1.0,2008,6.0
3081,NAGPUR,Residential,1.0,2008,6.0
3070,NAGPUR,Industrial,1.0,2008,7.0
3082,NAGPUR,Residential,0.0,2008,7.0
3071,NAGPUR,Industrial,0.0,2008,8.0
3083,NAGPUR,Residential,1.0,2008,8.0
3072,NAGPUR,Industrial,1.0,2008,9.0
3084,NAGPUR,Residential,1.0,2008,9.0
3073,NAGPUR,Industrial,1.0,2008,10.0
3085,NAGPUR,Residential,1.0,2008,10.0
3074,NAGPUR,Industrial,1.0,2008,11.0
3086,NAGPUR,Residential,1.0,2008,11.0
3075,NAGPUR,Industrial,1.0,2008,12.0
3087,NAGPUR,Residential,1.0,2008,12.0
3088,NAGPUR,Industrial,1.0,2009,1.0
3100,NAGPUR,Residential,1.0,2009,1.0
3089,NAGPUR,Industrial,1.0,2009,2.0
3101,NAGPUR,Residential,1.0,2009,2.0
3090,NAGPUR,Industrial,0.0,2009,3.0
3102,NAGPUR,Residential,1.0,2009,3.0
3091,NAGPUR,Industrial,1.0,2009,4.0
3103,NAGPUR,Residential,1.0,2009,4.0
3092,NAGPUR,Industrial,0.0,2009,5.0
3104,NAGPUR,Residential,1.0,2009,5.0
3093,NAGPUR,Industrial,0.0,2009,6.0
3105,NAGPUR,Residential,1.0,2009,6.0
3094,NAGPUR,Industrial,0.0,2009,7.0
3106,NAGPUR,Residential,0.0,2009,7.0
3095,NAGPUR,Industrial,1.0,2009,8.0
3107,NAGPUR,Residential,1.0,2009,8.0
3096,NAGPUR,Industrial,1.0,2009,9.0
3108,NAGPUR,Residential,1.0,2009,9.0
3097,NAGPUR,Industrial,1.0,2009,10.0
3109,NAGPUR,Residential,1.0,2009,10.0
3098,NAGPUR,Industrial,1.0,2009,11.0
3110,NAGPUR,Residential,1.0,2009,11.0
3099,NAGPUR,Industrial,1.0,2009,12.0
3111,NAGPUR,Residential,1.0,2009,12.0
3112,NAGPUR,Industrial,1.0,2010,1.0
3124,NAGPUR,Residential,1.0,2010,1.0
3113,NAGPUR,Industrial,1.0,2010,2.0
3125,NAGPUR,Residential,1.0,2010,2.0
3114,NAGPUR,Industrial,1.0,2010,3.0
3126,NAGPUR,Residential,1.0,2010,3.0
3115,NAGPUR,Industrial,0.0,2010,4.0
3127,NAGPUR,Residential,0.0,2010,4.0
3116,NAGPUR,Industrial,1.0,2010,5.0
3128,NAGPUR,Residential,1.0,2010,5.0
3117,NAGPUR,Industrial,1.0,2010,6.0
3129,NAGPUR,Residential,0.0,2010,6.0
3118,NAGPUR,Industrial,1.0,2010,7.0
3130,NAGPUR,Residential,1.0,2010,7.0
3119,NAGPUR,Industrial,0.0,2010,8.0
3131,NAGPUR,Residential,0.0,2010,8.0
3120,NAGPUR,Industrial,1.0,2010,9.0
3132,NAGPUR,Residential,1.0,2010,9.0
3121,NAGPUR,Industrial,1.0,2010,10.0
3133,NAGPUR,Residential,1.0,2010,10.0
3122,NAGPUR,Industrial,0.0,2010,11.0
3134,NAGPUR,Residential,0.0,2010,11.0
3123,NAGPUR,Industrial,1.0,2010,12.0
3135,NAGPUR,Residential,1.0,2010,12.0
3136,NAGPUR,Industrial,,2011,1.0
3148,NAGPUR,Residential,,2011,1.0
3137,NAGPUR,Industrial,,2011,2.0
3149,NAGPUR,Residential,,2011,2.0
3138,NAGPUR,Industrial,,2011,3.0
3150,NAGPUR,Residential,,2011,3.0
3139,NAGPUR,Industrial,,2011,4.0
3151,NAGPUR,Residential,,2011,4.0
3140,NAGPUR,Industrial,,2011,5.0
3152,NAGPUR,Residential,,2011,5.0
3141,NAGPUR,Industrial,,2011,6.0
3153,NAGPUR,Residential,,2011,6.0
3142,NAGPUR,Industrial,,2011,7.0
3154,NAGPUR,Residential,,2011,7.0
3143,NAGPUR,Industrial,,2011,8.0
3155,NAGPUR,Residential,,2011,8.0
3144,NAGPUR,Industrial,,2011,9.0
3156,NAGPUR,Residential,,2011,9.0
3145,NAGPUR,Industrial,,2011,10.0
3157,NAGPUR,Residential,,2011,10.0
3146,NAGPUR,Industrial,,2011,11.0
3158,NAGPUR,Residential,,2011,11.0
3147,NAGPUR,Industrial,,2011,12.0
3159,NAGPUR,Residential,,2011,12.0
3160,NAGPUR,Industrial,,2012,1.0
3172,NAGPUR,Residential,,2012,1.0
3161,NAGPUR,Industrial,,2012,2.0
3173,NAGPUR,Residential,,2012,2.0
3162,NAGPUR,Industrial,,2012,3.0
3174,NAGPUR,Residential,,2012,3.0
3163,NAGPUR,Industrial,,2012,4.0
3175,NAGPUR,Residential,,2012,4.0
3164,NAGPUR,Industrial,,2012,5.0
3176,NAGPUR,Residential,,2012,5.0
3165,NAGPUR,Industrial,,2012,6.0
3177,NAGPUR,Residential,,2012,6.0
3166,NAGPUR,Industrial,,2012,7.0
3178,NAGPUR,Residential,,2012,7.0
3167,NAGPUR,Industrial,,2012,8.0
3179,NAGPUR,Residential,,2012,8.0
3168,NAGPUR,Industrial,,2012,9.0
3180,NAGPUR,Residential,,2012,9.0
3169,NAGPUR,Industrial,,2012,10.0
3181,NAGPUR,Residential,,2012,10.0
3170,NAGPUR,Industrial,,2012,11.0
3182,NAGPUR,Residential,,2012,11.0
3171,NAGPUR,Industrial,,2012,12.0
3183,NAGPUR,Residential,,2012,12.0
3184,NAGPUR,Industrial,,2013,1.0
3196,NAGPUR,Residential,,2013,1.0
3185,NAGPUR,Industrial,,2013,2.0
3197,NAGPUR,Residential,,2013,2.0
3186,NAGPUR,Industrial,,2013,3.0
3198,NAGPUR,Residential,,2013,3.0
3187,NAGPUR,Industrial,,2013,4.0
3199,NAGPUR,Residential,,2013,4.0
3188,NAGPUR,Industrial,,2013,5.0
3200,NAGPUR,Residential,,2013,5.0
3189,NAGPUR,Industrial,,2013,6.0
3201,NAGPUR,Residential,,2013,6.0
3190,NAGPUR,Industrial,,2013,7.0
3202,NAGPUR,Residential,,2013,7.0
3191,NAGPUR,Industrial,,2013,8.0
3203,NAGPUR,Residential,,2013,8.0
3192,NAGPUR,Industrial,,2013,9.0
3204,NAGPUR,Residential,,2013,9.0
3193,NAGPUR,Industrial,,2013,10.0
3205,NAGPUR,Residential,,2013,10.0
3194,NAGPUR,Industrial,,2013,11.0
3206,NAGPUR,Residential,,2013,11.0
3195,NAGPUR,Industrial,,2013,12.0
3207,NAGPUR,Residential,,2013,12.0
3208,NAGPUR,Industrial,,2014,1.0
3220,NAGPUR,Residential,,2014,1.0
3209,NAGPUR,Industrial,,2014,2.0
3221,NAGPUR,Residential,,2014,2.0
3210,NAGPUR,Industrial,,2014,3.0
3222,NAGPUR,Residential,,2014,3.0
3211,NAGPUR,Industrial,,2014,4.0
3223,NAGPUR,Residential,,2014,4.0
3212,NAGPUR,Industrial,,2014,5.0
3224,NAGPUR,Residential,,2014,5.0
3213,NAGPUR,Industrial,,2014,6.0
3225,NAGPUR,Residential,,2014,6.0
3214,NAGPUR,Industrial,,2014,7.0
3226,NAGPUR,Residential,,2014,7.0
3215,NAGPUR,Industrial,,2014,8.0
3227,NAGPUR,Residential,,2014,8.0
3216,NAGPUR,Industrial,,2014,9.0
3228,NAGPUR,Residential,,2014,9.0
3217,NAGPUR,Industrial,,2014,10.0
3229,NAGPUR,Residential,,2014,10.0
3218,NAGPUR,Industrial,,2014,11.0
3230,NAGPUR,Residential,,2014,11.0
3219,NAGPUR,Industrial,,2014,12.0
3231,NAGPUR,Residential,,2014,12.0
3232,NAGPUR,Industrial,,2015,1.0
3244,NAGPUR,Residential,,2015,1.0
3233,NAGPUR,Industrial,,2015,2.0
3245,NAGPUR,Residential,,2015,2.0
3234,NAGPUR,Industrial,,2015,3.0
3246,NAGPUR,Residential,,2015,3.0
3235,NAGPUR,Industrial,,2015,4.0
3247,NAGPUR,Residential,,2015,4.0
3236,NAGPUR,Industrial,,2015,5.0
3248,NAGPUR,Residential,,2015,5.0
3237,NAGPUR,Industrial,,2015,6.0
3249,NAGPUR,Residential,,2015,6.0
3238,NAGPUR,Industrial,,2015,7.0
3250,NAGPUR,Residential,,2015,7.0
3239,NAGPUR,Industrial,,2015,8.0
3251,NAGPUR,Residential,,2015,8.0
3240,NAGPUR,Industrial,,2015,9.0
3252,NAGPUR,Residential,,2015,9.0
3241,NAGPUR,Industrial,,2015,10.0
3253,NAGPUR,Residential,,2015,10.0
3242,NAGPUR,Industrial,,2015,11.0
3254,NAGPUR,Residential,,2015,11.0
3243,NAGPUR,Industrial,,2015,12.0
3255,NAGPUR,Residential,,2015,12.0
3256,NANDED,Industrial,,2011,1.0
3268,NANDED,Residential,,2011,1.0
3257,NANDED,Industrial,,2011,2.0
3269,NANDED,Residential,,2011,2.0
3258,NANDED,Industrial,,2011,3.0
3270,NANDED,Residential,,2011,3.0
3259,NANDED,Industrial,,2011,4.0
3271,NANDED,Residential,,2011,4.0
3260,NANDED,Industrial,,2011,5.0
3272,NANDED,Residential,,2011,5.0
3261,NANDED,Industrial,,2011,6.0
3273,NANDED,Residential,,2011,6.0
3262,NANDED,Industrial,,2011,7.0
3274,NANDED,Residential,,2011,7.0
3263,NANDED,Industrial,,2011,8.0
3275,NANDED,Residential,,2011,8.0
3264,NANDED,Industrial,,2011,9.0
3276,NANDED,Residential,,2011,9.0
3265,NANDED,Industrial,,2011,10.0
3277,NANDED,Residential,,2011,10.0
3266,NANDED,Industrial,,2011,11.0
3278,NANDED,Residential,,2011,11.0
3267,NANDED,Industrial,,2011,12.0
3279,NANDED,Residential,,2011,12.0
3280,NANDED,Industrial,,2012,1.0
3292,NANDED,Residential,,2012,1.0
3281,NANDED,Industrial,,2012,2.0
3293,NANDED,Residential,,2012,2.0
3282,NANDED,Industrial,,2012,3.0
3294,NANDED,Residential,,2012,3.0
3283,NANDED,Industrial,,2012,4.0
3295,NANDED,Residential,,2012,4.0
3284,NANDED,Industrial,,2012,5.0
3296,NANDED,Residential,,2012,5.0
3285,NANDED,Industrial,,2012,6.0
3297,NANDED,Residential,,2012,6.0
3286,NANDED,Industrial,,2012,7.0
3298,NANDED,Residential,,2012,7.0
3287,NANDED,Industrial,,2012,8.0
3299,NANDED,Residential,,2012,8.0
3288,NANDED,Industrial,,2012,9.0
3300,NANDED,Residential,,2012,9.0
3289,NANDED,Industrial,,2012,10.0
3301,NANDED,Residential,,2012,10.0
3290,NANDED,Industrial,,2012,11.0
3302,NANDED,Residential,,2012,11.0
3291,NANDED,Industrial,,2012,12.0
3303,NANDED,Residential,,2012,12.0
3304,NANDED,Industrial,,2013,1.0
3316,NANDED,Residential,,2013,1.0
3305,NANDED,Industrial,,2013,2.0
3317,NANDED,Residential,,2013,2.0
3306,NANDED,Industrial,,2013,3.0
3318,NANDED,Residential,,2013,3.0
3307,NANDED,Industrial,,2013,4.0
3319,NANDED,Residential,,2013,4.0
3308,NANDED,Industrial,,2013,5.0
3320,NANDED,Residential,,2013,5.0
3309,NANDED,Industrial,,2013,6.0
3321,NANDED,Residential,,2013,6.0
3310,NANDED,Industrial,,2013,7.0
3322,NANDED,Residential,,2013,7.0
3311,NANDED,Industrial,,2013,8.0
3323,NANDED,Residential,,2013,8.0
3312,NANDED,Industrial,,2013,9.0
3324,NANDED,Residential,,2013,9.0
