,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2_Median,RSPM_PM10_Median,SO2_Median,SPM_Median,Median_SO2_MOM_diff,Median_NO2_MOM_diff,Median_RSPM_PM10_MOM_diff,Median_SPM_MOM_diff,NO2_P10,RSPM_PM10_P10,SO2_P10,SPM_P10,P10_NO2_MOM_diff,P10_SO2_MOM_diff,P10_RSPM_PM10_MOM_diff,P10_SPM_MOM_diff,NO2_P90,RSPM_PM10_P90,SO2_P90,SPM_P90,month_number_diff,P90_NO2_MOM_diff,P90_SO2_MOM_diff,P90_RSPM_PM10_MOM_diff,P90_SPM_MOM_diff
2269,Mumbai,Industrial,20040030,2004,3,,,,51.3,,,,-33.7,,,,28.0,,,,-39.349999999999994,,,,101.7,1.0,,,,-34.14999999999999
2270,Mumbai,Industrial,20040040,2004,4,,,,41.0,,,,-10.299999999999997,,,,32.7,,,,4.700000000000003,,,,136.32999999999998,1.0,,,,34.62999999999998
2271,Mumbai,Industrial,20040050,2004,5,,,,37.7,,,,-3.299999999999997,,,,28.54,,,,-4.160000000000004,,,,55.82000000000001,1.0,,,,-80.50999999999998
2272,Mumbai,Industrial,20040060,2004,6,,,,40.0,,,,2.299999999999997,,,,27.0,,,,-1.5399999999999991,,,,141.3,1.0,,,,85.48
2273,Mumbai,Industrial,20040070,2004,7,,,,33.5,,,,-6.5,,,,27.69,,,,0.6900000000000013,,,,74.6,1.0,,,,-66.70000000000002
2274,Mumbai,Industrial,20040080,2004,8,,,,33.5,,,,0.0,,,,29.09,,,,1.3999999999999986,,,,83.5,1.0,,,,8.900000000000006
2275,Mumbai,Industrial,20040090,2004,9,,,,48.7,,,,15.200000000000005,,,,30.780000000000005,,,,1.6900000000000048,,,,131.79,1.0,,,,48.28999999999999
2276,Mumbai,Industrial,20040100,2004,10,,,,108.7,,,,60.0,,,,72.42,,,,41.64,,,,140.12,1.0,,,,8.330000000000013
2277,Mumbai,Industrial,20040110,2004,11,,,,118.5,,,,9.799999999999997,,,,102.15,,,,29.730000000000004,,,,135.65,1.0,,,,-4.469999999999999
2278,Mumbai,Industrial,20040120,2004,12,,,,140.3,,,,21.800000000000008,,,,59.34,,,,-42.81,,,,176.74,1.0,,,,41.09
2279,Mumbai,Industrial,20070010,2007,1,69.75,187.5,10.6,365.0,,,,224.7,58.14,168.2,9.48,264.8,,,,205.46,73.17,267.7,12.28,450.5,-11.0,,,,273.76
2280,Mumbai,Industrial,20070020,2007,2,52.9,97.5,12.5,349.0,1.8999999999999984,-16.85,-90.0,-16.0,26.96,74.2,8.68,202.2,-31.18,-0.8000000000000007,-93.99999999999999,-62.60000000000002,85.60000000000002,155.8,36.3,433.3,1.0,12.430000000000021,24.019999999999996,-111.89999999999998,-17.19999999999999
2281,Mumbai,Industrial,20070030,2007,3,27.9,101.0,6.0,325.0,-6.5,-25.0,3.5,-24.0,16.14,86.60000000000002,6.000000000000001,281.0,-10.82,-2.679999999999999,12.40000000000002,78.80000000000001,34.06,125.0,17.84,395.4,1.0,-51.54000000000002,-18.459999999999997,-30.80000000000001,-37.900000000000034
2282,Mumbai,Industrial,20070040,2007,4,37.3,63.0,10.15,253.5,4.15,9.4,-38.0,-71.5,22.77,36.0,5.58,164.60000000000005,6.629999999999999,-0.4200000000000008,-50.60000000000002,-116.39999999999995,65.83,151.49999999999997,13.91,386.7,1.0,31.769999999999996,-3.9299999999999997,26.49999999999997,-8.699999999999989
2283,Mumbai,Industrial,20070050,2007,5,13.55,44.0,6.85,148.0,-3.3000000000000007,-23.75,-19.0,-105.5,10.01,23.6,5.05,99.7,-12.76,-0.5300000000000002,-12.399999999999999,-64.90000000000005,29.059999999999995,79.6,10.9,266.4,1.0,-36.77,-3.01,-71.89999999999998,-120.30000000000001
2284,Mumbai,Industrial,20070060,2007,6,28.1,45.5,6.0,137.5,-0.8499999999999996,14.55,1.5,-10.5,18.15,29.5,6.0,110.0,8.139999999999999,0.9500000000000002,5.899999999999999,10.299999999999997,34.55,79.0,6.7,185.0,1.0,5.490000000000002,-4.2,-0.5999999999999943,-81.39999999999998
2285,Mumbai,Industrial,20070070,2007,7,33.1,65.0,6.0,216.0,0.0,5.0,19.5,78.5,13.660000000000002,39.40000000000001,4.4,118.4,-4.489999999999997,-1.5999999999999996,9.900000000000013,8.400000000000006,59.49999999999999,108.2,7.199999999999998,336.0,1.0,24.949999999999996,0.4999999999999982,29.200000000000003,151.0
2286,Mumbai,Industrial,20070080,2007,8,42.2,169.0,12.1,392.0,6.1,9.1,104.0,176.0,24.680000000000003,76.20000000000002,7.2200000000000015,249.6,11.020000000000001,2.820000000000001,36.800000000000004,131.2,76.76,181.8,17.46,454.4,1.0,17.260000000000012,10.260000000000002,73.60000000000001,118.39999999999998
2287,Mumbai,Industrial,20070090,2007,9,44.40000000000001,67.5,4.4,278.5,-7.699999999999998,2.200000000000003,-101.5,-113.5,28.960000000000004,55.90000000000001,3.12,248.5,4.280000000000001,-4.100000000000001,-20.300000000000004,-1.0999999999999943,59.84,79.1,5.6800000000000015,308.5,1.0,-16.92,-11.78,-102.70000000000002,-145.89999999999998
2288,Mumbai,Industrial,20070100,2007,10,63.0,146.0,10.6,360.0,6.199999999999998,18.599999999999994,78.5,81.5,32.300000000000004,89.20000000000002,7.08,270.20000000000005,3.34,3.96,33.300000000000004,21.700000000000045,74.96000000000002,164.2,16.700000000000006,392.4,1.0,15.120000000000019,11.020000000000005,85.1,83.89999999999998
2289,Mumbai,Industrial,20070110,2007,11,56.6,161.0,14.1,349.0,3.5,-6.399999999999999,15.0,-11.0,48.76,110.4,8.16,278.8,16.459999999999994,1.08,21.19999999999999,8.599999999999966,70.6,187.6,19.26,402.8,1.0,-4.360000000000028,2.559999999999995,23.400000000000006,10.400000000000034
2290,Mumbai,Industrial,20070120,2007,12,47.45,118.5,11.3,311.0,-2.799999999999999,-9.15,-42.5,-38.0,32.980000000000004,59.1,7.639999999999999,219.8,-15.779999999999994,-0.5200000000000014,-51.300000000000004,-59.0,61.03,137.3,20.400000000000006,375.8,1.0,-9.569999999999993,1.1400000000000041,-50.29999999999998,-27.0
2291,Mumbai,Industrial,20080010,2008,1,53.5,142.0,12.8,335.0,1.5,6.049999999999998,23.5,24.0,26.6,78.0,5.3,203.0,-6.380000000000003,-2.339999999999999,18.9,-16.80000000000001,69.3,209.0,20.1,510.0,-11.0,8.269999999999996,-0.30000000000000426,71.69999999999999,134.2
2292,Mumbai,Industrial,20080020,2008,2,23.8,116.5,11.25,254.0,-1.5500000000000007,-29.7,-25.5,-81.0,7.199999999999998,48.0,7.26,154.0,-19.400000000000002,1.96,-30.0,-49.0,62.55,160.0,14.75,418.0,1.0,-6.75,-5.350000000000001,-49.0,-92.0
2293,Mumbai,Industrial,20080030,2008,3,41.7,132.0,6.8,273.0,-4.45,17.900000000000006,15.5,19.0,27.18,102.8,6.0,226.4,19.98,-1.2599999999999998,54.8,72.4,69.80000000000001,195.4,16.300000000000004,434.4,1.0,7.250000000000014,1.5500000000000043,35.400000000000006,16.399999999999977
2294,Mumbai,Industrial,20080040,2008,4,24.3,118.0,6.8,258.5,0.0,-17.400000000000006,-14.0,-14.5,12.96,48.4,5.62,120.1,-14.219999999999999,-0.3799999999999999,-54.4,-106.30000000000001,46.05,170.6,8.5,298.9,1.0,-23.750000000000014,-7.800000000000004,-24.80000000000001,-135.5
2295,Mumbai,Industrial,20080050,2008,5,20.2,98.5,3.9,162.0,-2.9,-4.099999999999998,-19.5,-96.5,16.33,40.6,2.8000000000000003,139.7,3.3699999999999974,-2.82,-7.799999999999997,19.599999999999994,28.989999999999995,156.7,8.43,276.0,1.0,-17.060000000000002,-0.07000000000000028,-13.900000000000006,-22.899999999999977
2296,Mumbai,Industrial,20080060,2008,6,12.05,68.0,3.4,171.5,-0.5,-8.149999999999999,-30.5,9.5,10.13,45.8,2.6,114.0,-6.1999999999999975,-0.20000000000000018,5.199999999999996,-25.69999999999999,37.56,94.8,8.04,264.5,1.0,8.570000000000007,-0.39000000000000057,-61.89999999999999,-11.5
2297,Mumbai,Industrial,20080070,2008,7,14.4,48.5,9.4,168.0,6.0,2.35,-19.5,-3.5,7.040000000000001,29.6,4.52,101.2,-3.09,1.9199999999999995,-16.199999999999996,-12.799999999999997,40.820000000000014,149.39999999999995,14.28,266.40000000000003,1.0,3.260000000000012,6.24,54.59999999999995,1.900000000000034
2298,Mumbai,Industrial,20080080,2008,8,23.85,90.0,3.2,170.0,-6.2,9.45,41.5,2.0,11.54,62.2,2.44,125.6,4.499999999999998,-2.0799999999999996,32.6,24.39999999999999,59.06999999999999,190.5,16.28,349.9,1.0,18.24999999999998,2.0000000000000018,41.10000000000005,83.49999999999994
2299,Mumbai,Industrial,20080090,2008,9,18.95,67.5,4.6,230.5,1.3999999999999997,-4.900000000000002,-22.5,60.5,6.7700000000000005,32.0,3.54,112.9,-4.769999999999999,1.1,-30.200000000000003,-12.699999999999989,63.11,190.5,13.06,430.9,1.0,4.040000000000006,-3.2200000000000006,0.0,81.0
2300,Mumbai,Industrial,20080100,2008,10,43.7,117.0,7.9,364.0,3.3000000000000007,24.750000000000004,49.5,133.5,33.34,97.6,4.6,257.2,26.570000000000004,1.0599999999999996,65.6,144.29999999999998,60.50000000000001,185.8,9.96,453.4,1.0,-2.6099999999999923,-3.0999999999999996,-4.699999999999989,22.5
2301,Mumbai,Industrial,20080110,2008,11,62.85,159.0,7.2,369.0,-0.7000000000000002,19.149999999999988,42.0,5.0,45.15,86.6,3.83,259.4,11.809999999999995,-0.7699999999999996,-11.0,2.1999999999999886,70.57,182.6,13.05,453.4,1.0,10.069999999999986,3.09,-3.200000000000017,0.0
2302,Mumbai,Industrial,20080120,2008,12,35.0,146.0,10.4,296.0,3.2,-27.849999999999994,-13.0,-73.0,21.000000000000004,51.6,5.9,137.4,-24.149999999999995,2.0700000000000003,-34.99999999999999,-121.99999999999997,58.34,168.8,12.96,418.8,1.0,-12.22999999999999,-0.08999999999999986,-13.799999999999983,-34.599999999999966
2303,Mumbai,Industrial,20090010,2009,1,60.7,145.0,8.7,385.0,-1.7000000000000008,25.700000000000006,-1.0,89.0,24.7,39.8,4.9,141.6,3.6999999999999957,-1.0,-11.800000000000004,4.199999999999989,93.36,217.2,15.520000000000005,510.0,-11.0,35.019999999999996,2.560000000000004,48.39999999999998,91.19999999999999
2304,Mumbai,Industrial,20090020,2009,2,46.3,184.0,6.2,353.0,-2.499999999999999,-14.400000000000004,39.0,-32.0,37.0,117.4,5.1000000000000005,254.0,12.3,0.20000000000000018,77.60000000000001,112.4,62.72000000000001,243.6,7.2200000000000015,382.4,1.0,-30.639999999999986,-8.300000000000004,26.400000000000006,-127.60000000000002
2305,Mumbai,Industrial,20090030,2009,3,34.35,132.0,6.45,384.5,0.25,-11.949999999999996,-52.0,31.5,26.39,79.5,3.8,234.5,-10.61,-1.3000000000000007,-37.900000000000006,-19.5,68.85,213.5,7.75,417.7,1.0,6.129999999999981,0.5299999999999985,-30.099999999999994,35.30000000000001
2306,Mumbai,Industrial,20090040,2009,4,27.05,108.0,4.75,312.5,-1.7000000000000002,-7.300000000000003,-24.0,-72.0,15.12,65.4,4.0,154.6,-11.270000000000001,0.20000000000000018,-14.099999999999994,-79.9,55.3,181.3,14.15,457.5,1.0,-13.549999999999997,6.4,-32.19999999999999,39.80000000000001
2307,Mumbai,Industrial,20090050,2009,5,25.2,126.0,3.3,227.0,-1.4500000000000002,-1.8499999999999976,18.0,-85.5,22.9,75.0,2.7,205.5,7.779999999999999,-1.2999999999999998,9.599999999999994,50.900000000000006,27.75,132.5,4.6000000000000005,229.5,1.0,-27.549999999999997,-9.55,-48.80000000000001,-228.0
2308,Mumbai,Industrial,20090060,2009,6,16.7,129.0,3.75,214.0,0.4500000000000002,-8.5,3.0,-13.0,15.0,49.2,3.3100000000000005,148.2,-7.899999999999999,0.6100000000000003,-25.799999999999997,-57.30000000000001,49.48,148.0,4.19,230.6,1.0,21.729999999999997,-0.41000000000000014,15.5,1.0999999999999943
2309,Mumbai,Industrial,20090070,2009,7,27.0,60.0,2.5,153.0,-1.25,10.3,-69.0,-61.0,20.74,48.4,2.3,134.2,5.739999999999998,-1.0100000000000007,-0.8000000000000043,-14.0,48.80000000000001,221.00000000000003,13.940000000000005,478.8,1.0,-0.6799999999999855,9.750000000000004,73.00000000000003,248.20000000000002
2310,Mumbai,Industrial,20090080,2009,8,26.2,46.0,3.2,135.5,0.7000000000000002,-0.8000000000000007,-14.0,-17.5,18.73,38.2,3.0400000000000005,90.0,-2.009999999999998,0.7400000000000007,-10.199999999999996,-44.19999999999999,38.16,92.89999999999998,4.88,177.2,1.0,-10.640000000000015,-9.060000000000006,-128.10000000000005,-301.6
2311,Mumbai,Industrial,20090090,2009,9,46.15,69.0,3.3,173.5,0.09999999999999963,19.95,23.0,38.0,26.79,47.2,2.3,131.2,8.059999999999999,-0.7400000000000007,9.0,41.19999999999999,57.05,146.59999999999994,6.34,450.3,1.0,18.89,1.46,53.69999999999996,273.1
2312,Mumbai,Industrial,20090100,2009,10,52.15,125.0,4.8,314.5,1.5,6.0,56.0,141.0,24.99,88.9,2.3,196.90000000000003,-1.8000000000000007,0.0,41.7,65.70000000000005,85.74,164.09999999999997,11.500000000000002,441.5,1.0,28.689999999999998,5.160000000000002,17.50000000000003,-8.800000000000011
2313,Mumbai,Industrial,20090110,2009,11,38.5,181.0,3.8,296.5,-1.0,-13.65,56.0,-18.0,22.41,71.2,2.62,179.70000000000005,-2.5799999999999983,0.3200000000000003,-17.700000000000003,-17.19999999999999,55.25,259.3,8.82,426.5,1.0,-30.489999999999995,-2.6800000000000015,95.20000000000005,-15.0
2314,Mumbai,Industrial,20090120,2009,12,35.9,188.0,5.0,394.0,1.2000000000000002,-2.6000000000000014,7.0,97.5,21.05,122.0,2.8600000000000003,302.0,-1.3599999999999994,0.2400000000000002,50.8,122.29999999999995,43.5,258.0,8.540000000000001,448.0,1.0,-11.75,-0.27999999999999936,-1.3000000000000114,21.5
2315,Mumbai,Industrial,20100010,2010,1,23.0,206.5,4.0,,-1.0,-12.9,18.5,,12.3,117.7,2.0,,-8.75,-0.8600000000000003,-4.299999999999997,,50.0,248.9,8.6,,-11.0,6.5,0.05999999999999872,-9.099999999999994,
2316,Mumbai,Industrial,20100020,2010,2,20.0,120.0,3.0,,-1.0,-3.0,-86.5,,5.699999999999998,50.2,2.7,,-6.600000000000002,0.7000000000000002,-67.5,,48.2,209.1,4.3,,1.0,-1.7999999999999972,-4.3,-39.80000000000001,
2317,Mumbai,Industrial,20100030,2010,3,20.0,109.0,4.0,,1.0,0.0,-11.0,,5.0,66.8,2.0,,-0.6999999999999984,-0.7000000000000002,16.599999999999994,,22.0,135.60000000000002,6.600000000000001,,1.0,-26.200000000000003,2.3000000000000016,-73.49999999999997,
2318,Mumbai,Industrial,20100040,2010,4,19.0,124.0,4.0,,0.0,-1.0,15.0,,11.2,64.4,2.0,,6.199999999999999,0.0,-2.3999999999999915,,54.2,153.2,7.800000000000002,,1.0,32.2,1.2000000000000002,17.599999999999966,
2319,Mumbai,Industrial,20100050,2010,5,7.0,73.0,3.0,,-1.0,-12.0,-51.0,,5.0,39.6,2.0,,-6.199999999999999,0.0,-24.800000000000004,,27.0,164.8,6.400000000000001,,1.0,-27.200000000000003,-1.4000000000000004,11.600000000000023,
2320,Mumbai,Industrial,20100060,2010,6,9.5,70.0,2.5,,-0.5,2.5,-3.0,,5.0,50.5,2.0,,0.0,0.0,10.899999999999999,,18.0,134.5,19.0,,1.0,-9.0,12.599999999999998,-30.30000000000001,
2321,Mumbai,Industrial,20100070,2010,7,5.5,91.0,2.0,,-0.5,-4.0,21.0,,5.0,55.6,2.0,,0.0,0.0,5.100000000000001,,14.899999999999995,146.0,4.199999999999998,,1.0,-3.100000000000005,-14.8,11.5,
2322,Mumbai,Industrial,20100080,2010,8,9.0,63.0,3.0,,1.0,3.5,-28.0,,5.0,50.4,2.0,,0.0,0.0,-5.200000000000003,,16.4,138.20000000000002,4.200000000000001,,1.0,1.5000000000000036,2.6645352591003757e-15,-7.799999999999983,
2323,Mumbai,Industrial,20100090,2010,9,6.0,85.0,4.0,,1.0,-3.0,22.0,,5.0,46.2,2.0,,0.0,0.0,-4.199999999999996,,9.699999999999998,102.0,5.1,,1.0,-6.700000000000001,0.8999999999999986,-36.20000000000002,
2324,Mumbai,Industrial,20100100,2010,10,12.0,107.0,2.0,,-2.0,6.0,22.0,,9.6,79.39999999999998,2.0,,4.6,0.0,33.199999999999974,,28.000000000000004,183.2,3.4000000000000004,,1.0,18.300000000000004,-1.6999999999999993,81.19999999999999,
2325,Mumbai,Industrial,20100110,2010,11,12.0,88.0,2.0,,0.0,0.0,-19.0,,5.0,50.9,2.0,,-4.6,0.0,-28.49999999999998,,26.099999999999994,147.89999999999995,4.0,,1.0,-1.9000000000000092,0.5999999999999996,-35.30000000000004,
2326,Mumbai,Industrial,20100120,2010,12,28.0,156.0,3.0,,1.0,16.0,68.0,,12.0,85.8,2.0,,7.0,0.0,34.9,,36.6,294.4,5.6000000000000005,,1.0,10.500000000000007,1.6000000000000005,146.50000000000003,
2327,Mumbai,Industrial,20110010,2011,1,47.0,225.0,5.0,,2.0,19.0,69.0,,32.6,166.4,2.6,,20.6,0.6000000000000001,80.60000000000001,,54.40000000000001,312.0,7.800000000000002,,-11.0,17.80000000000001,2.200000000000001,17.600000000000023,
2328,Mumbai,Industrial,20110020,2011,2,33.5,185.5,2.5,,-2.5,-13.5,-39.5,,15.4,95.4,2.0,,-17.200000000000003,-0.6000000000000001,-71.0,,51.6,259.0,5.499999999999999,,1.0,-2.8000000000000114,-2.3000000000000025,-53.0,
2329,Mumbai,Industrial,20110030,2011,3,36.0,192.0,7.0,,4.5,2.5,6.5,,16.2,137.4,3.2,,0.7999999999999989,1.2000000000000002,42.0,,47.6,264.00000000000006,13.4,,1.0,-4.0,7.900000000000001,5.000000000000057,
2330,Mumbai,Industrial,20110040,2011,4,28.0,152.5,5.0,,-2.0,-8.0,-39.5,,18.0,123.5,3.5,,1.8000000000000007,0.2999999999999998,-13.900000000000006,,34.0,187.5,9.5,,1.0,-13.600000000000001,-3.9000000000000004,-76.50000000000006,
2331,Mumbai,Industrial,20110050,2011,5,9.5,123.5,4.5,,-0.5,-18.5,-29.0,,8.0,66.2,2.0,,-10.0,-1.5,-57.3,,17.599999999999994,173.2,8.6,,1.0,-16.400000000000006,-0.9000000000000004,-14.300000000000011,
2332,Mumbai,Industrial,20110060,2011,6,9.0,75.0,6.0,,1.5,-0.5,-48.5,,5.0,58.8,2.0,,-3.0,0.0,-7.400000000000006,,33.60000000000001,136.20000000000002,7.0,,1.0,16.000000000000014,-1.5999999999999996,-36.99999999999997,
2333,Mumbai,Industrial,20110070,2011,7,17.0,57.0,4.0,,-2.0,8.0,-18.0,,9.0,34.2,2.6,,4.0,0.6000000000000001,-24.599999999999994,,22.800000000000004,138.00000000000003,5.0,,1.0,-10.800000000000004,-2.0,1.8000000000000114,
2334,Mumbai,Industrial,20110080,2011,8,26.0,61.0,3.0,,-1.0,9.0,4.0,,9.4,47.40000000000001,2.0,,0.40000000000000036,-0.6000000000000001,13.20000000000001,,39.6,234.8,6.200000000000001,,1.0,16.799999999999997,1.200000000000001,96.79999999999998,
2335,Mumbai,Industrial,20110090,2011,9,30.0,82.0,3.0,,0.0,4.0,21.0,,11.4,51.8,2.0,,2.0,0.0,4.399999999999984,,39.6,126.8,7.4,,1.0,0.0,1.1999999999999993,-108.00000000000001,
2336,Mumbai,Industrial,20110100,2011,10,56.0,180.0,4.0,,1.0,26.0,98.0,,32.4,140.8,3.0,,21.0,1.0,89.00000000000001,,63.8,277.2,10.000000000000002,,1.0,24.199999999999996,2.6000000000000014,150.39999999999998,
2337,Mumbai,Industrial,20110110,2011,11,36.0,158.0,3.5,,-0.5,-20.0,-22.0,,10.0,48.0,2.0,,-22.4,-1.0,-92.80000000000001,,48.1,241.0,7.1,,1.0,-15.699999999999996,-2.900000000000002,-36.19999999999999,
2338,Mumbai,Industrial,20110120,2011,12,23.0,227.0,5.0,,1.5,-13.0,69.0,,9.9,127.1,2.7,,-0.09999999999999964,0.7000000000000002,79.1,,39.6,278.8,5.3,,1.0,-8.5,-1.7999999999999998,37.80000000000001,
2339,Mumbai,Industrial,20120010,2012,1,21.5,189.5,4.5,,-0.5,-1.5,-37.5,,14.6,172.1,2.3,,4.699999999999999,-0.40000000000000036,45.0,,54.3,218.1,26.300000000000004,,-11.0,14.699999999999996,21.000000000000004,-60.70000000000002,
2340,Mumbai,Industrial,20120020,2012,2,14.0,259.0,3.0,,-1.5,-7.5,69.5,,10.0,136.4,2.0,,-4.6,-0.2999999999999998,-35.69999999999999,,39.40000000000003,297.6,6.4,,1.0,-14.89999999999997,-19.900000000000006,79.50000000000003,
2341,Mumbai,Industrial,20120030,2012,3,16.0,219.0,5.0,,2.0,2.0,-40.0,,13.6,55.8,2.8000000000000003,,3.5999999999999996,0.8000000000000003,-80.60000000000001,,39.2,273.0,13.0,,1.0,-0.20000000000002416,6.6,-24.600000000000023,
2342,Mumbai,Industrial,20120040,2012,4,14.0,81.0,2.0,,-3.0,-2.0,-138.0,,9.2,50.6,2.0,,-4.4,-0.8000000000000003,-5.199999999999996,,56.4,237.8,44.4,,1.0,17.199999999999996,31.4,-35.19999999999999,
2343,Mumbai,Industrial,20120050,2012,5,10.0,73.0,3.0,,1.0,-4.0,-8.0,,5.0,55.8,2.0,,-4.199999999999999,0.0,5.199999999999996,,24.0,173.00000000000003,7.4,,1.0,-32.4,-37.0,-64.79999999999998,
2344,Mumbai,Industrial,20120060,2012,6,12.0,78.0,4.0,,1.0,2.0,5.0,,7.0,67.6,2.4000000000000004,,2.0,0.40000000000000036,11.799999999999997,,21.4,190.6,13.2,,1.0,-2.6000000000000014,5.799999999999999,17.599999999999966,
2345,Mumbai,Industrial,20120070,2012,7,11.0,68.0,6.0,,2.0,-1.0,-10.0,,5.699999999999998,53.6,3.4000000000000004,,-1.3000000000000016,1.0,-13.999999999999993,,14.499999999999998,134.99999999999997,7.0,,1.0,-6.9,-6.199999999999999,-55.60000000000002,
2346,Mumbai,Industrial,20120080,2012,8,10.5,60.5,5.0,,-1.0,-0.5,-7.5,,8.0,38.0,4.0,,2.3000000000000016,0.5999999999999996,-15.600000000000001,,48.0,175.5,9.0,,1.0,33.5,2.0,40.50000000000003,
2347,Mumbai,Industrial,20120090,2012,9,21.5,87.0,2.0,,-3.0,11.0,26.5,,15.5,54.5,2.0,,7.5,-2.0,16.5,,23.5,193.5,3.5,,1.0,-24.5,-5.5,18.0,
2348,Mumbai,Industrial,20120100,2012,10,11.0,76.0,5.0,,3.0,-10.5,-11.0,,8.2,49.6,5.0,,-7.300000000000001,3.0,-4.899999999999999,,33.8,205.8,10.0,,1.0,10.299999999999997,6.5,12.300000000000011,
2349,Mumbai,Industrial,20120110,2012,11,35.0,238.0,5.0,,0.0,24.0,162.0,,7.4,195.0,2.0,,-0.7999999999999989,-3.0,145.4,,60.0,252.6,6.4,,1.0,26.200000000000003,-3.5999999999999996,46.79999999999998,
2350,Mumbai,Industrial,20120120,2012,12,9.0,149.0,2.0,,-3.0,-26.0,-89.0,,5.6,79.0,2.0,,-1.8000000000000007,0.0,-116.0,,40.40000000000003,251.80000000000004,3.4000000000000004,,1.0,-19.599999999999973,-3.0,-0.7999999999999545,
2351,Mumbai,Industrial,20130010,2013,1,8.0,138.0,2.0,,0.0,-1.0,-11.0,,5.0,84.0,2.0,,-0.5999999999999996,0.0,5.0,,18.0,201.5,2.0,,-11.0,-22.400000000000027,-1.4000000000000004,-50.30000000000004,
2352,Mumbai,Industrial,20130020,2013,2,7.0,176.0,2.0,,0.0,-1.0,38.0,,5.0,115.5,2.0,,0.0,0.0,31.5,,8.0,225.6,3.3,,1.0,-10.0,1.2999999999999998,24.099999999999994,
2353,Mumbai,Industrial,20130030,2013,3,11.0,183.0,2.0,,0.0,4.0,7.0,,7.8,73.2,2.0,,2.8,0.0,-42.3,,14.6,210.6,2.4000000000000004,,1.0,6.6,-0.8999999999999995,-15.0,
2354,Mumbai,Industrial,20130040,2013,4,8.5,126.0,2.0,,0.0,-2.5,-57.0,,6.5,71.5,2.0,,-1.2999999999999998,0.0,-1.7000000000000028,,15.0,142.5,3.0,,1.0,0.40000000000000036,0.5999999999999996,-68.1,
2355,Mumbai,Industrial,20130050,2013,5,8.0,100.5,2.0,,0.0,-0.5,-25.5,,5.0,88.4,2.0,,-1.5,0.0,16.900000000000006,,23.5,159.8999999999999,5.0,,1.0,8.5,2.0,17.399999999999892,
2356,Mumbai,Industrial,20130060,2013,6,10.5,129.0,2.5,,0.5,2.5,28.5,,5.0,79.9,2.0,,0.0,0.0,-8.5,,19.5,199.1,4.4,,1.0,-4.0,-0.5999999999999996,39.2000000000001,
2357,Mumbai,Industrial,20130070,2013,7,8.5,111.0,2.5,,0.0,-2.0,-18.0,,5.0,58.5,2.0,,0.0,0.0,-21.400000000000006,,26.0,210.0,3.5,,1.0,6.5,-0.9000000000000004,10.900000000000006,
2358,Mumbai,Industrial,20130080,2013,8,8.0,110.0,3.0,,0.5,-0.5,-1.0,,5.0,76.6,2.0,,0.0,0.0,18.099999999999994,,18.200000000000006,193.6,5.0,,1.0,-7.799999999999994,1.5,-16.400000000000006,
2359,Mumbai,Industrial,20130090,2013,9,18.0,97.0,6.0,,3.0,10.0,-13.0,,5.4,89.4,3.2,,0.40000000000000036,1.2000000000000002,12.800000000000011,,18.6,101.2,7.8,,1.0,0.399999999999995,2.8,-92.39999999999999,
2360,Mumbai,Industrial,20130100,2013,10,12.0,87.0,2.0,,-4.0,-6.0,-10.0,,5.0,67.2,2.0,,-0.40000000000000036,-1.2000000000000002,-22.200000000000003,,24.1,253.8,4.9,,1.0,5.5,-2.8999999999999995,152.60000000000002,
2361,Mumbai,Industrial,20130110,2013,11,15.0,127.5,4.0,,2.0,3.0,40.5,,8.7,81.10000000000002,2.0,,3.6999999999999993,0.0,13.90000000000002,,36.2,135.9,6.0,,1.0,12.100000000000001,1.0999999999999996,-117.9,
2362,Mumbai,Industrial,20130120,2013,12,5.0,236.0,2.0,,-2.0,-10.0,108.5,,5.0,134.8,2.0,,-3.6999999999999993,0.0,53.69999999999999,,20.4,267.0,4.2,,1.0,-15.800000000000004,-1.7999999999999998,131.1,
2363,Mumbai,Industrial,20140010,2014,1,26.0,159.0,4.0,,2.0,21.0,-77.0,,13.8,136.9,2.0,,8.8,0.0,2.0999999999999943,,33.8,277.9,7.3,,-11.0,13.399999999999999,3.0999999999999996,10.899999999999977,
2364,Mumbai,Industrial,20140020,2014,2,22.0,161.0,6.0,,2.0,-4.0,2.0,,11.000000000000002,125.6,2.0,,-2.799999999999999,0.0,-11.300000000000011,,29.200000000000006,211.40000000000003,10.2,,1.0,-4.599999999999991,2.8999999999999995,-66.49999999999994,
2365,Mumbai,Industrial,20140030,2014,3,25.0,140.0,3.0,,-3.0,3.0,-21.0,,13.0,111.5,2.0,,1.9999999999999982,0.0,-14.099999999999994,,32.5,184.5,6.0,,1.0,3.2999999999999936,-4.199999999999999,-26.900000000000034,
2366,Mumbai,Industrial,20140040,2014,4,25.5,181.0,4.0,,1.0,0.5,41.0,,20.0,104.5,2.5,,7.0,0.5,-7.0,,39.5,233.0,7.0,,1.0,7.0,1.0,48.5,
2367,Mumbai,Industrial,20140050,2014,5,24.0,90.0,3.0,,-1.0,-1.5,-91.0,,14.8,67.8,2.0,,-5.199999999999999,-0.5,-36.7,,36.6,105.6,5.4,,1.0,-2.8999999999999986,-1.5999999999999996,-127.4,
