,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2_Median,RSPM_PM10_Median,SO2_Median,SPM_Median,Median_SO2_MOM_diff,Median_NO2_MOM_diff,Median_RSPM_PM10_MOM_diff,Median_SPM_MOM_diff,NO2_P10,RSPM_PM10_P10,SO2_P10,SPM_P10,P10_NO2_MOM_diff,P10_SO2_MOM_diff,P10_RSPM_PM10_MOM_diff,P10_SPM_MOM_diff,NO2_P90,RSPM_PM10_P90,SO2_P90,SPM_P90,month_number_diff,P90_NO2_MOM_diff,P90_SO2_MOM_diff,P90_RSPM_PM10_MOM_diff,P90_SPM_MOM_diff
2160,Mumbai,Industrial,19930120,1993,12,49.0,,65.8,,-2.200000000000003,6.700000000000002,,,49.0,,65.8,,6.700000000000003,-2.200000000000003,,,49.0,,65.8,,1.0,6.700000000000003,-2.200000000000003,,
2161,Mumbai,Industrial,19940010,1994,1,71.7,,68.0,303.0,2.200000000000003,22.700000000000006,,,71.7,,68.0,303.0,22.700000000000003,2.200000000000003,,,71.7,,68.0,303.0,-11.0,22.700000000000003,2.200000000000003,,
2162,Mumbai,Industrial,19940020,1994,2,53.8,,33.9,322.0,-34.1,-17.900000000000006,,19.0,53.8,,33.9,322.0,-17.900000000000006,-34.1,,19.0,53.8,,33.9,322.0,1.0,-17.900000000000006,-34.1,,19.0
2163,Mumbai,Industrial,19940030,1994,3,69.6,,55.7,327.0,21.800000000000004,15.799999999999995,,5.0,69.6,,55.7,327.0,15.799999999999997,21.800000000000004,,5.0,69.6,,55.7,327.0,1.0,15.799999999999997,21.800000000000004,,5.0
2164,Mumbai,Industrial,19940040,1994,4,44.8,,46.9,287.0,-8.800000000000004,-24.8,,-40.0,44.8,,46.9,287.0,-24.799999999999997,-8.800000000000004,,-40.0,44.8,,46.9,287.0,1.0,-24.799999999999997,-8.800000000000004,,-40.0
2165,Mumbai,Industrial,19940050,1994,5,32.1,,16.1,237.0,-30.8,-12.699999999999996,,-50.0,32.1,,16.1,237.0,-12.699999999999996,-30.799999999999997,,-50.0,32.1,,16.1,237.0,1.0,-12.699999999999996,-30.799999999999997,,-50.0
2166,Mumbai,Industrial,19940060,1994,6,81.0,,24.1,361.0,8.0,48.9,,124.0,81.0,,24.1,361.0,48.9,8.0,,124.0,81.0,,24.1,361.0,1.0,48.9,8.0,,124.0
2167,Mumbai,Industrial,19940070,1994,7,48.9,,32.9,211.0,8.799999999999997,-32.1,,-150.0,48.9,,32.9,211.0,-32.1,8.799999999999997,,-150.0,48.9,,32.9,211.0,1.0,-32.1,8.799999999999997,,-150.0
2168,Mumbai,Industrial,19940080,1994,8,36.5,,30.3,187.0,-2.599999999999998,-12.4,,-24.0,36.5,,30.3,187.0,-12.399999999999999,-2.599999999999998,,-24.0,36.5,,30.3,187.0,1.0,-12.399999999999999,-2.599999999999998,,-24.0
2169,Mumbai,Industrial,19940090,1994,9,56.9,,22.2,243.0,-8.100000000000001,20.4,,56.0,56.9,,22.2,243.00000000000003,20.4,-8.100000000000001,,56.00000000000003,56.9,,22.2,243.0,1.0,20.4,-8.100000000000001,,56.0
2170,Mumbai,Industrial,19940110,1994,11,32.0,,41.0,279.0,,,,,32.0,,41.0,279.0,,,,,32.0,,41.0,279.0,2.0,,,,
2171,Mumbai,Industrial,19940120,1994,12,46.2,,68.0,298.0,27.0,14.200000000000005,,19.0,46.2,,68.0,298.0,14.200000000000003,27.0,,19.0,46.2,,68.0,298.0,1.0,14.200000000000003,27.0,,19.0
2172,Mumbai,Industrial,19950010,1995,1,30.5,,58.4,281.0,-9.6,-15.700000000000005,,-17.0,30.5,,58.4,281.0,-15.700000000000003,-9.600000000000001,,-17.0,30.5,,58.4,281.0,-11.0,-15.700000000000003,-9.600000000000001,,-17.0
2173,Mumbai,Industrial,19950020,1995,2,43.9,,59.6,311.0,1.2000000000000028,13.4,,30.0,43.9,,59.6,311.0,13.399999999999999,1.2000000000000028,,30.0,43.9,,59.6,311.0,1.0,13.399999999999999,1.2000000000000028,,30.0
2174,Mumbai,Industrial,19950030,1995,3,21.6,,26.8,253.0,-32.8,-22.3,,-58.0,21.6,,26.8,253.0,-22.299999999999997,-32.8,,-58.0,21.6,,26.8,253.0,1.0,-22.299999999999997,-32.8,,-58.0
2175,Mumbai,Industrial,19950040,1995,4,53.6,,30.5,295.0,3.6999999999999993,32.0,,42.0,53.6,,30.5,295.0,32.0,3.6999999999999993,,42.0,53.6,,30.5,295.0,1.0,32.0,3.6999999999999993,,42.0
2176,Mumbai,Industrial,19950050,1995,5,27.3,,27.0,264.0,-3.5,-26.3,,-31.0,27.3,,27.0,264.0,-26.3,-3.5,,-31.0,27.3,,27.0,264.0,1.0,-26.3,-3.5,,-31.0
2177,Mumbai,Industrial,19950060,1995,6,13.6,,41.4,175.0,14.4,-13.7,,-89.0,13.6,,41.4,175.0,-13.700000000000001,14.399999999999999,,-89.0,13.6,,41.4,175.0,1.0,-13.700000000000001,14.399999999999999,,-89.0
2178,Mumbai,Industrial,19950070,1995,7,21.9,,39.5,237.0,-1.8999999999999984,8.299999999999999,,62.0,21.9,,39.5,237.0,8.299999999999999,-1.8999999999999986,,62.0,21.9,,39.5,237.0,1.0,8.299999999999999,-1.8999999999999986,,62.0
2179,Mumbai,Industrial,19950080,1995,8,12.5,,38.3,216.0,-1.2000000000000028,-9.4,,-21.0,12.5,,38.3,216.0,-9.399999999999999,-1.2000000000000028,,-21.0,12.5,,38.3,216.0,1.0,-9.399999999999999,-1.2000000000000028,,-21.0
2180,Mumbai,Industrial,19950090,1995,9,20.9,,44.4,177.0,6.100000000000001,8.399999999999999,,-39.0,20.9,,44.4,177.0,8.399999999999999,6.100000000000001,,-39.0,20.9,,44.4,177.0,1.0,8.399999999999999,6.100000000000001,,-39.0
2181,Mumbai,Industrial,19950100,1995,10,59.8,,52.6,320.0,8.200000000000003,38.9,,143.0,59.8,,52.6,320.0,38.9,8.200000000000003,,143.0,59.8,,52.6,320.0,1.0,38.9,8.200000000000003,,143.0
2182,Mumbai,Industrial,19950110,1995,11,86.1,,27.7,323.0,-24.9,26.3,,3.0,86.1,,27.7,323.0,26.299999999999997,-24.900000000000002,,3.0,86.1,,27.7,323.0,1.0,26.299999999999997,-24.900000000000002,,3.0
2183,Mumbai,Industrial,19950120,1995,12,41.8,,47.4,336.0,19.7,-44.3,,13.0,37.24,,42.92,284.0,-48.85999999999999,15.220000000000002,,-39.0,46.36,,51.88,388.0,1.0,-39.739999999999995,24.180000000000003,,65.0
2184,Mumbai,Industrial,19960010,1996,1,41.7,,36.1,364.0,-11.299999999999995,-0.09999999999999433,,28.0,41.7,,36.1,364.0,4.460000000000001,-6.82,,80.0,41.7,,36.1,364.0,-11.0,-4.659999999999997,-15.780000000000001,,-24.0
2185,Mumbai,Industrial,19960020,1996,2,42.6,,34.0,368.0,-2.1000000000000014,0.8999999999999986,,4.0,42.6,,34.0,368.0,0.8999999999999986,-2.1000000000000014,,4.0,42.6,,34.0,368.0,1.0,0.8999999999999986,-2.1000000000000014,,4.0
2186,Mumbai,Industrial,19960030,1996,3,45.4,,17.9,295.0,-16.1,2.799999999999997,,-73.0,45.4,,17.9,295.0,2.799999999999997,-16.1,,-73.0,45.4,,17.9,295.0,1.0,2.799999999999997,-16.1,,-73.0
2187,Mumbai,Industrial,19960040,1996,4,25.3,,16.1,244.0,-1.7999999999999972,-20.1,,-51.0,25.3,,16.1,244.0,-20.099999999999998,-1.7999999999999972,,-51.0,25.3,,16.1,244.0,1.0,-20.099999999999998,-1.7999999999999972,,-51.0
2188,Mumbai,Industrial,19960050,1996,5,15.5,,17.8,191.0,1.6999999999999993,-9.8,,-53.0,15.5,,17.8,191.0,-9.8,1.6999999999999993,,-53.0,15.5,,17.8,191.0,1.0,-9.8,1.6999999999999993,,-53.0
2189,Mumbai,Industrial,19960060,1996,6,13.8,,26.5,220.0,8.7,-1.6999999999999993,,29.0,13.8,,26.5,220.0,-1.6999999999999993,8.7,,29.0,13.8,,26.5,220.0,1.0,-1.6999999999999993,8.7,,29.0
2190,Mumbai,Industrial,19960070,1996,7,20.8,,19.1,192.0,-7.399999999999999,7.0,,-28.0,20.8,,19.1,192.0,7.0,-7.399999999999999,,-28.0,20.8,,19.1,192.0,1.0,7.0,-7.399999999999999,,-28.0
2191,Mumbai,Industrial,19960080,1996,8,14.4,,16.3,188.0,-2.8000000000000007,-6.4,,-4.0,14.4,,16.3,188.0,-6.4,-2.8000000000000007,,-4.0,14.4,,16.3,188.0,1.0,-6.4,-2.8000000000000007,,-4.0
2192,Mumbai,Industrial,19960090,1996,9,18.6,,18.9,159.0,2.599999999999998,4.200000000000001,,-29.0,18.6,,18.9,159.0,4.200000000000001,2.599999999999998,,-29.0,18.6,,18.9,159.0,1.0,4.200000000000001,2.599999999999998,,-29.0
2193,Mumbai,Industrial,19960100,1996,10,31.1,,18.7,206.0,-0.1999999999999993,12.5,,47.0,31.1,,18.7,206.0,12.5,-0.1999999999999993,,47.0,31.1,,18.7,206.0,1.0,12.5,-0.1999999999999993,,47.0
2194,Mumbai,Industrial,19960110,1996,11,45.2,,37.4,223.0,18.7,14.1,,17.0,45.2,,37.4,223.0,14.100000000000001,18.7,,17.0,45.2,,37.4,223.0,1.0,14.100000000000001,18.7,,17.0
2195,Mumbai,Industrial,19960120,1996,12,66.9,,36.8,287.0,-0.6000000000000014,21.700000000000006,,64.0,66.9,,36.8,287.0,21.700000000000003,-0.6000000000000014,,64.0,66.9,,36.8,287.0,1.0,21.700000000000003,-0.6000000000000014,,64.0
2196,Mumbai,Industrial,19970010,1997,1,59.6,,28.2,281.0,-8.599999999999998,-7.300000000000003,,-6.0,59.6,,28.2,281.0,-7.300000000000004,-8.599999999999998,,-6.0,59.6,,28.2,281.0,-11.0,-7.300000000000004,-8.599999999999998,,-6.0
2197,Mumbai,Industrial,19970020,1997,2,61.2,,57.1,401.0,28.9,1.6000000000000014,,120.0,61.2,,57.1,401.0,1.6000000000000014,28.900000000000002,,120.0,61.2,,57.1,401.0,1.0,1.6000000000000014,28.900000000000002,,120.0
2198,Mumbai,Industrial,19970030,1997,3,36.8,,31.3,307.0,-25.8,-24.40000000000001,,-94.0,36.8,,31.3,307.0,-24.400000000000006,-25.8,,-94.0,36.8,,31.3,307.0,1.0,-24.400000000000006,-25.8,,-94.0
2199,Mumbai,Industrial,19970040,1997,4,27.3,,51.7,246.0,20.4,-9.499999999999996,,-61.0,27.3,,51.7,246.0,-9.499999999999996,20.400000000000002,,-61.0,27.3,,51.7,246.0,1.0,-9.499999999999996,20.400000000000002,,-61.0
2200,Mumbai,Industrial,19970050,1997,5,21.7,,19.1,188.0,-32.6,-5.600000000000001,,-58.0,21.7,,19.1,188.0,-5.600000000000001,-32.6,,-58.0,21.7,,19.1,188.0,1.0,-5.600000000000001,-32.6,,-58.0
2201,Mumbai,Industrial,19970060,1997,6,30.0,,13.2,182.0,-5.900000000000002,8.3,,-6.0,30.0,,13.2,182.0,8.3,-5.900000000000002,,-6.0,30.0,,13.2,182.0,1.0,8.3,-5.900000000000002,,-6.0
2202,Mumbai,Industrial,19970070,1997,7,48.9,,25.6,211.0,12.400000000000002,18.9,,29.0,48.9,,25.6,211.0,18.9,12.400000000000002,,29.0,48.9,,25.6,211.0,1.0,18.9,12.400000000000002,,29.0
2203,Mumbai,Industrial,19970080,1997,8,8.2,,14.9,185.0,-10.7,-40.7,,-26.0,8.2,,14.9,185.0,-40.7,-10.700000000000001,,-26.0,8.2,,14.9,185.0,1.0,-40.7,-10.700000000000001,,-26.0
2204,Mumbai,Industrial,19970090,1997,9,36.6,,15.8,212.0,0.9000000000000004,28.4,,27.0,36.6,,15.8,212.0,28.400000000000002,0.9000000000000004,,27.0,36.6,,15.8,212.0,1.0,28.400000000000002,0.9000000000000004,,27.0
2205,Mumbai,Industrial,19970100,1997,10,30.6,,42.9,268.0,27.1,-6.0,,56.0,30.6,,42.9,268.0,-6.0,27.099999999999998,,56.0,30.6,,42.9,268.0,1.0,-6.0,27.099999999999998,,56.0
2206,Mumbai,Industrial,19970110,1997,11,40.4,,57.3,189.0,14.4,9.799999999999997,,-79.0,40.4,,57.3,189.0,9.799999999999997,14.399999999999999,,-79.0,40.4,,57.3,189.0,1.0,9.799999999999997,14.399999999999999,,-79.0
2207,Mumbai,Industrial,19970120,1997,12,36.1,,68.0,268.0,10.700000000000003,-4.299999999999997,,79.0,36.1,,68.0,268.0,-4.299999999999997,10.700000000000003,,79.0,36.1,,68.0,268.0,1.0,-4.299999999999997,10.700000000000003,,79.0
2208,Mumbai,Industrial,19980010,1998,1,42.9,,51.3,317.0,-16.700000000000006,6.799999999999998,,49.0,42.9,,51.3,317.0,6.799999999999997,-16.700000000000003,,49.0,42.9,,51.3,317.0,-11.0,6.799999999999997,-16.700000000000003,,49.0
2209,Mumbai,Industrial,19980020,1998,2,30.0,,30.9,292.0,-20.4,-12.9,,-25.0,30.0,,30.9,292.0,-12.899999999999999,-20.4,,-25.0,30.0,,30.9,292.0,1.0,-12.899999999999999,-20.4,,-25.0
2210,Mumbai,Industrial,19980030,1998,3,28.2,,15.2,243.0,-15.7,-1.8000000000000007,,-49.0,28.2,,15.2,243.0,-1.8000000000000007,-15.7,,-49.0,28.2,,15.2,243.0,1.0,-1.8000000000000007,-15.7,,-49.0
2211,Mumbai,Industrial,19980040,1998,4,17.4,,12.2,230.0,-3.0,-10.8,,-13.0,17.4,,12.2,230.0,-10.8,-3.0,,-13.0,17.4,,12.2,230.0,1.0,-10.8,-3.0,,-13.0
2212,Mumbai,Industrial,19980050,1998,5,17.7,,16.7,202.0,4.5,0.3000000000000007,,-28.0,17.7,,16.7,202.0,0.3000000000000007,4.5,,-28.0,17.7,,16.7,202.0,1.0,0.3000000000000007,4.5,,-28.0
2213,Mumbai,Industrial,19980060,1998,6,11.4,,8.4,198.0,-8.299999999999999,-6.299999999999999,,-4.0,11.4,,8.4,198.0,-6.299999999999999,-8.299999999999999,,-4.0,11.4,,8.4,198.0,1.0,-6.299999999999999,-8.299999999999999,,-4.0
2214,Mumbai,Industrial,19980070,1998,7,19.6,,10.8,246.0,2.4000000000000004,8.200000000000001,,48.0,19.6,,10.8,246.0,8.200000000000001,2.4000000000000004,,48.0,19.6,,10.8,246.0,1.0,8.200000000000001,2.4000000000000004,,48.0
2215,Mumbai,Industrial,19980080,1998,8,22.8,,12.3,164.0,1.5,3.1999999999999997,,-82.0,22.8,,12.3,164.0,3.1999999999999993,1.5,,-82.0,22.8,,12.3,164.0,1.0,3.1999999999999993,1.5,,-82.0
2216,Mumbai,Industrial,19980090,1998,9,14.2,,11.1,147.0,-1.200000000000001,-8.600000000000001,,-17.0,14.2,,11.1,147.0,-8.600000000000001,-1.200000000000001,,-17.0,14.2,,11.1,147.0,1.0,-8.600000000000001,-1.200000000000001,,-17.0
2217,Mumbai,Industrial,19980100,1998,10,24.2,,28.0,205.0,16.9,10.0,,58.0,24.2,,28.0,205.0,10.0,16.9,,58.0,24.2,,28.0,205.0,1.0,10.0,16.9,,58.0
2218,Mumbai,Industrial,19980110,1998,11,43.7,,40.3,229.0,12.299999999999995,19.500000000000004,,24.0,43.7,,40.3,229.0,19.500000000000004,12.299999999999997,,24.0,43.7,,40.3,229.0,1.0,19.500000000000004,12.299999999999997,,24.0
2219,Mumbai,Industrial,19990010,1999,1,24.8,,38.8,321.0,,,,,24.8,,38.8,321.0,,,,,24.8,,38.8,321.0,-10.0,,,,
2220,Mumbai,Industrial,19990020,1999,2,31.4,,28.6,314.0,-10.199999999999996,6.599999999999998,,-7.0,31.4,,28.6,314.0,6.599999999999998,-10.199999999999996,,-7.0,31.4,,28.6,314.0,1.0,6.599999999999998,-10.199999999999996,,-7.0
2221,Mumbai,Industrial,19990030,1999,3,49.8,,17.5,458.0,-11.1,18.4,,144.0,49.8,,17.5,458.0,18.4,-11.100000000000001,,144.0,49.8,,17.5,458.0,1.0,18.4,-11.100000000000001,,144.0
2222,Mumbai,Industrial,19990040,1999,4,18.2,,6.3,297.0,-11.2,-31.6,,-161.0,18.2,,6.3,297.0,-31.599999999999998,-11.2,,-161.0,18.2,,6.3,297.0,1.0,-31.599999999999998,-11.2,,-161.0
2223,Mumbai,Industrial,19990050,1999,5,61.9,,14.7,182.0,8.399999999999999,43.7,,-115.0,61.9,,14.7,182.0,43.7,8.399999999999999,,-115.0,61.9,,14.7,182.0,1.0,43.7,8.399999999999999,,-115.0
2224,Mumbai,Industrial,19990060,1999,6,39.2,,42.3,289.0,27.6,-22.7,,107.0,39.2,,42.3,289.0,-22.699999999999996,27.599999999999998,,107.0,39.2,,42.3,289.0,1.0,-22.699999999999996,27.599999999999998,,107.0
2225,Mumbai,Industrial,19990070,1999,7,43.5,,15.5,148.0,-26.8,4.299999999999997,,-141.0,43.5,,15.5,148.0,4.299999999999997,-26.799999999999997,,-141.0,43.5,,15.5,148.0,1.0,4.299999999999997,-26.799999999999997,,-141.0
2226,Mumbai,Industrial,19990080,1999,8,38.9,,13.6,130.0,-1.9000000000000004,-4.600000000000001,,-18.0,38.9,,13.6,130.0,-4.600000000000001,-1.9000000000000004,,-18.0,38.9,,13.6,130.0,1.0,-4.600000000000001,-1.9000000000000004,,-18.0
2227,Mumbai,Industrial,19990090,1999,9,25.6,,16.2,124.0,2.6,-13.299999999999995,,-6.0,25.6,,16.2,124.0,-13.299999999999997,2.5999999999999996,,-6.0,25.6,,16.2,124.0,1.0,-13.299999999999997,2.5999999999999996,,-6.0
2228,Mumbai,Industrial,19990100,1999,10,37.7,,25.2,324.0,9.0,12.1,,200.0,37.7,,25.2,324.0,12.100000000000001,9.0,,200.0,37.7,,25.2,324.0,1.0,12.100000000000001,9.0,,200.0
2229,Mumbai,Industrial,19990110,1999,11,51.8,,22.8,350.0,-2.3999999999999986,14.099999999999996,,26.0,51.8,,22.8,350.0,14.099999999999994,-2.3999999999999986,,26.0,51.8,,22.8,350.0,1.0,14.099999999999994,-2.3999999999999986,,26.0
2230,Mumbai,Industrial,19990120,1999,12,55.2,,25.6,343.0,2.8000000000000007,3.4000000000000057,,-7.0,55.2,,25.6,343.0,3.4000000000000057,2.8000000000000007,,-7.0,55.2,,25.6,343.0,1.0,3.4000000000000057,2.8000000000000007,,-7.0
2231,Mumbai,Industrial,20000010,2000,1,51.5,,20.0,397.0,-5.600000000000001,-3.700000000000003,,54.0,51.5,,20.0,397.0,-3.700000000000003,-5.600000000000001,,54.0,51.5,,20.0,397.0,-11.0,-3.700000000000003,-5.600000000000001,,54.0
2232,Mumbai,Industrial,20000020,2000,2,49.5,,17.7,411.0,-2.3000000000000007,-2.0,,14.0,49.5,,17.7,411.0,-2.0,-2.3000000000000007,,14.0,49.5,,17.7,411.0,1.0,-2.0,-2.3000000000000007,,14.0
2233,Mumbai,Industrial,20000030,2000,3,62.6,,15.0,398.0,-2.6999999999999997,13.1,,-13.0,62.6,,15.0,398.0,13.100000000000001,-2.6999999999999993,,-13.0,62.6,,15.0,398.0,1.0,13.100000000000001,-2.6999999999999993,,-13.0
2234,Mumbai,Industrial,20000040,2000,4,21.8,,9.7,220.0,-5.300000000000002,-40.8,,-178.0,21.8,,9.7,220.0,-40.8,-5.300000000000001,,-178.0,21.8,,9.7,220.0,1.0,-40.8,-5.300000000000001,,-178.0
2235,Mumbai,Industrial,20000050,2000,5,16.2,,7.7,148.0,-1.9999999999999991,-5.600000000000001,,-72.0,16.2,,7.7,148.0,-5.600000000000001,-1.9999999999999991,,-72.0,16.2,,7.7,148.0,1.0,-5.600000000000001,-1.9999999999999991,,-72.0
2236,Mumbai,Industrial,20000060,2000,6,6.5,,9.1,163.0,1.3999999999999997,-9.7,,15.0,6.5,,9.1,163.0,-9.7,1.3999999999999995,,15.0,6.5,,9.1,163.0,1.0,-9.7,1.3999999999999995,,15.0
2237,Mumbai,Industrial,20000070,2000,7,9.6,,8.9,167.0,-0.1999999999999993,3.1,,4.0,9.6,,8.9,167.0,3.0999999999999996,-0.1999999999999993,,4.0,9.6,,8.9,167.0,1.0,3.0999999999999996,-0.1999999999999993,,4.0
2238,Mumbai,Industrial,20000080,2000,8,13.4,,7.2,112.0,-1.7000000000000002,3.8000000000000007,,-55.0,13.4,,7.2,112.0,3.8000000000000007,-1.7000000000000002,,-55.0,13.4,,7.2,112.0,1.0,3.8000000000000007,-1.7000000000000002,,-55.0
2239,Mumbai,Industrial,20000090,2000,9,17.9,,8.6,185.0,1.3999999999999997,4.499999999999998,,73.0,17.9,,8.6,185.0,4.499999999999998,1.3999999999999995,,73.0,17.9,,8.6,185.0,1.0,4.499999999999998,1.3999999999999995,,73.0
2240,Mumbai,Industrial,20000100,2000,10,30.8,,11.7,238.0,3.1,12.900000000000002,,53.0,30.8,,11.7,238.0,12.900000000000002,3.0999999999999996,,53.0,30.8,,11.7,238.0,1.0,12.900000000000002,3.0999999999999996,,53.0
2241,Mumbai,Industrial,20000110,2000,11,49.1,,13.1,363.0,1.4000000000000004,18.3,,125.0,49.1,,13.1,363.0,18.3,1.4000000000000004,,125.0,49.1,,13.1,363.0,1.0,18.3,1.4000000000000004,,125.0
2242,Mumbai,Industrial,20000120,2000,12,40.8,,12.0,510.0,-1.0999999999999996,-8.300000000000004,,147.0,40.8,,12.0,510.0,-8.300000000000004,-1.0999999999999996,,147.0,40.8,,12.0,510.0,1.0,-8.300000000000004,-1.0999999999999996,,147.0
2243,Mumbai,Industrial,20010010,2001,1,59.8,,10.6,396.0,-1.4000000000000004,19.0,,-114.0,59.8,,10.6,396.0,19.0,-1.4000000000000004,,-114.0,59.8,,10.6,396.0,-11.0,19.0,-1.4000000000000004,,-114.0
2244,Mumbai,Industrial,20010020,2001,2,56.6,,7.7,510.0,-2.8999999999999995,-3.199999999999996,,114.0,56.6,,7.7,510.0,-3.1999999999999957,-2.8999999999999995,,114.0,56.6,,7.7,510.0,1.0,-3.1999999999999957,-2.8999999999999995,,114.0
2245,Mumbai,Industrial,20010030,2001,3,46.6,,12.7,230.0,4.999999999999999,-10.0,,-280.0,46.6,,12.7,230.0,-10.0,4.999999999999999,,-280.0,46.6,,12.7,230.0,1.0,-10.0,4.999999999999999,,-280.0
2246,Mumbai,Industrial,20010040,2001,4,24.8,,13.6,231.0,0.9000000000000004,-21.8,,1.0,24.8,,13.6,231.0,-21.8,0.9000000000000004,,1.0,24.8,,13.6,231.0,1.0,-21.8,0.9000000000000004,,1.0
2247,Mumbai,Industrial,20010050,2001,5,20.7,,6.5,132.0,-7.1,-4.100000000000001,,-99.0,20.7,,6.5,132.0,-4.100000000000001,-7.1,,-99.0,20.7,,6.5,132.0,1.0,-4.100000000000001,-7.1,,-99.0
2248,Mumbai,Industrial,20010060,2001,6,9.4,,8.1,186.0,1.5999999999999996,-11.3,,54.0,9.4,,8.1,186.0,-11.299999999999999,1.5999999999999996,,54.0,9.4,,8.1,186.0,1.0,-11.299999999999999,1.5999999999999996,,54.0
2249,Mumbai,Industrial,20010070,2001,7,10.3,,7.4,172.0,-0.6999999999999993,0.9000000000000004,,-14.0,10.3,,7.4,172.0,0.9000000000000004,-0.6999999999999993,,-14.0,10.3,,7.4,172.0,1.0,0.9000000000000004,-0.6999999999999993,,-14.0
2250,Mumbai,Industrial,20010080,2001,8,8.6,,6.0,166.0,-1.4000000000000004,-1.7000000000000008,,-6.0,8.6,,6.0,166.0,-1.700000000000001,-1.4000000000000004,,-6.0,8.6,,6.0,166.0,1.0,-1.700000000000001,-1.4000000000000004,,-6.0
2251,Mumbai,Industrial,20010090,2001,9,17.3,,10.0,117.0,4.0,8.700000000000001,,-49.0,17.3,,10.0,117.0,8.700000000000001,4.0,,-49.0,17.3,,10.0,117.0,1.0,8.700000000000001,4.0,,-49.0
2252,Mumbai,Industrial,20010100,2001,10,20.9,,19.2,167.0,9.2,3.5999999999999983,,50.0,20.9,,19.2,167.0,3.599999999999998,9.2,,50.0,20.9,,19.2,167.0,1.0,3.599999999999998,9.2,,50.0
2253,Mumbai,Industrial,20010110,2001,11,21.4,,14.6,243.0,-4.6,0.5,,76.0,21.4,,14.6,243.0,0.5,-4.6,,76.0,21.4,,14.6,243.0,1.0,0.5,-4.6,,76.0
2254,Mumbai,Industrial,20010120,2001,12,36.9,,26.5,250.0,11.9,15.5,,7.0,36.9,,26.5,250.0,15.5,11.9,,7.0,36.9,,26.5,250.0,1.0,15.5,11.9,,7.0
2255,Mumbai,Industrial,20020010,2002,1,26.3,,13.6,212.0,-12.9,-10.599999999999998,,-38.0,26.3,,13.6,212.0,-10.599999999999998,-12.9,,-38.0,26.3,,13.6,212.0,-11.0,-10.599999999999998,-12.9,,-38.0
2256,Mumbai,Industrial,20020020,2002,2,23.3,,12.6,265.0,-1.0,-3.0,,53.0,23.3,,12.6,265.0,-3.0,-1.0,,53.0,23.3,,12.6,265.0,1.0,-3.0,-1.0,,53.0
2257,Mumbai,Industrial,20020030,2002,3,14.5,,7.5,177.0,-5.1,-8.8,,-88.0,14.5,,7.5,177.0,-8.8,-5.1,,-88.0,14.5,,7.5,177.0,1.0,-8.8,-5.1,,-88.0
2258,Mumbai,Industrial,20020040,2002,4,14.3,,7.5,173.0,0.0,-0.1999999999999993,,-4.0,14.3,,7.5,173.0,-0.1999999999999993,0.0,,-4.0,14.3,,7.5,173.0,1.0,-0.1999999999999993,0.0,,-4.0
2259,Mumbai,Industrial,20020050,2002,5,8.3,,7.5,101.0,0.0,-6.0,,-72.0,8.3,,7.5,101.0,-6.0,0.0,,-72.0,8.3,,7.5,101.0,1.0,-6.0,0.0,,-72.0
2260,Mumbai,Industrial,20020060,2002,6,7.4,,6.9,114.0,-0.5999999999999996,-0.9000000000000004,,13.0,7.4,,6.9,114.0,-0.9000000000000004,-0.5999999999999996,,13.0,7.4,,6.9,114.0,1.0,-0.9000000000000004,-0.5999999999999996,,13.0
2261,Mumbai,Industrial,20020070,2002,7,4.5,,6.5,102.0,-0.4000000000000004,-2.9000000000000004,,-12.0,4.5,,6.5,102.0,-2.9000000000000004,-0.40000000000000036,,-12.0,4.5,,6.5,102.0,1.0,-2.9000000000000004,-0.40000000000000036,,-12.0
2262,Mumbai,Industrial,20020080,2002,8,7.4,,10.3,105.0,3.8000000000000007,2.9000000000000004,,3.0,7.4,,10.3,105.0,2.9000000000000004,3.8000000000000007,,3.0,7.4,,10.3,105.0,1.0,2.9000000000000004,3.8000000000000007,,3.0
2263,Mumbai,Industrial,20020090,2002,9,11.1,,13.9,79.0,3.6,3.6999999999999993,,-26.0,11.1,,13.9,79.0,3.6999999999999993,3.5999999999999996,,-26.0,11.1,,13.9,79.0,1.0,3.6999999999999993,3.5999999999999996,,-26.0
2264,Mumbai,Industrial,20020100,2002,10,24.1,,17.0,183.0,3.1,13.000000000000002,,104.0,24.1,,17.0,183.0,13.000000000000002,3.0999999999999996,,104.0,24.1,,17.0,183.0,1.0,13.000000000000002,3.0999999999999996,,104.0
2265,Mumbai,Industrial,20020110,2002,11,34.6,,7.2,248.0,-9.8,10.5,,65.0,34.6,,7.2,248.0,10.5,-9.8,,65.0,34.6,,7.2,248.0,1.0,10.5,-9.8,,65.0
2266,Mumbai,Industrial,20020120,2002,12,27.55,,7.85,219.0,0.6499999999999995,-7.050000000000003,,-29.0,19.75,,6.37,179.8,-14.850000000000001,-0.8300000000000001,,-68.19999999999999,35.35,,9.33,258.2,1.0,0.75,2.13,,10.199999999999989
2267,Mumbai,Industrial,20040010,2004,1,,,,70.85,,,,-148.15,,,,22.36,,,,-157.44,,,,216.8,-11.0,,,,-41.39999999999998
2268,Mumbai,Industrial,20040020,2004,2,,,,85.0,,,,14.150000000000004,,,,67.35,,,,44.989999999999995,,,,135.85,1.0,,,,-80.95000000000002
