City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,year_number_diff,NO2_Median_YOY_diff,NO2_Median,Median_NO2_MOM_diff
Aurangabad,Sensitive Area,20080020,2008,2,1,2.4,15.8,-1
Aurangabad,Sensitive Area,20090020,2009,2,1,12.85,28.65,4.05
Aurangabad,Sensitive Area,20100020,2010,2,1,-7.15,21.5,0.5
Aurangabad,Sensitive Area,20110020,2011,2,1,10.5,32,0
Aurangabad,Sensitive Area,20120020,2012,2,1,-0.5,31.5,-8.5
Aurangabad,Sensitive Area,20130020,2013,2,1,12.5,44,4
Aurangabad,Sensitive Area,20140020,2014,2,1,-8,36,-6.5
Aurangabad,Sensitive Area,20150020,2015,2,1,5,41,-11.5
Aurangabad,Sensitive Area,20060030,2006,3,-9,,12.75,-3.95
Aurangabad,Sensitive Area,20070030,2007,3,1,0.45,13.2,-0.2
Aurangabad,Sensitive Area,20080030,2008,3,1,0.8,14,-1.8
Aurangabad,Sensitive Area,20090030,2009,3,1,12,26,-2.65
Aurangabad,Sensitive Area,20100030,2010,3,1,-6,20,-1.5
Aurangabad,Sensitive Area,20110030,2011,3,1,14,34,2
Aurangabad,Sensitive Area,20120030,2012,3,1,-7.5,26.5,-5
Aurangabad,Sensitive Area,20130030,2013,3,1,8.5,35,-9
Aurangabad,Sensitive Area,20140030,2014,3,1,6,41,5
Aurangabad,Sensitive Area,20150030,2015,3,1,-10.5,30.5,-10.5
Aurangabad,Sensitive Area,20060040,2006,4,-9,,14.8,2.05
Aurangabad,Sensitive Area,20070040,2007,4,1,-0.8,14,0.8
Aurangabad,Sensitive Area,20080040,2008,4,1,2.2,16.2,2.2
Aurangabad,Sensitive Area,20090040,2009,4,1,8.25,24.45,-1.55
Aurangabad,Sensitive Area,20100040,2010,4,1,-5.45,19,-1
Aurangabad,Sensitive Area,20110040,2011,4,1,7.5,26.5,-7.5
Aurangabad,Sensitive Area,20120040,2012,4,1,0.5,27,0.5
Aurangabad,Sensitive Area,20130040,2013,4,1,7,34,-1
Aurangabad,Sensitive Area,20140040,2014,4,1,0,34,-7
Aurangabad,Sensitive Area,20150040,2015,4,1,-5.5,28.5,-2
Aurangabad,Sensitive Area,20050050,2005,5,-10,,21.3,
Aurangabad,Sensitive Area,20060050,2006,5,1,-6,15.3,0.5
Aurangabad,Sensitive Area,20070050,2007,5,1,-1.05,14.25,0.25
Aurangabad,Sensitive Area,20080050,2008,5,1,-2.95,11.3,-4.9
Aurangabad,Sensitive Area,20090050,2009,5,1,10.9,22.2,-2.25
Aurangabad,Sensitive Area,20100050,2010,5,1,-3.2,19,0
Aurangabad,Sensitive Area,20110050,2011,5,1,10.5,29.5,3
Aurangabad,Sensitive Area,20120050,2012,5,1,-3.5,26,-1
Aurangabad,Sensitive Area,20130050,2013,5,1,5,31,-3
Aurangabad,Sensitive Area,20140050,2014,5,1,3,34,0
Aurangabad,Sensitive Area,20150050,2015,5,1,-4,30,1.5
Aurangabad,Sensitive Area,20050060,2005,6,-10,,21.7,0.4
Aurangabad,Sensitive Area,20060060,2006,6,1,-5.45,16.25,0.95
Aurangabad,Sensitive Area,20070060,2007,6,1,-1.25,15,0.75
Aurangabad,Sensitive Area,20080060,2008,6,1,-0.4,14.6,3.3
Aurangabad,Sensitive Area,20090060,2009,6,1,6.8,21.4,-0.8
Aurangabad,Sensitive Area,20100060,2010,6,1,-3.9,17.5,-1.5
Aurangabad,Sensitive Area,20110060,2011,6,1,6.5,24,-5.5
Aurangabad,Sensitive Area,20120060,2012,6,1,1,25,-1
Aurangabad,Sensitive Area,20130060,2013,6,1,5,30,-1
Aurangabad,Sensitive Area,20140060,2014,6,1,-1,29,-5
Aurangabad,Sensitive Area,20150060,2015,6,1,1,30,0
Aurangabad,Sensitive Area,20060070,2006,7,-9,,12.9,-3.35
Aurangabad,Sensitive Area,20070070,2007,7,1,3.6,16.5,1.5
Aurangabad,Sensitive Area,20080070,2008,7,1,-3.1,13.4,-1.2
Aurangabad,Sensitive Area,20090070,2009,7,1,6.85,20.25,-1.15
Aurangabad,Sensitive Area,20100070,2010,7,1,-3.25,17,-0.5
Aurangabad,Sensitive Area,20110070,2011,7,1,10,27,3
Aurangabad,Sensitive Area,20120070,2012,7,1,-2.5,24.5,-0.5
Aurangabad,Sensitive Area,20130070,2013,7,1,5.5,30,0
Aurangabad,Sensitive Area,20140070,2014,7,1,-1,29,0
Aurangabad,Sensitive Area,20150070,2015,7,1,0.5,29.5,-0.5
Aurangabad,Sensitive Area,20060080,2006,8,-9,,11,-1.9
Aurangabad,Sensitive Area,20070080,2007,8,1,4,15,-1.5
Aurangabad,Sensitive Area,20080080,2008,8,1,0.6,15.6,2.2
Aurangabad,Sensitive Area,20090080,2009,8,1,5.4,21,0.75
Aurangabad,Sensitive Area,20100080,2010,8,1,-6,15,-2
Aurangabad,Sensitive Area,20110080,2011,8,1,11,26,-1
Aurangabad,Sensitive Area,20120080,2012,8,1,2.5,28.5,4
Aurangabad,Sensitive Area,20130080,2013,8,1,2.5,31,1
Aurangabad,Sensitive Area,20140080,2014,8,1,-2,29,0
Aurangabad,Sensitive Area,20150080,2015,8,1,1.5,30.5,1
Aurangabad,Sensitive Area,20060090,2006,9,-9,,10,-1
Aurangabad,Sensitive Area,20070090,2007,9,1,4.7,14.7,-0.3
Aurangabad,Sensitive Area,20080090,2008,9,1,-1.2,13.5,-2.1
Aurangabad,Sensitive Area,20090090,2009,9,1,8.7,22.2,1.2
Aurangabad,Sensitive Area,20100090,2010,9,1,-7.7,14.5,-0.5
Aurangabad,Sensitive Area,20110090,2011,9,1,14,28.5,2.5
Aurangabad,Sensitive Area,20120090,2012,9,1,-3,25.5,-3
Aurangabad,Sensitive Area,20130090,2013,9,1,3.5,29,-2
Aurangabad,Sensitive Area,20140090,2014,9,1,-1,28,-1
Aurangabad,Sensitive Area,20150090,2015,9,1,2,30,-0.5
Aurangabad,Sensitive Area,20060100,2006,10,-9,,11.5,1.5
Aurangabad,Sensitive Area,20070100,2007,10,1,4.8,16.3,1.6
Aurangabad,Sensitive Area,20080100,2008,10,1,1.1,17.4,3.9
Aurangabad,Sensitive Area,20090100,2009,10,1,5.85,23.25,1.05
Aurangabad,Sensitive Area,20100100,2010,10,1,-2.25,21,6.5
Aurangabad,Sensitive Area,20110100,2011,10,1,9,30,1.5
Aurangabad,Sensitive Area,20120100,2012,10,1,1,31,5.5
Aurangabad,Sensitive Area,20130100,2013,10,1,1,32,3
Aurangabad,Sensitive Area,20140100,2014,10,1,-3,29,1
Aurangabad,Sensitive Area,20150100,2015,10,1,2.5,31.5,1.5
Aurangabad,Sensitive Area,20060110,2006,11,-9,,14.2,2.7
Aurangabad,Sensitive Area,20070110,2007,11,1,0.1,14.3,-2
Aurangabad,Sensitive Area,20080110,2008,11,1,12.7,27,9.6
Aurangabad,Sensitive Area,20090110,2009,11,1,-4.35,22.65,-0.6
Aurangabad,Sensitive Area,20100110,2010,11,1,-2.65,20,-1
Aurangabad,Sensitive Area,20110110,2011,11,1,10,30,0
Aurangabad,Sensitive Area,20120110,2012,11,1,4,34,3
Aurangabad,Sensitive Area,20130110,2013,11,1,6,40,8
Aurangabad,Sensitive Area,20140110,2014,11,1,-12,28,-1
Aurangabad,Sensitive Area,20150110,2015,11,1,9.5,37.5,6
Aurangabad,Sensitive Area,20050120,2005,12,-10,,18.2,
Aurangabad,Sensitive Area,20060120,2006,12,1,-5.7,12.5,-1.7
Aurangabad,Sensitive Area,20070120,2007,12,1,6.4,18.9,4.6
Aurangabad,Sensitive Area,20080120,2008,12,1,3.8,22.7,-4.3
Aurangabad,Sensitive Area,20090120,2009,12,1,0.55,23.25,0.6
Aurangabad,Sensitive Area,20100120,2010,12,1,0.75,24,4
Aurangabad,Sensitive Area,20110120,2011,12,1,8,32,2
Aurangabad,Sensitive Area,20120120,2012,12,1,6.5,38.5,4.5
Aurangabad,Sensitive Area,20130120,2013,12,1,7.5,46,6
Aurangabad,Sensitive Area,20140120,2014,12,1,-8,38,10
Aurangabad,Sensitive Area,20150120,2015,12,1,5.5,43.5,6
Aurangabad,Unknown,19940010,1994,1,,,16.5,2.4
Aurangabad,Unknown,19940020,1994,2,0,,19.05,2.55
Aurangabad,Unknown,19940030,1994,3,0,,18.55,-0.5
Aurangabad,Unknown,19940040,1994,4,0,,20.6,2.05
Aurangabad,Unknown,19940050,1994,5,0,,24.95,4.35
Aurangabad,Unknown,19940060,1994,6,0,,15.15,-9.8
Aurangabad,Unknown,19940070,1994,7,0,,16.8,1.65
Aurangabad,Unknown,19940080,1994,8,0,,19.25,2.45
Aurangabad,Unknown,19940090,1994,9,0,,18.7,-0.55
Aurangabad,Unknown,19940110,1994,11,0,,17.2,
Aurangabad,Unknown,19930120,1993,12,-1,,14.1,
Badlapur,Industrial,20100010,2010,1,,,52,
Badlapur,Industrial,20110010,2011,1,1,37,89,24
Badlapur,Industrial,20120010,2012,1,1,1.5,90.5,-2.5
Badlapur,Industrial,20130010,2013,1,1,-21.5,69,-19.5
Badlapur,Industrial,20140010,2014,1,1,17,86,49.5
Badlapur,Industrial,20150010,2015,1,1,-52,34,2
Badlapur,Industrial,20100020,2010,2,-5,,69,17
Badlapur,Industrial,20110020,2011,2,1,-17,52,-37
Badlapur,Industrial,20120020,2012,2,1,33.5,85.5,-5
Badlapur,Industrial,20130020,2013,2,1,-35,50.5,-18.5
Badlapur,Industrial,20140020,2014,2,1,-2.5,48,-38
Badlapur,Industrial,20150020,2015,2,1,-7.5,40.5,6.5
Badlapur,Industrial,20100030,2010,3,-5,,66,-3
Badlapur,Industrial,20110030,2011,3,1,9,75,23
Badlapur,Industrial,20120030,2012,3,1,19,94,8.5
Badlapur,Industrial,20130030,2013,3,1,-42,52,1.5
Badlapur,Industrial,20140030,2014,3,1,-4,48,0
Badlapur,Industrial,20150030,2015,3,1,-7,41,0.5
Badlapur,Industrial,20100040,2010,4,-5,,94,28
Badlapur,Industrial,20110040,2011,4,1,-12,82,7
Badlapur,Industrial,20120040,2012,4,1,-22,60,-34
Badlapur,Industrial,20130040,2013,4,1,-3.5,56.5,4.5
Badlapur,Industrial,20140040,2014,4,1,-9.5,47,-1
Badlapur,Industrial,20150040,2015,4,1,1,48,7
Badlapur,Industrial,20100050,2010,5,-5,,91,-3
Badlapur,Industrial,20110050,2011,5,1,-7,84,2
Badlapur,Industrial,20120050,2012,5,1,9.5,93.5,33.5
Badlapur,Industrial,20130050,2013,5,1,-54.5,39,-17.5
Badlapur,Industrial,20140050,2014,5,1,21,60,13
Badlapur,Industrial,20150050,2015,5,1,-4,56,8
Badlapur,Industrial,20100060,2010,6,-5,,65,-26
Badlapur,Industrial,20110060,2011,6,1,-18,47,-37
Badlapur,Industrial,20120060,2012,6,1,31,78,-15.5
Badlapur,Industrial,20130060,2013,6,1,-36,42,3
Badlapur,Industrial,20140060,2014,6,1,16,58,-2
Badlapur,Industrial,20150060,2015,6,1,-11,47,-9
Badlapur,Industrial,20100070,2010,7,-5,,10,-55
Badlapur,Industrial,20110070,2011,7,1,57.5,67.5,20.5
Badlapur,Industrial,20120070,2012,7,1,17.5,85,7
Badlapur,Industrial,20130070,2013,7,1,-43,42,0
Badlapur,Industrial,20140070,2014,7,1,52,94,36
Badlapur,Industrial,20150070,2015,7,1,-42,52,5
Badlapur,Industrial,20100080,2010,8,-5,,42,32
Badlapur,Industrial,20110080,2011,8,1,10,52,-15.5
Badlapur,Industrial,20120080,2012,8,1,24,76,-9
Badlapur,Industrial,20130080,2013,8,1,-40,36,-6
Badlapur,Industrial,20140080,2014,8,1,28,64,-30
Badlapur,Industrial,20150080,2015,8,1,-13.5,50.5,-1.5
Badlapur,Industrial,20100090,2010,9,-5,,75.5,33.5
Badlapur,Industrial,20110090,2011,9,1,-45,30.5,-21.5
Badlapur,Industrial,20120090,2012,9,1,34,64.5,-11.5
Badlapur,Industrial,20130090,2013,9,1,-26.5,38,2
Badlapur,Industrial,20140090,2014,9,1,-4,34,-30
Badlapur,Industrial,20150090,2015,9,1,18,52,1.5
Badlapur,Industrial,20100100,2010,10,-5,,71,-4.5
Badlapur,Industrial,20110100,2011,10,1,9,80,49.5
Badlapur,Industrial,20120100,2012,10,1,14,94,29.5
Badlapur,Industrial,20130100,2013,10,1,-63.5,30.5,-7.5
Badlapur,Industrial,20140100,2014,10,1,8.5,39,5
Badlapur,Industrial,20150100,2015,10,1,20,59,7
Badlapur,Industrial,20100110,2010,11,-5,,67,-4
Badlapur,Industrial,20110110,2011,11,1,5.5,72.5,-7.5
Badlapur,Industrial,20120110,2012,11,1,10.5,83,-11
Badlapur,Industrial,20130110,2013,11,1,-42,41,10.5
Badlapur,Industrial,20140110,2014,11,1,-3.5,37.5,-1.5
Badlapur,Industrial,20150110,2015,11,1,18,55.5,-3.5
Badlapur,Industrial,20100120,2010,12,-5,,65,-2
Badlapur,Industrial,20110120,2011,12,1,28,93,20.5
Badlapur,Industrial,20120120,2012,12,1,-4.5,88.5,5.5
Badlapur,Industrial,20130120,2013,12,1,-52,36.5,-4.5
Badlapur,Industrial,20140120,2014,12,1,-4.5,32,-5.5
Badlapur,Industrial,20150120,2015,12,1,52.5,84.5,29
Chandrapur,Industrial,19960010,1996,1,,,44,-21.8
Chandrapur,Industrial,19970010,1997,1,1,11.3,55.3,5.3
Chandrapur,Industrial,19980010,1998,1,1,-5.2,50.1,1.3
Chandrapur,Industrial,19990010,1999,1,1,5.3,55.4,0.7
Chandrapur,Industrial,20000010,2000,1,1,-1.6,53.8,1
Chandrapur,Industrial,20010010,2001,1,1,-1,52.8,-1.5
Chandrapur,Industrial,20020010,2002,1,1,-0.7,52.1,-1.4
Chandrapur,Industrial,20050010,2005,1,3,,40.75,6.9
Chandrapur,Industrial,20060010,2006,1,1,-4.45,36.3,-1.05
Chandrapur,Industrial,20070010,2007,1,1,4.7,41,-2.55
Chandrapur,Industrial,20080010,2008,1,1,13.5,54.5,3.9
Chandrapur,Industrial,20090010,2009,1,1,-14.75,39.75,-8.75
Chandrapur,Industrial,20100010,2010,1,1,-11.75,28,-8.7
Chandrapur,Industrial,20110010,2011,1,1,0.5,28.5,2.5
Chandrapur,Industrial,20120010,2012,1,1,-2,26.5,-3.5
Chandrapur,Industrial,20130010,2013,1,1,-10,16.5,-4.5
Chandrapur,Industrial,20140010,2014,1,1,9,25.5,3.5
Chandrapur,Industrial,20150010,2015,1,1,-9,16.5,-5.5
Chandrapur,Industrial,19960020,1996,2,-19,,36.7,-7.3
Chandrapur,Industrial,19970020,1997,2,1,21.4,58.1,2.8
Chandrapur,Industrial,19980020,1998,2,1,-16.3,41.8,-8.3
Chandrapur,Industrial,19990020,1999,2,1,14.1,55.9,0.5
Chandrapur,Industrial,20000020,2000,2,1,-3.8,52.1,-1.7
Chandrapur,Industrial,20010020,2001,2,1,-0.9,51.2,-1.6
Chandrapur,Industrial,20020020,2002,2,1,0.8,52,-0.1
Chandrapur,Industrial,20050020,2005,2,3,,40.8,0.05
Chandrapur,Industrial,20060020,2006,2,1,-0.45,40.35,4.05
Chandrapur,Industrial,20070020,2007,2,1,3.05,43.4,2.4
Chandrapur,Industrial,20080020,2008,2,1,16.4,59.8,5.3
Chandrapur,Industrial,20090020,2009,2,1,-18.8,41,1.25
Chandrapur,Industrial,20100020,2010,2,1,-22.5,18.5,-9.5
Chandrapur,Industrial,20110020,2011,2,1,4.5,23,-5.5
Chandrapur,Industrial,20120020,2012,2,1,5,28,1.5
Chandrapur,Industrial,20130020,2013,2,1,-16,12,-4.5
Chandrapur,Industrial,20140020,2014,2,1,15,27,1.5
Chandrapur,Industrial,20150020,2015,2,1,-8,19,2.5
Chandrapur,Industrial,19960030,1996,3,-19,,42,5.3
Chandrapur,Industrial,19970030,1997,3,1,15.2,57.2,-0.9
Chandrapur,Industrial,19980030,1998,3,1,-4.3,52.9,11.1
Chandrapur,Industrial,19990030,1999,3,1,0.4,53.3,-2.6
Chandrapur,Industrial,20000030,2000,3,1,-1,52.3,0.2
Chandrapur,Industrial,20020030,2002,3,2,,52.3,0.3
Chandrapur,Industrial,20050030,2005,3,3,,41.9,1.1
Chandrapur,Industrial,20060030,2006,3,1,-4.6,37.3,-3.05
Chandrapur,Industrial,20070030,2007,3,1,14,51.3,7.9
Chandrapur,Industrial,20080030,2008,3,1,8.35,59.65,-0.15
Chandrapur,Industrial,20090030,2009,3,1,-14.65,45,4
Chandrapur,Industrial,20100030,2010,3,1,-17,28,9.5
Chandrapur,Industrial,20110030,2011,3,1,-3,25,2
Chandrapur,Industrial,20120030,2012,3,1,-4,21,-7
Chandrapur,Industrial,20130030,2013,3,1,-4.5,16.5,4.5
Chandrapur,Industrial,20140030,2014,3,1,9.5,26,-1
Chandrapur,Industrial,20150030,2015,3,1,-13,13,-6
Chandrapur,Industrial,19960040,1996,4,-19,,41.4,-0.6
Chandrapur,Industrial,19970040,1997,4,1,13.9,55.3,-1.9
Chandrapur,Industrial,19980040,1998,4,1,-6.4,48.9,-4
Chandrapur,Industrial,20000040,2000,4,2,,51.7,-0.6
Chandrapur,Industrial,20020040,2002,4,2,,49,-3.3
Chandrapur,Industrial,20050040,2005,4,3,,45.7,3.8
Chandrapur,Industrial,20060040,2006,4,1,-8.2,37.5,0.2
Chandrapur,Industrial,20070040,2007,4,1,11.9,49.4,-1.9
Chandrapur,Industrial,20080040,2008,4,1,4.95,54.35,-5.3
Chandrapur,Industrial,20090040,2009,4,1,-7.7,46.65,1.65
Chandrapur,Industrial,20100040,2010,4,1,-27.15,19.5,-8.5
Chandrapur,Industrial,20110040,2011,4,1,12.5,32,7
Chandrapur,Industrial,20120040,2012,4,1,-19,13,-8
Chandrapur,Industrial,20130040,2013,4,1,0,13,-3.5
Chandrapur,Industrial,20140040,2014,4,1,7.5,20.5,-5.5
Chandrapur,Industrial,20150040,2015,4,1,-6.5,14,1
Chandrapur,Industrial,19960050,1996,5,-19,,46.5,5.1
Chandrapur,Industrial,19970050,1997,5,1,3.3,49.8,-5.5
Chandrapur,Industrial,19980050,1998,5,1,,,
Chandrapur,Industrial,19990050,1999,5,1,,52.7,
Chandrapur,Industrial,20000050,2000,5,1,0.3,53,1.3
Chandrapur,Industrial,20020050,2002,5,2,,49.8,0.8
Chandrapur,Industrial,20050050,2005,5,3,,39.65,-6.05
Chandrapur,Industrial,20060050,2006,5,1,-0.55,39.1,1.6
Chandrapur,Industrial,20070050,2007,5,1,6.6,45.7,-3.7
Chandrapur,Industrial,20080050,2008,5,1,15.8,61.5,7.15
Chandrapur,Industrial,20090050,2009,5,1,-14.4,47.1,0.45
Chandrapur,Industrial,20100050,2010,5,1,-31.1,16,-3.5
Chandrapur,Industrial,20110050,2011,5,1,7,23,-9
Chandrapur,Industrial,20120050,2012,5,1,-10,13,0
Chandrapur,Industrial,20130050,2013,5,1,1,14,1
Chandrapur,Industrial,20140050,2014,5,1,3,17,-3.5
Chandrapur,Industrial,20150050,2015,5,1,-6,11,-3
Chandrapur,Industrial,19960060,1996,6,-19,,43.9,-2.6
Chandrapur,Industrial,19970060,1997,6,1,12.4,56.3,6.5
Chandrapur,Industrial,19980060,1998,6,1,5,61.3,
Chandrapur,Industrial,19990060,1999,6,1,-3.5,57.8,5.1
Chandrapur,Industrial,20000060,2000,6,1,-7.4,50.4,-2.6
Chandrapur,Industrial,20020060,2002,6,2,,48.8,-1
Chandrapur,Industrial,20050060,2005,6,3,,37.4,-2.25
Chandrapur,Industrial,20060060,2006,6,1,1.4,38.8,-0.3
Chandrapur,Industrial,20070060,2007,6,1,14.9,53.7,8
Chandrapur,Industrial,20080060,2008,6,1,-0.5,53.2,-8.3
Chandrapur,Industrial,20090060,2009,6,1,-14.85,38.35,-8.75
Chandrapur,Industrial,20100060,2010,6,1,-8.35,30,14
Chandrapur,Industrial,20110060,2011,6,1,-10,20,-3
Chandrapur,Industrial,20120060,2012,6,1,-5,15,2
Chandrapur,Industrial,20130060,2013,6,1,0,15,1
Chandrapur,Industrial,20140060,2014,6,1,9.5,24.5,7.5
Chandrapur,Industrial,20150060,2015,6,1,-14,10.5,-0.5
Chandrapur,Industrial,19960070,1996,7,-19,,44.2,0.3
Chandrapur,Industrial,19970070,1997,7,1,11.3,55.5,-0.8
Chandrapur,Industrial,19980070,1998,7,1,-18.6,36.9,-24.4
Chandrapur,Industrial,19990070,1999,7,1,19.2,56.1,-1.7
Chandrapur,Industrial,20000070,2000,7,1,-1.7,54.4,4
Chandrapur,Industrial,20020070,2002,7,2,,49.3,0.5
Chandrapur,Industrial,20050070,2005,7,3,,35.5,-1.9
Chandrapur,Industrial,20060070,2006,7,1,6.9,42.4,3.6
Chandrapur,Industrial,20070070,2007,7,1,1.4,43.8,-9.9
Chandrapur,Industrial,20080070,2008,7,1,15.25,59.05,5.85
Chandrapur,Industrial,20090070,2009,7,1,-43.5,15.55,-22.8
Chandrapur,Industrial,20100070,2010,7,1,-0.05,15.5,-14.5
Chandrapur,Industrial,20110070,2011,7,1,4.5,20,0
Chandrapur,Industrial,20120070,2012,7,1,0,20,5
Chandrapur,Industrial,20130070,2013,7,1,-5.5,14.5,-0.5
Chandrapur,Industrial,20140070,2014,7,1,4.5,19,-5.5
Chandrapur,Industrial,20150070,2015,7,1,0,19,8.5
Chandrapur,Industrial,19960080,1996,8,-19,,40.9,-3.3
Chandrapur,Industrial,19970080,1997,8,1,15.6,56.5,1
Chandrapur,Industrial,19980080,1998,8,1,-5.5,51,14.1
Chandrapur,Industrial,19990080,1999,8,1,3,54,-2.1
Chandrapur,Industrial,20000080,2000,8,1,-1.3,52.7,-1.7
Chandrapur,Industrial,20020080,2002,8,2,,39.1,-10.2
Chandrapur,Industrial,20050080,2005,8,3,,37.5,2
Chandrapur,Industrial,20060080,2006,8,1,6.2,43.7,1.3
Chandrapur,Industrial,20070080,2007,8,1,0.65,44.35,0.55
Chandrapur,Industrial,20080080,2008,8,1,11.85,56.2,-2.85
Chandrapur,Industrial,20090080,2009,8,1,-39.2,17,1.45
Chandrapur,Industrial,20100080,2010,8,1,-1,16,0.5
Chandrapur,Industrial,20110080,2011,8,1,0,16,-4
Chandrapur,Industrial,20120080,2012,8,1,-3,13,-7
Chandrapur,Industrial,20130080,2013,8,1,-0.5,12.5,-2
Chandrapur,Industrial,20140080,2014,8,1,7.5,20,1
Chandrapur,Industrial,20150080,2015,8,1,-1,19,0
Chandrapur,Industrial,19960090,1996,9,-19,,41.7,0.8
Chandrapur,Industrial,19970090,1997,9,1,12.8,54.5,-2
Chandrapur,Industrial,19980090,1998,9,1,-3.4,51.1,0.1
Chandrapur,Industrial,19990090,1999,9,1,2.9,54,0
Chandrapur,Industrial,20000090,2000,9,1,-2.6,51.4,-1.3
Chandrapur,Industrial,20010090,2001,9,1,1.7,53.1,
Chandrapur,Industrial,20020090,2002,9,1,-25.6,27.5,-11.6
Chandrapur,Industrial,20050090,2005,9,3,,33,-4.5
Chandrapur,Industrial,20060090,2006,9,1,6.3,39.3,-4.4
Chandrapur,Industrial,20070090,2007,9,1,4.4,43.7,-0.65
Chandrapur,Industrial,20080090,2008,9,1,18.1,61.8,5.6
Chandrapur,Industrial,20090090,2009,9,1,-41.3,20.5,3.5
Chandrapur,Industrial,20100090,2010,9,1,-1,19.5,3.5
Chandrapur,Industrial,20110090,2011,9,1,-5.5,14,-2
Chandrapur,Industrial,20120090,2012,9,1,-4,10,-3
Chandrapur,Industrial,20130090,2013,9,1,7,17,4.5
Chandrapur,Industrial,20140090,2014,9,1,0,17,-3
Chandrapur,Industrial,20150090,2015,9,1,5,22,3
Chandrapur,Industrial,19960100,1996,10,-19,,43,1.3
Chandrapur,Industrial,19970100,1997,10,1,7.5,50.5,-4
Chandrapur,Industrial,19980100,1998,10,1,4,54.5,3.4
Chandrapur,Industrial,19990100,1999,10,1,-1.2,53.3,-0.7
Chandrapur,Industrial,20000100,2000,10,1,-1.1,52.2,0.8
Chandrapur,Industrial,20010100,2001,10,1,-0.8,51.4,-1.7
Chandrapur,Industrial,20020100,2002,10,1,-23.2,28.2,0.7
Chandrapur,Industrial,20050100,2005,10,3,,33.65,0.65
Chandrapur,Industrial,20060100,2006,10,1,7.2,40.85,1.55
Chandrapur,Industrial,20070100,2007,10,1,3.15,44,0.3
Chandrapur,Industrial,20080100,2008,10,1,15.8,59.8,-2
Chandrapur,Industrial,20090100,2009,10,1,-26.8,33,12.5
Chandrapur,Industrial,20100100,2010,10,1,-4.5,28.5,9
Chandrapur,Industrial,20110100,2011,10,1,-5.5,23,9
Chandrapur,Industrial,20120100,2012,10,1,-15,8,-2
Chandrapur,Industrial,20130100,2013,10,1,19,27,10
Chandrapur,Industrial,20140100,2014,10,1,-15.5,11.5,-5.5
Chandrapur,Industrial,20150100,2015,10,1,3,14.5,-7.5
Chandrapur,Industrial,19960110,1996,11,-19,,29.9,-13.1
Chandrapur,Industrial,19970110,1997,11,1,23.2,53.1,2.6
Chandrapur,Industrial,19980110,1998,11,1,5,58.1,3.6
Chandrapur,Industrial,19990110,1999,11,1,-4,54.1,0.8
Chandrapur,Industrial,20000110,2000,11,1,-0.3,53.8,1.6
Chandrapur,Industrial,20010110,2001,11,1,-1.8,52,0.6
Chandrapur,Industrial,20020110,2002,11,1,-24.9,27.1,-1.1
Chandrapur,Industrial,20050110,2005,11,3,,34.7,1.05
Chandrapur,Industrial,20060110,2006,11,1,5.1,39.8,-1.05
Chandrapur,Industrial,20070110,2007,11,1,2.05,41.85,-2.15
Chandrapur,Industrial,20080110,2008,11,1,21.65,63.5,3.7
Chandrapur,Industrial,20090110,2009,11,1,-29.1,34.4,1.4
Chandrapur,Industrial,20100110,2010,11,1,-9.4,25,-3.5
Chandrapur,Industrial,20110110,2011,11,1,-9,16,-7
Chandrapur,Industrial,20120110,2012,11,1,-6,10,2
Chandrapur,Industrial,20130110,2013,11,1,22.5,32.5,5.5
Chandrapur,Industrial,20140110,2014,11,1,-18,14.5,3
Chandrapur,Industrial,20150110,2015,11,1,5.5,20,5.5
Chandrapur,Industrial,19940120,1994,12,-21,,65.8,
Chandrapur,Industrial,19960120,1996,12,2,,50,20.1
Chandrapur,Industrial,19970120,1997,12,1,-1.2,48.8,-4.3
Chandrapur,Industrial,19980120,1998,12,1,5.9,54.7,-3.4
Chandrapur,Industrial,19990120,1999,12,1,-1.9,52.8,-1.3
Chandrapur,Industrial,20000120,2000,12,1,1.5,54.3,0.5
Chandrapur,Industrial,20010120,2001,12,1,-0.8,53.5,1.5
Chandrapur,Industrial,20020120,2002,12,1,-19.65,33.85,6.75
Chandrapur,Industrial,20050120,2005,12,3,,37.35,2.65
Chandrapur,Industrial,20060120,2006,12,1,6.2,43.55,3.75
Chandrapur,Industrial,20070120,2007,12,1,7.05,50.6,8.75
Chandrapur,Industrial,20080120,2008,12,1,-2.1,48.5,-15
Chandrapur,Industrial,20090120,2009,12,1,-11.8,36.7,2.3
Chandrapur,Industrial,20100120,2010,12,1,-10.7,26,1
Chandrapur,Industrial,20110120,2011,12,1,4,30,14
Chandrapur,Industrial,20120120,2012,12,1,-9,21,11
Chandrapur,Industrial,20130120,2013,12,1,1,22,-10.5
Chandrapur,Industrial,20140120,2014,12,1,0,22,7.5
Chandrapur,Industrial,20150120,2015,12,1,-4,18,-2
Chandrapur,Residential,19960010,1996,1,,,21.1,-34.2
Chandrapur,Residential,19970010,1997,1,1,35.3,56.4,4.5
Chandrapur,Residential,19980010,1998,1,1,-5.3,51.1,2.9
