City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,year_number_diff,NO2_Median_YOY_diff,NO2_Median,Median_NO2_MOM_diff
Nagpur,Industrial,19930030,1993,3,1,5.7,26.8,-1.4
Nagpur,Industrial,19940030,1994,3,1,-8.2,18.6,-1.1
Nagpur,Industrial,19950030,1995,3,1,-5,13.6,1.7
Nagpur,Industrial,19960030,1996,3,1,2.55,16.15,0.35
Nagpur,Industrial,19970030,1997,3,1,2.25,18.4,-10.25
Nagpur,Industrial,19980030,1998,3,1,-4.25,14.15,-1.55
Nagpur,Industrial,19990030,1999,3,1,10.25,24.4,8
Nagpur,Industrial,20000030,2000,3,1,-6,18.4,3.6
Nagpur,Industrial,20010030,2001,3,1,-1.3,17.1,-3.45
Nagpur,Industrial,20020030,2002,3,1,-1.15,15.95,0.5
Nagpur,Industrial,20030030,2003,3,1,9.05,25,10.5
Nagpur,Industrial,20040030,2004,3,1,-7.4,17.6,0.1
Nagpur,Industrial,20050030,2005,3,1,5.45,23.05,-12.25
Nagpur,Industrial,20060030,2006,3,1,7.35,30.4,0.7
Nagpur,Industrial,20070030,2007,3,1,-3.7,26.7,-2.7
Nagpur,Industrial,20080030,2008,3,1,2.25,28.95,4.95
Nagpur,Industrial,20090030,2009,3,1,3,31.95,-1.65
Nagpur,Industrial,20100030,2010,3,1,-6.95,25,-17
Nagpur,Industrial,20110030,2011,3,1,2,27,-15
Nagpur,Industrial,20120030,2012,3,1,1.5,28.5,-6.5
Nagpur,Industrial,20130030,2013,3,1,4,32.5,-2.5
Nagpur,Industrial,20140030,2014,3,1,-5.5,27,-1
Nagpur,Industrial,20150030,2015,3,1,-19,8,-28
Nagpur,Industrial,19900040,1990,4,-25,,33.55,-6.75
Nagpur,Industrial,19910040,1991,4,1,-17.35,16.2,-2.2
Nagpur,Industrial,19920040,1992,4,1,-7,9.2,-11.9
Nagpur,Industrial,19930040,1993,4,1,8.4,17.6,-9.2
Nagpur,Industrial,19940040,1994,4,1,-3.1,14.5,-4.1
Nagpur,Industrial,19950040,1995,4,1,-4.8,9.7,-3.9
Nagpur,Industrial,19960040,1996,4,1,1.35,11.05,-5.1
Nagpur,Industrial,19970040,1997,4,1,8.5,19.55,1.15
Nagpur,Industrial,19980040,1998,4,1,-5.3,14.25,0.1
Nagpur,Industrial,19990040,1999,4,1,3.5,17.75,-6.65
Nagpur,Industrial,20000040,2000,4,1,3.85,21.6,3.2
Nagpur,Industrial,20010040,2001,4,1,-6.5,15.1,-2
Nagpur,Industrial,20020040,2002,4,1,-1.05,14.05,-1.9
Nagpur,Industrial,20030040,2003,4,1,-0.05,14,-11
Nagpur,Industrial,20040040,2004,4,1,2.4,16.4,-1.2
Nagpur,Industrial,20050040,2005,4,1,5.75,22.15,-0.9
Nagpur,Industrial,20060040,2006,4,1,7.05,29.2,-1.2
Nagpur,Industrial,20070040,2007,4,1,-4.6,24.6,-2.1
Nagpur,Industrial,20080040,2008,4,1,3.9,28.5,-0.45
Nagpur,Industrial,20090040,2009,4,1,4,32.5,0.55
Nagpur,Industrial,20100040,2010,4,1,1.5,34,9
Nagpur,Industrial,20110040,2011,4,1,-2.5,31.5,4.5
Nagpur,Industrial,20120040,2012,4,1,-3.5,28,-0.5
Nagpur,Industrial,20130040,2013,4,1,-2,26,-6.5
Nagpur,Industrial,20140040,2014,4,1,1,27,0
Nagpur,Industrial,20150040,2015,4,1,-7,20,12
Nagpur,Industrial,19900050,1990,5,-25,,31.75,-1.8
Nagpur,Industrial,19910050,1991,5,1,-13.35,18.4,2.2
Nagpur,Industrial,19920050,1992,5,1,-12,6.4,-2.8
Nagpur,Industrial,19930050,1993,5,1,13,19.4,1.8
Nagpur,Industrial,19940050,1994,5,1,-2.9,16.5,2
Nagpur,Industrial,19950050,1995,5,1,-11.4,5.1,-4.6
Nagpur,Industrial,19960050,1996,5,1,5.6,10.7,-0.35
Nagpur,Industrial,19970050,1997,5,1,1.05,11.75,-7.8
Nagpur,Industrial,19980050,1998,5,1,5.15,16.9,2.65
Nagpur,Industrial,19990050,1999,5,1,-3.75,13.15,-4.6
Nagpur,Industrial,20000050,2000,5,1,-6.15,7,-14.6
Nagpur,Industrial,20010050,2001,5,1,5.2,12.2,-2.9
Nagpur,Industrial,20020050,2002,5,1,-0.2,12,-2.05
Nagpur,Industrial,20030050,2003,5,1,-2,10,-4
Nagpur,Industrial,20040050,2004,5,1,6.2,16.2,-0.2
Nagpur,Industrial,20050050,2005,5,1,11.3,27.5,5.35
Nagpur,Industrial,20060050,2006,5,1,1.6,29.1,-0.1
Nagpur,Industrial,20070050,2007,5,1,-5.5,23.6,-1
Nagpur,Industrial,20080050,2008,5,1,4.2,27.8,-0.7
Nagpur,Industrial,20090050,2009,5,1,3.2,31,-1.5
Nagpur,Industrial,20100050,2010,5,1,1.5,32.5,-1.5
Nagpur,Industrial,20110050,2011,5,1,-3.5,29,-2.5
Nagpur,Industrial,20120050,2012,5,1,-4,25,-3
Nagpur,Industrial,20130050,2013,5,1,0,25,-1
Nagpur,Industrial,20140050,2014,5,1,5,30,3
Nagpur,Industrial,20150050,2015,5,1,-11,19,-1
Nagpur,Industrial,19900060,1990,6,-25,,33.8,2.05
Nagpur,Industrial,19910060,1991,6,1,-27.1,6.7,-11.7
Nagpur,Industrial,19930060,1993,6,2,,20,0.6
Nagpur,Industrial,19940060,1994,6,1,-4.6,15.4,-1.1
Nagpur,Industrial,19950060,1995,6,1,-10.1,5.3,0.2
Nagpur,Industrial,19960060,1996,6,1,2.3,7.6,-3.1
Nagpur,Industrial,19970060,1997,6,1,2.65,10.25,-1.5
Nagpur,Industrial,19980060,1998,6,1,-1.8,8.45,-8.45
Nagpur,Industrial,19990060,1999,6,1,2.55,11,-2.15
Nagpur,Industrial,20000060,2000,6,1,2.3,13.3,6.3
Nagpur,Industrial,20010060,2001,6,1,-2.4,10.9,-1.3
Nagpur,Industrial,20020060,2002,6,1,1.75,12.65,0.65
Nagpur,Industrial,20030060,2003,6,1,0.35,13,3
Nagpur,Industrial,20040060,2004,6,1,2.45,15.45,-0.75
Nagpur,Industrial,20050060,2005,6,1,22.05,37.5,10
Nagpur,Industrial,20060060,2006,6,1,-8.35,29.15,0.05
Nagpur,Industrial,20070060,2007,6,1,-13.15,16,-7.6
Nagpur,Industrial,20080060,2008,6,1,16.7,32.7,4.9
Nagpur,Industrial,20090060,2009,6,1,-1.9,30.8,-0.2
Nagpur,Industrial,20100060,2010,6,1,7.2,38,5.5
Nagpur,Industrial,20110060,2011,6,1,-7.5,30.5,1.5
Nagpur,Industrial,20120060,2012,6,1,-0.5,30,5
Nagpur,Industrial,20130060,2013,6,1,4,34,9
Nagpur,Industrial,20140060,2014,6,1,-3.5,30.5,0.5
Nagpur,Industrial,20150060,2015,6,1,-11.5,19,0
Nagpur,Industrial,19900070,1990,7,-25,,20.45,-13.35
Nagpur,Industrial,19910070,1991,7,1,-16.15,4.3,-2.4
Nagpur,Industrial,19930070,1993,7,2,,21.1,1.1
Nagpur,Industrial,19940070,1994,7,1,-13.6,7.5,-7.9
Nagpur,Industrial,19950070,1995,7,1,-0.8,6.7,1.4
Nagpur,Industrial,19960070,1996,7,1,3.85,10.55,2.95
Nagpur,Industrial,19970070,1997,7,1,10.2,20.75,10.5
Nagpur,Industrial,19980070,1998,7,1,-12,8.75,0.3
Nagpur,Industrial,19990070,1999,7,1,2.2,10.95,-0.05
Nagpur,Industrial,20000070,2000,7,1,3.25,14.2,0.9
Nagpur,Industrial,20010070,2001,7,1,-3.25,10.95,0.05
Nagpur,Industrial,20020070,2002,7,1,1.8,12.75,0.1
Nagpur,Industrial,20030070,2003,7,1,-1.75,11,-2
Nagpur,Industrial,20040070,2004,7,1,4.7,15.7,0.25
Nagpur,Industrial,20050070,2005,7,1,16.2,31.9,-5.6
Nagpur,Industrial,20060070,2006,7,1,-6.4,25.5,-3.65
Nagpur,Industrial,20070070,2007,7,1,-6.5,19,3
Nagpur,Industrial,20080070,2008,7,1,10.25,29.25,-3.45
Nagpur,Industrial,20090070,2009,7,1,-0.55,28.7,-2.1
Nagpur,Industrial,20100070,2010,7,1,-1.7,27,-11
Nagpur,Industrial,20110070,2011,7,1,1,28,-2.5
Nagpur,Industrial,20120070,2012,7,1,4,32,2
Nagpur,Industrial,20130070,2013,7,1,-3,29,-5
Nagpur,Industrial,20140070,2014,7,1,-3.5,25.5,-5
Nagpur,Industrial,20150070,2015,7,1,-4.5,21,2
Nagpur,Industrial,19900080,1990,8,-25,,16.05,-4.4
Nagpur,Industrial,19910080,1991,8,1,-12.55,3.5,-0.8
Nagpur,Industrial,19930080,1993,8,2,,19.3,-1.8
Nagpur,Industrial,19940080,1994,8,1,-15.4,3.9,-3.6
Nagpur,Industrial,19950080,1995,8,1,3.7,7.6,0.9
Nagpur,Industrial,19960080,1996,8,1,6.65,14.25,3.7
Nagpur,Industrial,19970080,1997,8,1,-7.55,6.7,-14.05
Nagpur,Industrial,19980080,1998,8,1,1.1,7.8,-0.95
Nagpur,Industrial,19990080,1999,8,1,8.2,16,5.05
Nagpur,Industrial,20000080,2000,8,1,0,16,1.8
Nagpur,Industrial,20010080,2001,8,1,-3.5,12.5,1.55
Nagpur,Industrial,20020080,2002,8,1,0.75,13.25,0.5
Nagpur,Industrial,20030080,2003,8,1,-2.75,10.5,-0.5
Nagpur,Industrial,20040080,2004,8,1,11.05,21.55,5.85
Nagpur,Industrial,20050080,2005,8,1,9.55,31.1,-0.8
Nagpur,Industrial,20060080,2006,8,1,-4.1,27,1.5
Nagpur,Industrial,20070080,2007,8,1,-10.2,16.8,-2.2
Nagpur,Industrial,20080080,2008,8,1,15.65,32.45,3.2
Nagpur,Industrial,20090080,2009,8,1,-9.9,22.55,-6.15
Nagpur,Industrial,20100080,2010,8,1,4.95,27.5,0.5
Nagpur,Industrial,20110080,2011,8,1,-2.5,25,-3
Nagpur,Industrial,20120080,2012,8,1,6.5,31.5,-0.5
Nagpur,Industrial,20130080,2013,8,1,-5.5,26,-3
Nagpur,Industrial,20140080,2014,8,1,4,30,4.5
Nagpur,Industrial,20150080,2015,8,1,-12,18,-3
Nagpur,Industrial,19900090,1990,9,-25,,16.4,0.35
Nagpur,Industrial,19910090,1991,9,1,9.5,25.9,22.4
Nagpur,Industrial,19930090,1993,9,2,,18.1,-1.2
Nagpur,Industrial,19940090,1994,9,1,-12,6.1,2.2
Nagpur,Industrial,19950090,1995,9,1,1.7,7.8,0.2
Nagpur,Industrial,19960090,1996,9,1,14.2,22,7.75
Nagpur,Industrial,19970090,1997,9,1,-7.2,14.8,8.1
Nagpur,Industrial,19980090,1998,9,1,-1.3,13.5,5.7
Nagpur,Industrial,19990090,1999,9,1,-3.85,9.65,-6.35
Nagpur,Industrial,20000090,2000,9,1,7.15,16.8,0.8
Nagpur,Industrial,20010090,2001,9,1,-2.3,14.5,2
Nagpur,Industrial,20020090,2002,9,1,-2.4,12.1,-1.15
Nagpur,Industrial,20030090,2003,9,1,-7.6,4.5,-6
Nagpur,Industrial,20040090,2004,9,1,15.4,19.9,-1.65
Nagpur,Industrial,20050090,2005,9,1,12.75,32.65,1.55
Nagpur,Industrial,20060090,2006,9,1,1.95,34.6,7.6
Nagpur,Industrial,20070090,2007,9,1,-16.8,17.8,1
Nagpur,Industrial,20080090,2008,9,1,11.8,29.6,-2.85
Nagpur,Industrial,20090090,2009,9,1,-2.8,26.8,4.25
Nagpur,Industrial,20100090,2010,9,1,4.2,31,3.5
Nagpur,Industrial,20110090,2011,9,1,-5,26,1
Nagpur,Industrial,20120090,2012,9,1,0,26,-5.5
Nagpur,Industrial,20130090,2013,9,1,3,29,3
Nagpur,Industrial,20140090,2014,9,1,-4,25,-5
Nagpur,Industrial,20150090,2015,9,1,3,28,10
Nagpur,Industrial,19900100,1990,10,-25,,29.2,12.8
Nagpur,Industrial,19910100,1991,10,1,-2.1,27.1,1.2
Nagpur,Industrial,19930100,1993,10,2,,15.8,-2.3
Nagpur,Industrial,19950100,1995,10,2,,14,6.2
Nagpur,Industrial,19960100,1996,10,1,3.3,17.3,-4.7
Nagpur,Industrial,19970100,1997,10,1,10.95,28.25,13.45
Nagpur,Industrial,19980100,1998,10,1,-17.45,10.8,-2.7
Nagpur,Industrial,19990100,1999,10,1,8.6,19.4,9.75
Nagpur,Industrial,20000100,2000,10,1,-6.4,13,-3.8
Nagpur,Industrial,20010100,2001,10,1,6.9,19.9,5.4
Nagpur,Industrial,20020100,2002,10,1,-3.1,16.8,4.7
Nagpur,Industrial,20030100,2003,10,1,-0.8,16,11.5
Nagpur,Industrial,20040100,2004,10,1,6.8,22.8,2.9
Nagpur,Industrial,20050100,2005,10,1,10.85,33.65,1
Nagpur,Industrial,20060100,2006,10,1,-6.95,26.7,-7.9
Nagpur,Industrial,20070100,2007,10,1,2.15,28.85,11.05
Nagpur,Industrial,20080100,2008,10,1,10.1,38.95,9.35
Nagpur,Industrial,20090100,2009,10,1,-1.85,37.1,10.3
Nagpur,Industrial,20100100,2010,10,1,-3.6,33.5,2.5
Nagpur,Industrial,20110100,2011,10,1,3,36.5,10.5
Nagpur,Industrial,20120100,2012,10,1,-1,35.5,9.5
Nagpur,Industrial,20130100,2013,10,1,-4.5,31,2
Nagpur,Industrial,20140100,2014,10,1,8,39,14
Nagpur,Industrial,20150100,2015,10,1,-10,29,1
Nagpur,Industrial,19900110,1990,11,-25,,33.65,4.45
Nagpur,Industrial,19910110,1991,11,1,-11.45,22.2,-4.9
Nagpur,Industrial,19930110,1993,11,2,,17.1,1.3
Nagpur,Industrial,19940110,1994,11,1,-8.5,8.6,
Nagpur,Industrial,19950110,1995,11,1,7.65,16.25,2.25
Nagpur,Industrial,19960110,1996,11,1,2.15,18.4,1.1
Nagpur,Industrial,19970110,1997,11,1,33.65,52.05,23.8
Nagpur,Industrial,19980110,1998,11,1,-34,18.05,7.25
Nagpur,Industrial,19990110,1999,11,1,11.6,29.65,10.25
Nagpur,Industrial,20000110,2000,11,1,0.7,30.35,17.35
Nagpur,Industrial,20010110,2001,11,1,-10.5,19.85,-0.05
Nagpur,Industrial,20020110,2002,11,1,-3.1,16.75,-0.05
Nagpur,Industrial,20030110,2003,11,1,2.75,19.5,3.5
Nagpur,Industrial,20040110,2004,11,1,11.9,31.4,8.6
Nagpur,Industrial,20050110,2005,11,1,-8.8,22.6,-11.05
Nagpur,Industrial,20060110,2006,11,1,9.2,31.8,5.1
Nagpur,Industrial,20070110,2007,11,1,5.5,37.3,8.45
Nagpur,Industrial,20080110,2008,11,1,-9.1,28.2,-10.75
Nagpur,Industrial,20090110,2009,11,1,14.1,42.3,5.2
Nagpur,Industrial,20100110,2010,11,1,-13.3,29,-4.5
Nagpur,Industrial,20110110,2011,11,1,2,31,-5.5
Nagpur,Industrial,20120110,2012,11,1,12.5,43.5,8
Nagpur,Industrial,20130110,2013,11,1,-9.5,34,3
Nagpur,Industrial,20140110,2014,11,1,6,40,1
Nagpur,Industrial,20150110,2015,11,1,-12,28,-1
Nagpur,Industrial,19900120,1990,12,-25,,25.1,-8.55
Nagpur,Industrial,19910120,1991,12,1,-4.7,20.4,-1.8
Nagpur,Industrial,19930120,1993,12,2,,18.6,1.5
Nagpur,Industrial,19940120,1994,12,1,4.6,23.2,14.6
Nagpur,Industrial,19950120,1995,12,1,-10.6,12.6,-3.65
Nagpur,Industrial,19960120,1996,12,1,29.5,42.1,23.7
Nagpur,Industrial,19970120,1997,12,1,-25.95,16.15,-35.9
Nagpur,Industrial,19980120,1998,12,1,6.4,22.55,4.5
Nagpur,Industrial,19990120,1999,12,1,-8.55,14,-15.65
Nagpur,Industrial,20000120,2000,12,1,17.9,31.9,1.55
Nagpur,Industrial,20010120,2001,12,1,-12.75,19.15,-0.7
Nagpur,Industrial,20020120,2002,12,1,-2.2,16.95,0.2
Nagpur,Industrial,20030120,2003,12,1,27.55,44.5,25
Nagpur,Industrial,20040120,2004,12,1,0.65,45.15,13.75
Nagpur,Industrial,20050120,2005,12,1,-14.25,30.9,8.3
Nagpur,Industrial,20060120,2006,12,1,1.4,32.3,0.5
Nagpur,Industrial,20070120,2007,12,1,-2.15,30.15,-7.15
Nagpur,Industrial,20080120,2008,12,1,2.35,32.5,4.3
Nagpur,Industrial,20090120,2009,12,1,7.8,40.3,-2
Nagpur,Industrial,20100120,2010,12,1,-2.3,38,9
Nagpur,Industrial,20110120,2011,12,1,-3,35,4
Nagpur,Industrial,20120120,2012,12,1,8,43,-0.5
Nagpur,Industrial,20130120,2013,12,1,-12,31,-3
Nagpur,Industrial,20140120,2014,12,1,7,38,-2
Nagpur,Industrial,20150120,2015,12,1,-1,37,9
Nagpur,Residential,19900010,1990,1,,,18.1,
Nagpur,Residential,19910010,1991,1,1,-1.55,16.55,-1
Nagpur,Residential,19920010,1992,1,1,3.4,19.95,3.75
Nagpur,Residential,19930010,1993,1,1,-0.35,19.6,
Nagpur,Residential,19940010,1994,1,1,-5.1,14.5,4.5
Nagpur,Residential,19950010,1995,1,1,9,23.5,4.8
Nagpur,Residential,19960010,1996,1,1,-8.95,14.55,-2
Nagpur,Residential,19970010,1997,1,1,9.05,23.6,0.55
Nagpur,Residential,19980010,1998,1,1,-1.3,22.3,0.35
Nagpur,Residential,19990010,1999,1,1,-7.7,14.6,-5.75
Nagpur,Residential,20000010,2000,1,1,11.25,25.85,-0.85
Nagpur,Residential,20010010,2001,1,1,17.2,43.05,19.45
Nagpur,Residential,20020010,2002,1,1,-21.15,21.9,2.25
Nagpur,Residential,20030010,2003,1,1,-4.9,17,-0.3
Nagpur,Residential,20040010,2004,1,1,0.5,17.5,-7.5
Nagpur,Residential,20050010,2005,1,1,9.75,27.25,-11.25
Nagpur,Residential,20060010,2006,1,1,0.8,28.05,-1.8
Nagpur,Residential,20070010,2007,1,1,-4.35,23.7,-6.7
Nagpur,Residential,20080010,2008,1,1,4.9,28.6,-0.6
Nagpur,Residential,20090010,2009,1,1,3.9,32.5,-5.7
Nagpur,Residential,20100010,2010,1,1,8.5,41,7.85
Nagpur,Residential,20110010,2011,1,1,-2,39,4
Nagpur,Residential,20120010,2012,1,1,-6,33,-0.5
Nagpur,Residential,20130010,2013,1,1,-4,29,-8.5
Nagpur,Residential,20140010,2014,1,1,-2,27,0.5
Nagpur,Residential,20150010,2015,1,1,9,36,5
Nagpur,Residential,19900020,1990,2,-25,,17.75,-0.35
Nagpur,Residential,19910020,1991,2,1,-1.05,16.7,0.15
Nagpur,Residential,19920020,1992,2,1,2.2,18.9,-1.05
Nagpur,Residential,19930020,1993,2,1,-8.5,10.4,-9.2
Nagpur,Residential,19940020,1994,2,1,0.6,11,-3.5
Nagpur,Residential,19950020,1995,2,1,6.1,17.1,-6.4
Nagpur,Residential,19960020,1996,2,1,-1.55,15.55,1
Nagpur,Residential,19970020,1997,2,1,10.35,25.9,2.3
Nagpur,Residential,19980020,1998,2,1,-11.55,14.35,-7.95
Nagpur,Residential,19990020,1999,2,1,8.4,22.75,8.15
Nagpur,Residential,20000020,2000,2,1,-1.6,21.15,-4.7
Nagpur,Residential,20010020,2001,2,1,-2.2,18.95,-24.1
Nagpur,Residential,20020020,2002,2,1,-0.65,18.3,-3.6
Nagpur,Residential,20030020,2003,2,1,-6.3,12,-5
Nagpur,Residential,20040020,2004,2,1,4.9,16.9,-0.6
Nagpur,Residential,20050020,2005,2,1,3.5,20.4,-6.85
Nagpur,Residential,20060020,2006,2,1,11.9,32.3,4.25
Nagpur,Residential,20070020,2007,2,1,-1.9,30.4,6.7
Nagpur,Residential,20080020,2008,2,1,-4.25,26.15,-2.45
Nagpur,Residential,20090020,2009,2,1,7.05,33.2,0.7
Nagpur,Residential,20100020,2010,2,1,0.8,34,-7
Nagpur,Residential,20110020,2011,2,1,1,35,-4
Nagpur,Residential,20120020,2012,2,1,-3.5,31.5,-1.5
Nagpur,Residential,20130020,2013,2,1,-2.5,29,0
Nagpur,Residential,20140020,2014,2,1,-2,27,0
Nagpur,Residential,20150020,2015,2,1,5,32,-4
Nagpur,Residential,19900030,1990,3,-25,,25.45,7.7
Nagpur,Residential,19910030,1991,3,1,-13.4,12.05,-4.65
Nagpur,Residential,19920030,1992,3,1,5.45,17.5,-1.4
Nagpur,Residential,19930030,1993,3,1,-12.1,5.4,-5
Nagpur,Residential,19940030,1994,3,1,10.4,15.8,4.8
Nagpur,Residential,19950030,1995,3,1,4.6,20.4,3.3
Nagpur,Residential,19960030,1996,3,1,-4,16.4,0.85
Nagpur,Residential,19970030,1997,3,1,4,20.4,-5.5
Nagpur,Residential,19980030,1998,3,1,2.9,23.3,8.95
Nagpur,Residential,19990030,1999,3,1,-4.75,18.55,-4.2
Nagpur,Residential,20000030,2000,3,1,2.7,21.25,0.1
Nagpur,Residential,20010030,2001,3,1,-3.05,18.2,-0.75
Nagpur,Residential,20020030,2002,3,1,-1.1,17.1,-1.2
Nagpur,Residential,20030030,2003,3,1,-2.6,14.5,2.5
Nagpur,Residential,20040030,2004,3,1,2.6,17.1,0.2
Nagpur,Residential,20050030,2005,3,1,5.65,22.75,2.35
Nagpur,Residential,20060030,2006,3,1,5.25,28,-4.3
Nagpur,Residential,20070030,2007,3,1,-1.2,26.8,-3.6
Nagpur,Residential,20080030,2008,3,1,-3.85,22.95,-3.2
Nagpur,Residential,20090030,2009,3,1,10.7,33.65,0.45
Nagpur,Residential,20100030,2010,3,1,-3.15,30.5,-3.5
Nagpur,Residential,20110030,2011,3,1,4.5,35,0
Nagpur,Residential,20120030,2012,3,1,-4,31,-0.5
Nagpur,Residential,20130030,2013,3,1,-2,29,0
Nagpur,Residential,20140030,2014,3,1,-3,26,-1
Nagpur,Residential,20150030,2015,3,1,8.5,34.5,2.5
Nagpur,Residential,19900040,1990,4,-25,,13.4,-12.05
Nagpur,Residential,19910040,1991,4,1,-7.4,6,-6.05
Nagpur,Residential,19920040,1992,4,1,3.5,9.5,-8
Nagpur,Residential,19930040,1993,4,1,8.5,18,12.6
Nagpur,Residential,19940040,1994,4,1,-2.75,15.25,-0.55
Nagpur,Residential,19950040,1995,4,1,-1.1,14.15,-6.25
Nagpur,Residential,19960040,1996,4,1,-3.15,11,-5.4
Nagpur,Residential,19970040,1997,4,1,2.45,13.45,-6.95
Nagpur,Residential,19980040,1998,4,1,4.85,18.3,-5
Nagpur,Residential,19990040,1999,4,1,-3.8,14.5,-4.05
Nagpur,Residential,20000040,2000,4,1,5.65,20.15,-1.1
Nagpur,Residential,20010040,2001,4,1,0.6,20.75,2.55
Nagpur,Residential,20020040,2002,4,1,-2.65,18.1,1
Nagpur,Residential,20030040,2003,4,1,-9.6,8.5,-6
Nagpur,Residential,20040040,2004,4,1,8.2,16.7,-0.4
Nagpur,Residential,20050040,2005,4,1,3.1,19.8,-2.95
Nagpur,Residential,20060040,2006,4,1,8.75,28.55,0.55
Nagpur,Residential,20070040,2007,4,1,-3.95,24.6,-2.2
Nagpur,Residential,20080040,2008,4,1,0.35,24.95,2
Nagpur,Residential,20090040,2009,4,1,6.85,31.8,-1.85
Nagpur,Residential,20100040,2010,4,1,-1.8,30,-0.5
Nagpur,Residential,20110040,2011,4,1,2,32,-3
Nagpur,Residential,20120040,2012,4,1,-5,27,-4
Nagpur,Residential,20130040,2013,4,1,0,27,-2
Nagpur,Residential,20140040,2014,4,1,-2,25,-1
Nagpur,Residential,20150040,2015,4,1,-2,23,-11.5
Nagpur,Residential,19900050,1990,5,-25,,13.65,0.25
Nagpur,Residential,19910050,1991,5,1,-7.05,6.6,0.6
Nagpur,Residential,19920050,1992,5,1,1.6,8.2,-1.3
Nagpur,Residential,19930050,1993,5,1,2,10.2,-7.8
Nagpur,Residential,19940050,1994,5,1,5.75,15.95,0.7
Nagpur,Residential,19950050,1995,5,1,-7.55,8.4,-5.75
Nagpur,Residential,19960050,1996,5,1,1,9.4,-1.6
Nagpur,Residential,19970050,1997,5,1,1.55,10.95,-2.5
Nagpur,Residential,19980050,1998,5,1,0.8,11.75,-6.55
Nagpur,Residential,19990050,1999,5,1,2.55,14.3,-0.2
Nagpur,Residential,20000050,2000,5,1,4.7,19,-1.15
Nagpur,Residential,20010050,2001,5,1,-3.1,15.9,-4.85
Nagpur,Residential,20020050,2002,5,1,-1.75,14.15,-3.95
Nagpur,Residential,20030050,2003,5,1,-1.15,13,4.5
Nagpur,Residential,20040050,2004,5,1,3.8,16.8,0.1
Nagpur,Residential,20050050,2005,5,1,10,26.8,7
Nagpur,Residential,20060050,2006,5,1,-1.4,25.4,-3.15
Nagpur,Residential,20070050,2007,5,1,-4.15,21.25,-3.35
Nagpur,Residential,20080050,2008,5,1,5.4,26.65,1.7
Nagpur,Residential,20090050,2009,5,1,3.55,30.2,-1.6
Nagpur,Residential,20100050,2010,5,1,-2.2,28,-2
Nagpur,Residential,20110050,2011,5,1,0,28,-4
Nagpur,Residential,20120050,2012,5,1,-2,26,-1
Nagpur,Residential,20130050,2013,5,1,0,26,-1
Nagpur,Residential,20140050,2014,5,1,3,29,4
Nagpur,Residential,20150050,2015,5,1,-6.5,22.5,-0.5
Nagpur,Residential,19900060,1990,6,-25,,21.95,8.3
Nagpur,Residential,19910060,1991,6,1,-12.3,9.65,3.05
Nagpur,Residential,19930060,1993,6,2,,3,-7.2
Nagpur,Residential,19940060,1994,6,1,13.3,16.3,0.35
Nagpur,Residential,19950060,1995,6,1,-8.05,8.25,-0.15
Nagpur,Residential,19960060,1996,6,1,0.3,8.55,-0.85
Nagpur,Residential,19970060,1997,6,1,12.4,20.95,10
Nagpur,Residential,19980060,1998,6,1,-11.5,9.45,-2.3
Nagpur,Residential,19990060,1999,6,1,3.15,12.6,-1.7
Nagpur,Residential,20000060,2000,6,1,3.95,16.55,-2.45
Nagpur,Residential,20010060,2001,6,1,0.95,17.5,1.6
Nagpur,Residential,20020060,2002,6,1,-2.3,15.2,1.05
Nagpur,Residential,20030060,2003,6,1,-4.2,11,-2
Nagpur,Residential,20040060,2004,6,1,5.35,16.35,-0.45
Nagpur,Residential,20050060,2005,6,1,11.15,27.5,0.7
Nagpur,Residential,20060060,2006,6,1,-0.3,27.2,1.8
Nagpur,Residential,20070060,2007,6,1,-8.75,18.45,-2.8
Nagpur,Residential,20080060,2008,6,1,8.95,27.4,0.75
Nagpur,Residential,20090060,2009,6,1,2.85,30.25,0.05
Nagpur,Residential,20100060,2010,6,1,-8.41666667,21.83333333,-6.16666667
Nagpur,Residential,20110060,2011,6,1,3.16666667,25,-3
Nagpur,Residential,20120060,2012,6,1,5,30,4
Nagpur,Residential,20130060,2013,6,1,-6.5,23.5,-2.5
Nagpur,Residential,20140060,2014,6,1,0.5,24,-5
Nagpur,Residential,20150060,2015,6,1,-1,23,0.5
Nagpur,Residential,19900070,1990,7,-25,,11.25,-10.7
Nagpur,Residential,19910070,1991,7,1,1.55,12.8,3.15
Nagpur,Residential,19930070,1993,7,2,,19.1,16.1
Nagpur,Residential,19940070,1994,7,1,-6.75,12.35,-3.95
Nagpur,Residential,19950070,1995,7,1,-1.7,10.65,2.4
Nagpur,Residential,19960070,1996,7,1,1.65,12.3,3.75
Nagpur,Residential,19970070,1997,7,1,-2.75,9.55,-11.4
Nagpur,Residential,19980070,1998,7,1,0.75,10.3,0.85
Nagpur,Residential,19990070,1999,7,1,2.95,13.25,0.65
Nagpur,Residential,20000070,2000,7,1,4.35,17.6,1.05
Nagpur,Residential,20010070,2001,7,1,-1.9,15.7,-1.8
Nagpur,Residential,20020070,2002,7,1,-1.9,13.8,-1.4
Nagpur,Residential,20030070,2003,7,1,0.2,14,3
Nagpur,Residential,20040070,2004,7,1,1,15,-1.35
Nagpur,Residential,20050070,2005,7,1,15.7,30.7,3.2
Nagpur,Residential,20060070,2006,7,1,-6.95,23.75,-3.45
